Problem,Policy,SolverMemOut,SolverTotalTime,SATClauses,SavileRowClauseOut,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverTimeOut,SolverNodes,SATVars,TabulationTime,TabulationActivated
AccordionTable_cards_16_04,2,0.0,11.28,82050.0,0.0,2.095,0.0,0.0,0.0,497419.0,10235.0,0.18,1.0
blockedqueens-strong_blockedqueens281449850265,baseline,0.0,0.01,3167.0,0.0,1.101,1.0,0.0,0.0,740.0,937.0,,
blackhole_PN-60,2,0.0,0.02,40099.0,0.0,6.847,0.0,0.0,0.0,32.0,10678.0,0.311,1.0
blockedqueens-strong_blockedqueens501642426388,baseline,0.0,3.61,6739.0,0.0,1.854,0.0,0.0,0.0,167906.0,2030.0,,
opd_flener_et_al_tab7_11_35_10,2,0.0,0.24,75698.0,0.0,3.854,1.0,0.0,0.0,12824.0,16051.0,0.45,1.0
pegSolitaireAction_pegSolitaire4_4,baseline,0.0,311.57,105895.0,0.0,19.239,1.0,0.0,0.0,10648327.0,9239.0,,
killer_16-sol44,baseline,0.0,0.06,41550.0,0.0,2.638,1.0,0.0,0.0,3434.0,7908.0,,
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens235,baseline,0.0,20.299999999999997,11835.0,0.0,3.434,1.0,0.0,0.0,994208.0,852.0,,
blockedqueens-strong_blockedqueens501642453995,baseline,0.0,5.03,6736.0,0.0,1.663,1.0,0.0,0.0,240138.0,1976.0,,
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens270,2,0.0,27.78,14770.0,0.0,3.177,1.0,0.0,0.0,1352049.0,853.0,0.151,1.0
AccordionTable_cards_11_01,baseline,0.0,0.14,34682.0,0.0,1.361,0.0,0.0,0.0,6914.0,4867.0,,
blackhole_PN-65,baseline,0.0,0.13,289490.0,0.0,7.492,0.0,0.0,0.0,833.0,22322.0,,
opd_medium_10_100_30,baseline,0.0,370.68,268792.0,0.0,7.589,1.0,0.0,0.0,16783041.0,31730.0,,
blackhole_PN-92,2,0.0,0.13,40431.0,0.0,5.311,1.0,0.0,0.0,11238.0,10749.0,0.248,1.0
pegSolitaireState_pegSolitaire3_0,baseline,0.0,19.76,51226.0,0.0,7.467,1.0,0.0,0.0,1026324.0,9349.0,,
blackhole_PN-23,2,0.0,0.11,38278.0,0.0,6.352,1.0,0.0,0.0,9262.0,10204.0,0.311,1.0
blockedqueens-strong_blockedqueens481721345259,baseline,0.0,1.48,61421.0,0.0,2.233,1.0,0.0,0.0,47389.0,18029.0,,
blockedqueens_blockedqueens481721302528,2,0.0,0.36,24787.0,0.0,1.953,0.0,0.0,0.0,12732.0,6959.0,0.186,1.0
carSequencing_73,baseline,0.0,8.82,285600.0,0.0,9.907,1.0,0.0,0.0,360109.0,30916.0,,
blackhole_BMS-100,baseline,0.0,12.94,287605.0,0.0,5.8,1.0,0.0,0.0,461699.0,22173.0,,
blockedqueens-strong_blockedqueens281449799706,baseline,0.0,0.01,3496.0,0.0,0.959,1.0,0.0,0.0,201.0,1019.0,,
Bombastic_Bombastic6,2,0.0,0.0,0.0,0.0,1.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
golfers1_ord16-5-4-4,baseline,0.0,0.01,17278.0,0.0,6.013,1.0,0.0,0.0,175.0,4228.0,,
carSequencing_13,baseline,0.0,0.28,239042.0,0.0,7.722,1.0,0.0,0.0,54202.0,24257.0,,
nurse_nurse_5,baseline,0.0,0.0,43.0,0.0,0.686,0.0,0.0,0.0,0.0,0.0,,
blockedqueens-strong_blockedqueens561860549734,baseline,0.0,4.53,79395.0,0.0,2.934,0.0,0.0,0.0,151242.0,22728.0,,
knights_10b,2,0.0,0.21,69071.0,0.0,3.747,1.0,0.0,0.0,57219.0,16274.0,0.755,1.0
blockedqueens_blockedqueens501642421461,2,0.0,6.02,29120.0,0.0,1.81,1.0,0.0,0.0,244226.0,8275.0,0.186,1.0
blockedqueens-strong_blockedqueens501642420886,2,0.0,5.01,6232.0,0.0,1.841,0.0,0.0,0.0,223289.0,1792.0,0.023,0.0
futoshiki_futoshiki21,2,0.0,0.0,20.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blockedqueens_blockedqueens481721261794,baseline,0.0,0.21,24346.0,0.0,1.425,1.0,0.0,0.0,9195.0,6901.0,,
Bombastic_Bombastic26,baseline,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,,
blockedqueens_blockedqueens561860549212,baseline,0.0,10.14,34204.0,0.0,1.342,1.0,0.0,0.0,506098.0,9890.0,,
killer_16-sol48,2,0.0,0.48,177598.0,0.0,7.007,1.0,0.0,0.0,11023.0,38680.0,3.871,1.0
sokoban_New62,2,0.0,0.0,29.0,0.0,0.42,1.0,0.0,0.0,1.0,9.0,0.0,0.0
pegSolitaireTable_pegSolitaire24,2,0.0,65.59,498475.0,0.0,3.404,1.0,0.0,0.0,1373764.0,139186.0,0.056,0.0
blackhole_PN-63,2,0.0,0.14,39920.0,0.0,6.361,1.0,0.0,0.0,9038.0,10641.0,0.268,1.0
JPEncoding_data200,2,,,,0.0,1200.004,,1.0,,,,0.827,1.0
pegSolitaireTable_pegSolitaire2_14,baseline,0.0,74.95,475120.0,0.0,3.379,1.0,0.0,0.0,1313790.0,132649.0,,
blackhole_BMS-100,baseline,0.0,15.18,287605.0,0.0,6.556,1.0,0.0,0.0,461699.0,22173.0,,
sudoku_sudoku26,baseline,0.0,0.0,1.0,0.0,0.556,1.0,0.0,0.0,0.0,1.0,,
opd_flener_et_al_tab7_9_35_10,baseline,0.0,0.12,35420.0,0.0,2.597,1.0,0.0,0.0,12938.0,6868.0,,
sokoban_New75,baseline,0.0,0.01,7976.0,0.0,0.604,1.0,0.0,0.0,112.0,1117.0,,
knapsack_items-88,baseline,0.0,228.67,6244516.0,0.0,10.254,1.0,0.0,0.0,122247.0,15945.0,,
blockedqueens_blockedqueens561860535892,baseline,0.0,8.9,32179.0,0.0,1.948,1.0,0.0,0.0,370523.0,9278.0,,
sonet_sonet2-4,baseline,0.0,0.37,3748.0,0.0,0.806,1.0,0.0,0.0,32465.0,674.0,,
bibd_puget17,baseline,0.0,0.1,22838.0,0.0,3.043,1.0,0.0,0.0,8326.0,4998.0,,
knights2_10b,baseline,0.0,33.52,1164385.0,0.0,7.118,1.0,0.0,0.0,3548147.0,32053.0,,
pegSolitaireState_pegSolitaire2_14,baseline,0.0,133.9,52589.0,0.0,8.555,1.0,0.0,0.0,4772109.0,9595.0,,
nurse_nurse_1,2,0.0,0.0,29.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bombastic_Bombastic9,baseline,0.0,0.0,0.0,0.0,1.736,1.0,0.0,0.0,0.0,0.0,,
blockedqueens_blockedqueens281449799171,baseline,0.0,0.06,9546.0,0.0,1.125,1.0,0.0,0.0,2502.0,2728.0,,
bibd_puget11,2,0.0,0.03,38900.0,0.0,3.418,1.0,0.0,0.0,632.0,8711.0,0.319,1.0
blockedqueens_blockedqueens281449791733,baseline,0.0,0.03,9225.0,0.0,1.085,1.0,0.0,0.0,1337.0,2653.0,,
Bombastic_Bombastic28,baseline,0.0,0.0,0.0,0.0,1.212,1.0,0.0,0.0,0.0,0.0,,
PlottingModelA_5_5_3_seed15_18_6,2,0.0,12.7,24719830.0,0.0,53.867,1.0,0.0,0.0,36909.0,2538278.0,25.679,1.0
quasiGroup3Idempotent_quasiGroupX_22,2,,,,0.0,1200.002,,1.0,,,,,1.0
discreteTomography_6,2,0.0,0.04,936.0,0.0,0.461,0.0,0.0,0.0,4328.0,212.0,0.014,0.0
RamseyNumbers_02-05-01-SAT,baseline,0.0,0.0,0.0,0.0,0.214,1.0,0.0,0.0,0.0,0.0,,
opd_small_bibd_11_22_10,baseline,0.0,14.76,29949.0,0.0,2.685,1.0,0.0,0.0,1174859.0,6592.0,,
PlottingModelA_5_5_3_seed15_16_8,baseline,0.0,0.08,94162.0,0.0,24.976,1.0,0.0,0.0,746.0,13133.0,,
blockedqueens_blockedqueens481721345695,baseline,0.0,0.82,23504.0,0.0,1.576,1.0,0.0,0.0,32975.0,6616.0,,
quasiGroup4NonIdempotent_quasiGroupX_13,baseline,0.0,572.9,193222.0,0.0,5.957,1.0,0.0,0.0,6278080.0,53574.0,,
blockedqueens_blockedqueens281449850700,2,0.0,0.02,7559.0,0.0,1.278,0.0,0.0,0.0,886.0,2209.0,0.132,1.0
golfers1_ord04-9-5-2,baseline,0.0,0.01,4819.0,0.0,3.699,1.0,0.0,0.0,664.0,1449.0,,
golfers2_ord06-13-7-2,2,0.0,0.05,27092.0,0.0,6.761,1.0,0.0,0.0,2168.0,7254.0,0.165,0.0
knapsack_items-85,2,0.0,1105.45,2180386.0,0.0,5.442,1.0,0.0,0.0,2512678.0,9886.0,0.003,0.0
blockedqueens-strong_blockedqueens281449790413,2,0.0,0.07,3479.0,0.0,1.176,0.0,0.0,0.0,4345.0,1041.0,0.031,0.0
opd_flener_et_al_tab6_10_31_22,2,0.0,108.55,53503.0,0.0,3.009,1.0,0.0,0.0,5961540.0,12429.0,0.434,1.0
blockedqueens_blockedqueens481721259656,baseline,0.0,12.48,26683.0,0.0,1.76,1.0,0.0,0.0,519600.0,7486.0,,
magicSequence_magicSequence300,2,0.0,0.11,263110.0,0.0,265.648,1.0,0.0,0.0,2.0,7474.0,1.302,1.0
handball7_15,baseline,0.0,3.0100000000000002,283538.0,0.0,10.886,1.0,0.0,0.0,122994.0,21583.0,,
bpmp_7750,2,0.0,29.92,224540.0,0.0,4.027,1.0,0.0,0.0,245816.0,55944.0,1.894,1.0
blockedqueens-strong_blockedqueens501642458995,2,0.0,5.17,6751.0,0.0,1.916,0.0,0.0,0.0,220277.0,2003.0,0.025,0.0
blockedqueens_blockedqueens561860463594,2,0.0,0.0,169.0,0.0,0.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magicSequence_magicSequence50,2,0.0,0.0,5819.0,0.0,0.94,1.0,0.0,0.0,2.0,633.0,0.363,1.0
PlottingModelA_7_7_5_seed15_41_5,2,,,,0.0,1200.002,,1.0,,,,,1.0
ramsey1_02-08-01-SAT,2,0.0,0.0,0.0,0.0,0.229,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pegSolitaireTable_pegSolitaire3_37,baseline,0.0,6.67,470402.0,0.0,3.577,1.0,0.0,0.0,147815.0,131331.0,,
blockedqueens-strong_blockedqueens281449798087,2,0.0,0.02,3535.0,0.0,1.14,1.0,0.0,0.0,1301.0,1044.0,0.013,0.0
blockedqueens-strong_blockedqueens281449800045,baseline,0.0,0.05,3503.0,0.0,0.999,1.0,0.0,0.0,2756.0,1013.0,,
ramsey1_03-07-01-SAT,baseline,0.0,0.0,0.0,0.0,0.244,1.0,0.0,0.0,0.0,0.0,,
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens232,baseline,0.0,108.2,13759.0,0.0,3.463,1.0,0.0,0.0,4462391.0,947.0,,
ramsey1_03-05-01-SAT,baseline,0.0,0.0,0.0,0.0,0.198,1.0,0.0,0.0,0.0,0.0,,
pegSolitaireTable_pegSolitaire4_13,2,0.0,43.81,453327.0,0.0,3.453,1.0,0.0,0.0,781959.0,126569.0,0.065,0.0
sudoku_sudoku12,baseline,0.0,0.0,0.0,0.0,0.507,1.0,0.0,0.0,0.0,0.0,,
knapsack_items-66,baseline,0.0,165.18,1654060.0,0.0,5.413,1.0,0.0,0.0,290507.0,8089.0,,
blockedqueens_blockedqueens281449844282,baseline,0.0,0.03,9671.0,0.0,1.156,0.0,0.0,0.0,1075.0,2771.0,,
carSequencing_27,2,0.0,13.85,4622638.0,0.0,15.617,1.0,0.0,0.0,256911.0,1480890.0,3.834,1.0
blockedqueens-strong_blockedqueens501642426889,2,0.0,0.13,4611.0,0.0,1.739,0.0,0.0,0.0,6864.0,1286.0,0.019,0.0
molnars_molnars-4-2,baseline,0.0,0.01,6641.0,0.0,1.185,0.0,0.0,0.0,255.0,984.0,,
carSequencing_42,2,0.0,11.05,4519006.0,0.0,17.283,1.0,0.0,0.0,44409.0,1439799.0,5.649,1.0
blockedqueens_blockedqueens481721258433,2,0.0,0.38,24459.0,0.0,1.867,0.0,0.0,0.0,12919.0,6767.0,0.193,1.0
blockedqueens-strong_blockedqueens501642414751,baseline,0.0,5.43,6435.0,0.0,1.735,0.0,0.0,0.0,264667.0,1908.0,,
blockedqueens_blockedqueens481721349388,2,0.0,0.56,26462.0,0.0,1.977,1.0,0.0,0.0,22744.0,7387.0,0.225,1.0
solitaireBattleship_solitaire_battleship_meuffels_hertog1,2,0.0,0.0,0.0,0.0,2.492,1.0,0.0,0.0,0.0,0.0,0.0,0.0
molnars_molnars-2-7,2,0.0,0.0,44.0,0.0,0.996,0.0,0.0,0.0,0.0,47.0,0.531,1.0
golfers3_ord22-6-5-5,2,0.0,376.87,3174258.0,0.0,15.261,1.0,0.0,0.0,967296.0,455324.0,3.352,1.0
pegSolitaireTable_pegSolitaire2_45,2,0.0,65.54,491061.0,0.0,3.207,1.0,0.0,0.0,1282953.0,137113.0,0.062,0.0
ramsey1_02-04-01-SAT,baseline,0.0,0.0,0.0,0.0,0.181,1.0,0.0,0.0,0.0,0.0,,
blockedqueens_blockedqueens281449839995,baseline,0.0,0.01,9569.0,0.0,1.193,1.0,0.0,0.0,595.0,2733.0,,
blockedqueens_blockedqueens561860538387,baseline,0.0,18.8,33657.0,0.0,1.953,1.0,0.0,0.0,728089.0,9683.0,,
pegSolitaireTable_pegSolitaire4_8,baseline,0.0,52.15,451527.0,0.0,3.032,1.0,0.0,0.0,1054523.0,126056.0,,
bpmp_2254,baseline,0.0,19.58,56518.0,0.0,2.416,1.0,0.0,0.0,449902.0,5876.0,,
golfers1_ord28-3-6-6,baseline,0.0,0.06,75104.0,0.0,27.01,1.0,0.0,0.0,461.0,18317.0,,
coprime_20,2,,,,0.0,1200.001,,1.0,,,,,0.0
killer_16-sol81,2,0.0,0.27,151969.0,0.0,6.544,1.0,0.0,0.0,7323.0,33218.0,3.651,1.0
blackhole_PN-85,baseline,0.0,10.48,290285.0,0.0,4.782,1.0,0.0,0.0,438610.0,22396.0,,
blockedqueens_blockedqueens561860563511,2,0.0,0.65,34570.0,0.0,1.823,1.0,0.0,0.0,25249.0,9960.0,0.205,1.0
bibd-implied_puget7,2,0.0,0.59,173786.0,0.0,8.272,1.0,0.0,0.0,11687.0,25095.0,0.943,1.0
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens234,baseline,0.0,3.5300000000000002,8068.0,0.0,2.407,1.0,0.0,0.0,264343.0,662.0,,
AccordionTable_cards_15_01,2,0.0,8.74,68754.0,0.0,2.252,0.0,0.0,0.0,385478.0,8475.0,0.249,1.0
bibd-implied_bibdline3,2,0.0,0.33,623870.0,0.0,15.883,1.0,0.0,0.0,251.0,48357.0,2.668,1.0
knapsack_items-95,2,0.0,1521.8100000000002,1141711.0,0.0,3.793,1.0,0.0,0.0,9434185.0,8103.0,0.01,0.0
knights_10a,2,0.0,1.24,69046.0,0.0,3.695,1.0,0.0,0.0,120460.0,16269.0,0.701,1.0
golfers1_ord11-7-6-3,baseline,0.0,0.2,36875.0,0.0,12.87,1.0,0.0,0.0,34923.0,9710.0,,
killer_16-sol31,2,0.0,0.0,46.0,0.0,1.194,1.0,0.0,0.0,3.0,12.0,0.035,1.0
blockedqueens_blockedqueens481721259269,baseline,0.0,1.17,25197.0,0.0,1.222,0.0,0.0,0.0,50014.0,7100.0,,
peaceableArmyOfQueens_paq7,baseline,0.0,6.73,13975.0,0.0,2.052,1.0,0.0,0.0,451782.0,2042.0,,
golfers1_ord09-19-10-2,baseline,0.0,0.36,96189.0,0.0,32.181,1.0,0.0,0.0,74180.0,27531.0,,
AccordionTable_cards_12_02,baseline,0.0,0.55,35932.0,0.0,1.35,0.0,0.0,0.0,23368.0,4771.0,,
futoshiki_futoshiki22,baseline,0.0,0.0,23.0,0.0,0.261,0.0,0.0,0.0,0.0,12.0,,
killer_16-sol44,2,0.0,0.09,114487.0,0.0,6.358,1.0,0.0,0.0,925.0,26576.0,3.847,1.0
blackhole_PN-1,2,0.0,0.4,40055.0,0.0,5.807,1.0,0.0,0.0,22415.0,10658.0,0.252,1.0
blockedqueens_blockedqueens281449793685,2,0.0,0.03,8479.0,0.0,1.311,0.0,0.0,0.0,1619.0,2463.0,0.152,1.0
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens298,baseline,0.0,0.16999999999999998,3780.0,0.0,1.877,1.0,0.0,0.0,17460.0,389.0,,
Bombastic_Bombastic52,baseline,0.0,0.0,0.0,0.0,1.149,1.0,0.0,0.0,0.0,0.0,,
bibd-implied_puget8,2,0.0,0.42,205852.0,0.0,8.669,1.0,0.0,0.0,9395.0,28477.0,1.148,1.0
PlottingModelA_5_5_3_seed15_13_7,2,0.0,34.51,30156686.0,0.0,59.886,1.0,0.0,0.0,210636.0,3110629.0,25.622,1.0
graphColouring_inithx_i_1,2,0.0,117.1,9023002.0,0.0,109.424,1.0,0.0,0.0,35049571.0,1561656.0,0.062,0.0
bibd-implied_puget10,2,0.0,2.5,101739.0,0.0,5.352,1.0,0.0,0.0,69909.0,19870.0,0.725,1.0
sonet2_sonet3,baseline,0.0,0.36,5352.0,0.0,1.02,1.0,0.0,0.0,25353.0,958.0,,
bibd-implied_puget21,2,0.0,230.2,225366.0,0.0,10.68,1.0,0.0,0.0,7060488.0,49655.0,1.546,1.0
sudoku_sudoku3,baseline,0.0,0.0,40.0,0.0,0.51,1.0,0.0,0.0,2.0,9.0,,
blackhole_PN-26,baseline,0.0,8.12,290916.0,0.0,4.84,1.0,0.0,0.0,273624.0,22403.0,,
quasiGroup4NonIdempotent_quasiGroupX_23,2,,,,0.0,1200.001,,1.0,,,,,1.0
killer_16-sol72,2,0.0,1.33,136336.0,0.0,6.725,1.0,0.0,0.0,29308.0,30178.0,4.189,1.0
sudoku_sudoku40,2,0.0,0.0,0.0,0.0,0.538,1.0,0.0,0.0,0.0,0.0,0.001,0.0
ramsey2_03-07-02-SAT,2,0.0,0.0,0.0,0.0,0.465,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ramsey1_03-04-01-SAT,baseline,0.0,0.0,0.0,0.0,0.184,1.0,0.0,0.0,0.0,0.0,,
Bombastic_Bombastic30,baseline,0.0,0.0,0.0,0.0,1.436,1.0,0.0,0.0,0.0,0.0,,
carSequencing_35,2,0.0,13.91,4254053.0,0.0,16.898,1.0,0.0,0.0,79287.0,1353173.0,5.403,1.0
AccordionTable_cards_14_05,baseline,0.0,0.34,67877.0,0.0,1.715,1.0,0.0,0.0,16508.0,8586.0,,
blackhole_PN-47,baseline,0.0,8.16,292481.0,0.0,4.559,1.0,0.0,0.0,353916.0,22617.0,,
blockedqueens_blockedqueens281449789281,baseline,0.0,0.09,9297.0,0.0,1.195,1.0,0.0,0.0,4254.0,2656.0,,
sokoban_New100,2,0.0,0.17,372579.0,0.0,1.712,1.0,0.0,0.0,346.0,94393.0,0.636,1.0
ramsey1_04-05-03-SAT,baseline,0.0,0.0,3.0,0.0,0.493,1.0,0.0,0.0,0.0,3.0,,
sudoku_sudoku22,2,0.0,0.0,24.0,0.0,0.562,1.0,0.0,0.0,1.0,6.0,0.002,0.0
sokoban_New39,baseline,0.0,0.0,1980.0,0.0,0.534,1.0,0.0,0.0,17.0,373.0,,
ramsey1_02-02-01-SAT,baseline,0.0,0.0,0.0,0.0,0.211,1.0,0.0,0.0,0.0,0.0,,
AccordionTable_cards_11_02,2,0.0,0.41,28168.0,0.0,1.395,0.0,0.0,0.0,29436.0,3855.0,0.221,1.0
killer_16-sol29,2,0.0,0.85,122952.0,0.0,6.219,1.0,0.0,0.0,26120.0,27241.0,3.446,1.0
golfers1_ord27-5-10-5,baseline,0.0,0.34,334614.0,0.0,88.647,1.0,0.0,0.0,1847.0,80817.0,,
Bombastic_Bombastic10,2,0.0,0.0,0.0,0.0,1.195,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sudoku_sudoku38,baseline,0.0,0.0,20.0,0.0,0.506,1.0,0.0,0.0,1.0,6.0,,
graphColouring_mulsol_i_5,2,0.0,8.26,895593.0,0.0,14.59,1.0,0.0,0.0,1617147.0,160655.0,0.042,0.0
quasiGroup6_quasiGroupX_16,baseline,0.0,27.79,327469.0,0.0,5.813,1.0,0.0,0.0,1277834.0,21122.0,,
golfers1_ord21-5-10-4,2,0.0,75.88,81913452.0,0.0,538.389,1.0,0.0,0.0,18322.0,14083852.0,455.956,1.0
handball7_14,baseline,0.0,3.0,283030.0,0.0,10.702,1.0,0.0,0.0,125561.0,21467.0,,
Bombastic_Bombastic81,baseline,0.0,0.0,0.0,0.0,0.96,1.0,0.0,0.0,0.0,0.0,,
blockedqueens-strong_blockedqueens281449852472,baseline,0.0,0.05,3543.0,0.0,0.99,1.0,0.0,0.0,2739.0,1037.0,,
ramsey2_02-07-01-SAT,2,0.0,0.0,0.0,0.0,0.181,1.0,0.0,0.0,0.0,0.0,0.0,0.0
carSequencing_74,2,0.0,172.6,9189619.0,0.0,19.52,1.0,0.0,0.0,402613.0,2993512.0,4.084,1.0
blackhole_PN-9,baseline,0.0,15.86,291922.0,0.0,6.986,1.0,0.0,0.0,479530.0,22392.0,,
blackhole_PN-74,baseline,0.0,14.11,293946.0,0.0,6.862,1.0,0.0,0.0,396971.0,22601.0,,
blockedqueens_blockedqueens281449844405,2,0.0,0.03,9294.0,0.0,1.306,0.0,0.0,0.0,1291.0,2668.0,0.149,1.0
blockedqueens-strong_blockedqueens561860538387,baseline,0.0,12.98,7297.0,0.0,2.018,1.0,0.0,0.0,563185.0,2182.0,,
RamseyNumbers_04-05-03-SAT,baseline,0.0,0.0,0.0,0.0,0.205,1.0,0.0,0.0,0.0,0.0,,
blockedqueens-strong_blockedqueens281449795040,baseline,0.0,0.06,3515.0,0.0,1.036,0.0,0.0,0.0,3234.0,1073.0,,
blockedqueens-strong_blockedqueens281449843201,baseline,0.0,0.15,3516.0,0.0,0.932,0.0,0.0,0.0,8120.0,1024.0,,
blackhole_PN-5,baseline,0.0,0.0,103.0,0.0,1.833,0.0,0.0,0.0,0.0,0.0,,
pegSolitaireTable_pegSolitaire8,baseline,0.0,80.6,488382.0,0.0,3.529,1.0,0.0,0.0,1344310.0,136348.0,,
opd_flener_et_al_tab1_09_37_12,baseline,0.0,0.9600000000000001,41669.0,0.0,2.826,1.0,0.0,0.0,86908.0,7812.0,,
RamseyNumbers_04-04-03-SAT,2,0.0,0.0,0.0,0.0,0.253,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sokoban_New22,2,0.0,0.26,511198.0,0.0,3.306,1.0,0.0,0.0,580.0,131671.0,1.417,1.0
blockedqueens-strong_blockedqueens481721305339,2,0.0,4.14,6064.0,0.0,1.815,0.0,0.0,0.0,183434.0,1799.0,0.005,0.0
blockedqueens_blockedqueens281449793947,baseline,0.0,0.03,8970.0,0.0,0.871,0.0,0.0,0.0,1916.0,2588.0,,
blockedqueens-strong_blockedqueens281449838235,baseline,0.0,0.01,3451.0,0.0,0.911,0.0,0.0,0.0,362.0,1023.0,,
blackhole_PN-18,baseline,0.0,11.94,289321.0,0.0,5.844,1.0,0.0,0.0,431942.0,22271.0,,
blockedqueens_blockedqueens501642407126,2,0.0,2.27,27999.0,0.0,1.913,0.0,0.0,0.0,91996.0,8022.0,0.246,1.0
efpa_14,baseline,0.0,336.41,49376.0,0.0,2.99,0.0,0.0,0.0,9278484.0,7904.0,,
efpa_2,2,0.0,8.4,74977.0,0.0,5.482,0.0,0.0,0.0,160870.0,11937.0,1.509,1.0
sokoban_New80,baseline,0.0,0.0,3833.0,0.0,0.567,1.0,0.0,0.0,82.0,595.0,,
pegSolitaireAction_pegSolitaire18,2,0.0,16.15,126899.0,0.0,31.265,1.0,0.0,0.0,1933443.0,10600.0,9.334,1.0
blockedqueens-strong_blockedqueens481721280203,2,0.0,2.44,6437.0,0.0,1.658,0.0,0.0,0.0,108603.0,1973.0,0.016,0.0
PlottingModelA_5_5_3_seed15_7_7,2,0.0,211.3,30156701.0,0.0,56.805,1.0,0.0,0.0,223411.0,3110629.0,25.281,1.0
bibd_puget13,baseline,0.0,9.98,56145.0,0.0,2.941,1.0,0.0,0.0,574856.0,11257.0,,
bpmp_7326,baseline,,,,0.0,1200.001,,1.0,,,,,
pegSolitaireTable_pegSolitaire4_34,baseline,0.0,3.97,451483.0,0.0,3.756,1.0,0.0,0.0,90317.0,126029.0,,
blockedqueens-strong_blockedqueens281449838235,2,0.0,0.01,3451.0,0.0,1.073,0.0,0.0,0.0,377.0,1023.0,0.021,0.0
pegSolitaireTable_pegSolitaire27,2,0.0,102.3,484718.0,0.0,3.636,1.0,0.0,0.0,1854939.0,135312.0,0.038,0.0
killer_16-sol54,baseline,0.0,0.89,59388.0,0.0,2.65,1.0,0.0,0.0,45329.0,9945.0,,
futoshiki_futoshiki39,baseline,0.0,0.0,25.0,0.0,0.241,0.0,0.0,0.0,0.0,19.0,,
graphColouring_2-FullIns_3,baseline,0.0,0.04,12062.0,0.0,1.085,1.0,0.0,0.0,4064.0,2007.0,,
blackhole_PN-26,2,0.0,0.39,40155.0,0.0,5.358,1.0,0.0,0.0,19249.0,10689.0,0.245,1.0
blockedqueens-strong_blockedqueens561860531142,baseline,0.0,0.0,169.0,0.0,1.285,0.0,0.0,0.0,0.0,0.0,,
knapsack_items-56,2,0.0,409.49,596041.0,0.0,3.116,1.0,0.0,0.0,2580410.0,5248.0,0.009,0.0
opd_flener_et_al_tab5_10_15_06,2,0.0,0.5,31882.0,0.0,2.012,1.0,0.0,0.0,21776.0,6124.0,0.267,1.0
efpa_18,2,0.0,33.04,139266.0,0.0,4.77,0.0,0.0,0.0,1084323.0,12284.0,2.867,1.0
blockedqueens_blockedqueens281449788237,2,0.0,0.18,9452.0,0.0,1.149,0.0,0.0,0.0,7684.0,2665.0,0.125,1.0
pegSolitaireTable_pegSolitaire24,baseline,0.0,32.63,498475.0,0.0,3.712,1.0,0.0,0.0,636574.0,139186.0,,
quasiGroup4NonIdempotent_quasiGroupX_19,baseline,,,,0.0,1200.001,,1.0,,,,,
pegSolitaireTable_pegSolitaire3_41,2,0.0,304.23,462439.0,0.0,3.696,1.0,0.0,0.0,4554570.0,129090.0,0.045,0.0
opd_puget11,2,0.0,3.22,78531.0,0.0,4.482,1.0,0.0,0.0,157082.0,18484.0,0.517,1.0
blockedqueens-strong_blockedqueens281449796386,baseline,0.0,0.01,3257.0,0.0,1.101,0.0,0.0,0.0,443.0,987.0,,
quasiGroup4NonIdempotent_quasiGroupX_12,baseline,0.0,247.53,139888.0,0.0,5.711,1.0,0.0,0.0,2411152.0,38766.0,,
golomb_golomb9,2,0.0,5.6899999999999995,166347.0,0.0,2.009,1.0,0.0,0.0,172438.0,5286.0,0.196,1.0
golfers1_ord02-5-3-2,2,0.0,0.01,46934.0,0.0,1.033,1.0,0.0,0.0,10.0,5452.0,0.137,1.0
sokoban_sokobanMedium1,2,0.0,0.11,251916.0,0.0,2.049,1.0,0.0,0.0,25.0,63562.0,0.592,1.0
blockedqueens_blockedqueens281449844405,baseline,0.0,0.02,9294.0,0.0,1.107,0.0,0.0,0.0,932.0,2668.0,,
semigroup_semigroup11,baseline,0.0,0.57,1041678.0,0.0,7.571,1.0,0.0,0.0,29275.0,55407.0,,
sokoban_New39,2,0.0,0.01,11226.0,0.0,0.686,1.0,0.0,0.0,4.0,3038.0,0.118,1.0
blockedqueens_blockedqueens481721247363,2,0.0,0.91,26220.0,0.0,1.851,0.0,0.0,0.0,34573.0,7439.0,0.234,1.0
golomb_golomb11,baseline,0.0,847.73,563114.0,0.0,4.457,1.0,0.0,0.0,8403630.0,12869.0,,
