Problem,Policy,SolverTotalTime,TabulationTime,SavileRowClauseOut,SolverSolveTime,SavileRowTotalTime,TabulationActivated,SolverSatisfiable,SavileRowTimeOut,SolverNodes,SolverTimeOut,SolverSolutionsFound,SolverSetupTime
quasiGroup5Idempotent_quasiGroupX_24,2,3588.93,129.319,0.0,3587.43,136.188,,0.0,0.0,15333409.0,1.0,0.0,0.029415
sonet_sonet8-4,2,3590.79,0.045,0.0,3590.79,0.856,0.0,0.0,0.0,334735892.0,1.0,0.0,0.000815
peaceableArmyOfQueens_paq9,baseline,3590.88,,0.0,3590.85,3.744,,1.0,0.0,221808111.0,1.0,8.0,0.003454
golomb_golomb6,2,0.029393,0.558,0.0,0.001985,1.073,1.0,1.0,0.0,34.0,0.0,3.0,0.001774
blockedqueens_blockedqueens281449840063,baseline,0.06034,,0.0,0.050237,0.727,,0.0,0.0,1038.0,0.0,0.0,0.0
handball7_08,baseline,3590.59,,0.0,3589.98,7.678,,1.0,0.0,67439346.0,1.0,18.0,0.01463
blockedqueens_blockedqueens281449849431,2,1.79725,0.154,0.0,1.78062,0.869,1.0,1.0,0.0,27305.0,0.0,1.0,0.001054
blockedqueens_blockedqueens281449798782,baseline,1.41636,,0.0,1.40463,0.721,,0.0,0.0,28252.0,0.0,0.0,0.000587
knights_08a,baseline,479.932,,0.0,479.906,1.571,,1.0,0.0,60894164.0,0.0,1.0,0.001456
ramsey1_04-04-02-SAT,2,0.040057,0.0,0.0,0.04006,0.262,0.0,1.0,0.0,2.0,0.0,1.0,0.0
PlottingModelB_5_5_3_seed15_17_4,baseline,0.08582,,0.0,0.054253,3.683,,1.0,0.0,818.0,0.0,1.0,0.005435
quasiGroup7_quasiGroupX_12,2,3590.93,0.251,0.0,3590.84,2.005,1.0,0.0,0.0,15078247.0,1.0,0.0,0.003976
sokoban_New60,baseline,0.036847,,0.0,0.035074,0.436,,1.0,0.0,216.0,0.0,1.0,0.000476
graphColouring_3-Insertions_3,2,185.494,0.035,0.0,185.493,0.542,0.0,1.0,0.0,101717249.0,0.0,1.0,0.000115
sonet2_sonet4-4,2,3590.87,0.029,0.0,3590.87,0.676,0.0,1.0,0.0,931056246.0,1.0,1.0,0.000797
blackhole_PN-20,2,3590.42,0.213,0.0,3583.34,4.279,1.0,0.0,0.0,33971485.0,1.0,0.0,0.007826
blackhole_PN-41,2,16.8264,0.213,0.0,13.5871,4.812,1.0,1.0,0.0,190801.0,0.0,1.0,0.013561
golfers1_ord16-5-4-4,2,1.27396,9.773,0.0,0.090188,16.727,1.0,1.0,0.0,24.0,0.0,1.0,0.092401
golomb_golomb8,2,0.126637,0.925,0.0,0.077817,1.642,1.0,1.0,0.0,1329.0,0.0,7.0,0.000921
blockedqueens_blockedqueens281449802653,2,0.52756,0.165,0.0,0.510223,0.899,1.0,1.0,0.0,7116.0,0.0,1.0,0.001097
PlottingModelB_7_7_6_seed15_39_4,baseline,2.07119,,0.0,1.97578,7.991,,1.0,0.0,42028.0,0.0,1.0,0.007311
sokoban_New69,2,0.22539,0.356,0.0,0.038552,1.144,1.0,1.0,0.0,13.0,0.0,1.0,0.012947
blockedqueens-strong_blockedqueens481721328985,2,776.324,0.022,0.0,776.255,1.388,0.0,1.0,0.0,5189353.0,0.0,1.0,0.002759
killer_16-sol74,baseline,631.872,,0.0,631.807,1.269,,1.0,0.0,7748272.0,0.0,1.0,0.001144
Bombastic_Bombastic57,2,0.042459,0.0,0.0,0.042462,1.609,0.0,1.0,0.0,1.0,0.0,1.0,0.0
semigroup_semigroup10,baseline,0.098701,,0.0,0.050013,3.275,,1.0,0.0,101.0,0.0,1.0,0.006919
golfers3_ord06-13-7-2,baseline,0.220347,,0.0,0.084587,8.358,,1.0,0.0,921.0,0.0,1.0,0.018255
semigroup_semigroup13,2,0.349576,1.948,0.0,0.109566,9.502,1.0,1.0,0.0,170.0,0.0,1.0,0.023993
golfers1_ord22-6-5-5,baseline,0.299941,,0.0,0.118606,18.248,,1.0,0.0,427.0,0.0,1.0,0.022818
quasiGroup6_quasiGroupX_25,2,3590.68,0.879,0.0,3589.27,9.727,1.0,0.0,0.0,4749307.0,1.0,0.0,0.015198
sonet_sonet6-4,2,3590.14,0.02,0.0,3590.14,0.77,0.0,0.0,0.0,555324060.0,1.0,0.0,0.0
opd_flener_et_al_tab7_14_35_10,baseline,0.304882,,0.0,0.287702,2.678,,1.0,0.0,108533.0,0.0,8.0,0.003019
blockedqueens_blockedqueens281449803244,2,2.84171,0.137,0.0,2.82698,0.851,1.0,1.0,0.0,46427.0,0.0,1.0,0.001071
quasiGroup4Idempotent_quasiGroupX_19,2,,,0.0,,1200.002,1.0,,1.0,,,,
blackhole_PN-13,baseline,3590.96,,0.0,3590.51,4.485,,0.0,0.0,294012486.0,1.0,0.0,0.006783
nlinkedseq_nlinkedseq-70-45,baseline,3591.13,,0.0,3591.12,0.415,,0.0,0.0,250207950.0,1.0,0.0,0.00051
PlottingModelB_5_5_3_seed15_10_5,2,,,0.0,,1200.003,1.0,,1.0,,,,
knights2_12b,2,1.82645,1.854,0.0,0.252203,10.101,1.0,1.0,0.0,171.0,0.0,1.0,0.054503
futoshiki_futoshiki19,2,0.000837,0.0,0.0,3.7e-05,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.000104
knights_08b,2,0.635541,0.333,0.0,0.619524,1.509,1.0,1.0,0.0,26146.0,0.0,1.0,0.001035
quasiGroup6_quasiGroupX_13,2,653.76,0.429,0.0,653.532,2.471,1.0,1.0,0.0,2045886.0,0.0,1.0,0.01863
efpa_4,baseline,87.5488,,0.0,87.5255,2.434,,0.0,0.0,6501253.0,0.0,0.0,0.002626
blockedqueens_blockedqueens281449792036,baseline,1.20411,,0.0,1.19324,0.764,,0.0,0.0,24905.0,0.0,0.0,0.000658
carSequencing_17,baseline,3591.05,,0.0,3590.95,2.803,,0.0,0.0,125579068.0,1.0,0.0,0.003929
bibd_puget4,baseline,0.038511,,0.0,0.034732,1.172,,1.0,0.0,145.0,0.0,1.0,0.001281
handball7_03,2,190.499,0.921,0.0,189.72,9.346,1.0,1.0,0.0,7757268.0,0.0,22.0,0.011094
blockedqueens_blockedqueens481721272449,baseline,2360.89,,0.0,2360.85,1.021,,1.0,0.0,22193755.0,0.0,1.0,0.000988
quasiGroup5Idempotent_quasiGroupX_17,baseline,3590.71,,0.0,3590.35,3.871,,0.0,0.0,17283362.0,1.0,0.0,0.00747
sportsScheduling_12-10-5,2,34.771,0.218,0.0,34.698,1.384,1.0,1.0,0.0,311500.0,0.0,1.0,0.005593
carSequencing_33,2,3590.07,5.904,0.0,3589.78,8.621,1.0,0.0,0.0,104488423.0,1.0,0.0,0.007294
magicSequence_magicSequence425,2,0.224116,1.658,0.0,0.037959,1101.864,1.0,1.0,0.0,1.0,0.0,1.0,0.009753
sonet_sonet7-5,baseline,3591.24,,0.0,3591.24,0.634,,0.0,0.0,417840275.0,1.0,0.0,0.000559
sonet_sonet5-5,2,3590.71,0.03,0.0,3590.71,0.782,0.0,1.0,0.0,816776515.0,1.0,4.0,0.000599
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens215,2,50.8841,0.101,0.0,50.8816,2.819,1.0,1.0,0.0,7213743.0,0.0,15.0,0.000299
blockedqueens_blockedqueens281449800373,baseline,2.04548,,0.0,2.03752,0.635,,0.0,0.0,50017.0,0.0,0.0,0.0
knights2_35b,baseline,3586.87,,0.0,2805.2,882.17,,0.0,0.0,14575.0,1.0,0.0,5.38745
PlottingModelB_5_5_3_seed15_16_5,baseline,0.1177,,0.0,0.069315,5.343,,1.0,0.0,757.0,0.0,1.0,0.006298
golfers1_ord01-3-2-2,baseline,0.049845,,0.0,0.049246,0.645,,1.0,0.0,1.0,0.0,1.0,8.1e-05
quasiGroup5Idempotent_quasiGroupX_23,baseline,3590.55,,0.0,3589.42,6.66,,0.0,0.0,25742332.0,1.0,0.0,0.013097
blockedqueens_blockedqueens561860549734,baseline,3590.2,,0.0,3590.14,1.455,,0.0,0.0,26106102.0,1.0,0.0,0.000234
blockedqueens-strong_blockedqueens281449789909,2,0.439698,0.003,0.0,0.420766,0.876,0.0,0.0,0.0,6044.0,0.0,0.0,0.000712
blackhole_PN-13,2,3590.75,0.192,0.0,3584.82,5.085,1.0,0.0,0.0,45397504.0,1.0,0.0,0.006638
carSequencing_30,2,3591.04,5.635,0.0,3590.79,8.048,1.0,0.0,0.0,126324077.0,1.0,0.0,0.00604
killer_16-sol69,baseline,86.605,,0.0,86.4933,1.424,,1.0,0.0,1054373.0,0.0,1.0,0.001845
AccordionTable_cards_12_01,2,38.0932,0.205,0.0,38.0652,1.131,1.0,0.0,0.0,531236.0,0.0,0.0,0.000263
sokoban_New70,baseline,0.041329,,0.0,0.039934,0.571,,1.0,0.0,26.0,0.0,1.0,0.00045
handball7_10,2,2429.03,0.904,0.0,2427.37,8.496,1.0,1.0,0.0,60827682.0,0.0,18.0,0.012131
blockedqueens_blockedqueens501642418924,baseline,3591.44,,0.0,3591.39,1.064,,0.0,0.0,35513923.0,1.0,0.0,0.001053
blockedqueens-strong_blockedqueens281449844282,baseline,0.507655,,0.0,0.488143,0.727,,0.0,0.0,6270.0,0.0,0.0,0.001361
pegSolitaireTable_pegSolitaire3_0,baseline,39.9442,,0.0,39.832,2.207,,1.0,0.0,199929.0,0.0,1.0,0.013239
stilllife_mdsl_10,2,3590.73,0.102,0.0,3590.71,1.157,1.0,1.0,0.0,95250974.0,1.0,37.0,0.002022
golfers3_ord02-5-3-2,2,0.085168,0.271,0.0,0.040097,1.29,1.0,1.0,0.0,3.0,0.0,1.0,0.006191
opd_puget3,baseline,62.4188,,0.0,62.4122,1.353,,1.0,0.0,33214896.0,0.0,16.0,0.001838
knapsack_knapsack_6,baseline,3.35254,,0.0,3.35084,0.381,,1.0,0.0,563793.0,0.0,78.0,0.000157
blockedqueens-strong_blockedqueens281449796859,baseline,0.576979,,0.0,0.557684,0.754,,1.0,0.0,8732.0,0.0,1.0,0.00064
sonet2_sonet3-5,2,8.35765,0.024,0.0,8.35653,0.682,0.0,1.0,0.0,2741406.0,0.0,1.0,0.000189
pegSolitaireState_pegSolitaire10,2,115.49,1.34,0.0,115.297,8.65,1.0,1.0,0.0,475223.0,0.0,1.0,0.018801
blockedqueens_blockedqueens501642456472,2,710.838,0.194,0.0,710.79,1.311,1.0,0.0,0.0,5439581.0,0.0,0.0,0.002343
quasiGroup7_quasiGroupX_18,2,3591.38,0.527,0.0,3591.03,4.145,1.0,0.0,0.0,30268620.0,1.0,0.0,0.014741
handball7_01,2,4.66289,0.929,0.0,2.98105,9.826,1.0,1.0,0.0,50825.0,0.0,13.0,0.012477
blockedqueens-strong_blockedqueens501642419576,baseline,1034.38,,0.0,1034.31,1.289,,0.0,0.0,7194485.0,0.0,0.0,0.002056
opd_small_bibd_10_30_09,2,0.169522,0.423,0.0,0.15213,2.163,1.0,1.0,0.0,19080.0,0.0,8.0,0.002594
blockedqueens-strong_blockedqueens481721286010,2,894.485,0.019,0.0,894.42,1.378,0.0,0.0,0.0,6419577.0,0.0,0.0,0.00353
pegSolitaireTable_pegSolitaire46,2,0.030868,0.0,0.0,0.000191,1.207,,0.0,0.0,0.0,0.0,0.0,0.000684
blockedqueens-strong_blockedqueens281449798304,baseline,2.39744,,0.0,2.3791,0.78,,0.0,0.0,36728.0,0.0,0.0,0.000488
sudoku_sudoku25,baseline,0.037107,,0.0,0.037109,0.528,,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens561860463259,2,1108.57,0.023,0.0,1108.48,1.468,0.0,1.0,0.0,6374084.0,0.0,1.0,0.002489
blockedqueens-strong_blockedqueens501642419576,2,1125.67,0.005,0.0,1125.6,1.338,0.0,0.0,0.0,7194485.0,0.0,0.0,0.003865
futoshiki_futoshiki39,baseline,0.000818,,0.0,2.8e-05,0.203,,0.0,0.0,0.0,0.0,0.0,9.6e-05
PlottingModelA_5_5_3_seed15_13_7,baseline,0.225719,,0.0,0.043701,18.812,,1.0,0.0,20.0,0.0,1.0,0.031662
quasiGroup4Idempotent_quasiGroupX_16,baseline,3590.48,,0.0,3589.87,5.765,,0.0,0.0,12948921.0,1.0,0.0,0.011954
peaceableArmyOfQueens_paq4,baseline,0.016376,,0.0,0.014929,0.647,,1.0,0.0,2773.0,0.0,2.0,0.000665
carSequencing_48,baseline,3590.87,,0.0,3590.76,2.442,,0.0,0.0,155949933.0,1.0,0.0,0.006148
pegSolitaireAction_pegSolitaire4_4,2,594.456,8.732,0.0,593.466,25.289,1.0,1.0,0.0,1403847.0,0.0,1.0,0.085906
blockedqueens_blockedqueens481721272449,2,801.014,0.203,0.0,800.961,1.438,1.0,1.0,0.0,5584426.0,0.0,1.0,0.003813
opd_flener_et_al_tab2_09_18_08,baseline,0.011172,,0.0,0.006577,1.318,,1.0,0.0,3261.0,0.0,6.0,0.001337
opd_flener_et_al_tab7_5_35_10,baseline,0.009912,,0.0,0.006767,1.024,,1.0,0.0,5639.0,0.0,9.0,0.000894
opd_flener_et_al_tab4_10_30_09,baseline,0.045424,,0.0,0.038976,1.667,,1.0,0.0,19080.0,0.0,8.0,0.002508
sokoban_New78,2,0.573167,0.666,0.0,0.032666,1.554,1.0,1.0,0.0,6.0,0.0,1.0,0.041079
blackhole_PN-84,baseline,0.808995,,0.0,0.170727,5.516,,1.0,0.0,10541.0,0.0,1.0,0.009263
sonet2_sonet1-5,2,0.028927,0.026,0.0,0.027834,0.605,0.0,1.0,0.0,10831.0,0.0,1.0,0.000248
blackhole_BMS-100,baseline,3590.7,,0.0,3590.14,4.396,,0.0,0.0,295985079.0,1.0,0.0,0.00695
efpa_14,baseline,3591.18,,0.0,3591.16,1.792,,0.0,0.0,436269174.0,1.0,0.0,0.003416
blackhole_PN-81,baseline,149.286,,0.0,148.814,3.508,,1.0,0.0,11165534.0,0.0,1.0,0.009012
blackhole_PN-26,2,13.6936,0.224,0.0,6.29538,4.594,1.0,1.0,0.0,75874.0,0.0,1.0,0.012746
pegSolitaireAction_pegSolitaire30,2,2147.4,8.704,0.0,2146.56,26.234,1.0,1.0,0.0,5242304.0,0.0,1.0,0.075235
graphColouring_miles250,baseline,0.018239,,0.0,0.003736,1.251,,1.0,0.0,234.0,0.0,2.0,0.0
bibd-implied_puget17,2,0.087215,0.457,0.0,0.045863,2.603,1.0,1.0,0.0,196.0,0.0,1.0,0.00443
blockedqueens-strong_blockedqueens281449803572,2,0.057629,0.003,0.0,0.03749,0.844,0.0,0.0,0.0,544.0,0.0,0.0,0.000298
blackhole_PN-2,baseline,2037.86,,0.0,2037.33,4.398,,1.0,0.0,129905151.0,0.0,1.0,0.009705
quasiGroup3Idempotent_quasiGroupX_13,2,2.9595,10.714,0.0,2.35294,13.534,1.0,1.0,0.0,6631.0,0.0,1.0,0.018945
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens244,2,10.007,0.117,0.0,10.0003,2.324,1.0,1.0,0.0,802886.0,0.0,11.0,0.001583
molnars_molnars-3-6,2,200.456,0.429,0.0,200.432,1.079,1.0,0.0,0.0,9597267.0,0.0,0.0,0.002438
AccordionTable_cards_16_01,baseline,3590.52,,0.0,3590.48,1.615,,0.0,0.0,113088689.0,1.0,0.0,0.002745
quasiGroup6_quasiGroupX_16,2,3590.66,0.644,0.0,3590.24,4.121,1.0,0.0,0.0,10267489.0,1.0,0.0,0.028176
pegSolitaireTable_pegSolitaire4_31,baseline,0.162766,,0.0,0.067755,1.603,,1.0,0.0,189.0,0.0,1.0,0.011673
opd_medium_12_200_75,baseline,3589.53,,0.0,3589.38,7.903,,1.0,0.0,390840590.0,1.0,11.0,0.022328
pegSolitaireTable_pegSolitaire3_1,2,2.26445,0.057,0.0,2.14399,2.012,0.0,1.0,0.0,10645.0,0.0,1.0,0.015543
knights2_11b,2,0.036758,1.32,0.0,5.9e-05,5.22,1.0,0.0,0.0,0.0,0.0,0.0,0.020378
quasiGroup7_quasiGroupX_16,baseline,3590.37,,0.0,3590.21,2.786,,0.0,0.0,19681318.0,1.0,0.0,0.00268
sokoban_Medium6,2,5.50778,4.329,0.0,0.45871,6.56,1.0,0.0,0.0,4979.0,0.0,0.0,0.430593
ramsey1_03-08-02-SAT,2,0.042616,0.0,0.0,0.041856,0.533,0.0,1.0,0.0,2.0,0.0,1.0,2.9e-05
blockedqueens-strong_blockedqueens281449800948,baseline,0.106286,,0.0,0.088146,0.697,,1.0,0.0,812.0,0.0,1.0,0.001404
pegSolitaireAction_pegSolitaire11,baseline,2.30301,,0.0,1.73507,18.624,,1.0,0.0,2959.0,0.0,1.0,0.075721
ramsey1_02-02-01-SAT,2,0.036886,0.0,0.0,0.036888,0.17,0.0,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens_blockedqueens281449839995,baseline,0.14711,,0.0,0.135338,0.73,,1.0,0.0,1666.0,0.0,1.0,0.0
killer_16-sol38,2,80.9297,3.252,0.0,80.5342,4.71,1.0,1.0,0.0,625747.0,0.0,1.0,0.020676
pegSolitaireTable_pegSolitaire4_42,2,0.163365,0.046,0.0,0.057236,2.103,0.0,1.0,0.0,94.0,0.0,1.0,0.012617
opd_flener_et_al_10_350_100,2,3590.24,5.703,0.0,3589.78,15.099,1.0,1.0,0.0,141415788.0,1.0,15.0,0.040062
golfers1_ThomasKirkman,baseline,84.0006,,0.0,83.9309,8.28,,1.0,0.0,1044097.0,0.0,1.0,0.013333
golfers3_ord02-5-3-2,baseline,0.030035,,0.0,0.029166,0.712,,1.0,0.0,3.0,0.0,1.0,0.000557
pegSolitaireState_pegSolitaire4_4,baseline,201.511,,0.0,201.337,5.946,,1.0,0.0,396909.0,0.0,1.0,0.020256
blockedqueens-strong_blockedqueens481721262093,baseline,1054.97,,0.0,1054.9,1.475,,0.0,0.0,6734095.0,0.0,0.0,0.002589
sonet_sonet2-5,2,3590.14,0.03,0.0,3590.14,0.651,0.0,1.0,0.0,1310787456.0,1.0,3.0,0.000469
pegSolitaireTable_pegSolitaire2_38,baseline,0.169388,,0.0,0.047423,2.152,,1.0,0.0,63.0,0.0,1.0,0.015637
quasiGroup4NonIdempotent_quasiGroupX_24,baseline,3590.87,,0.0,3587.97,22.993,,0.0,0.0,9111042.0,1.0,0.0,0.064365
ramsey1_03-04-02-SAT,baseline,0.039736,,0.0,0.039703,0.317,,1.0,0.0,2.0,0.0,1.0,2.6e-05
blockedqueens-strong_blockedqueens481721249472,2,2623.98,0.005,0.0,2623.92,1.406,0.0,1.0,0.0,19116884.0,0.0,1.0,0.002627
carSequencing_73,2,3590.88,4.985,0.0,3590.63,7.373,1.0,0.0,0.0,48720440.0,1.0,0.0,0.009898
blackhole_PN-69,2,11.6404,0.229,0.0,0.08427,4.937,1.0,1.0,0.0,297.0,0.0,1.0,0.01181
blockedqueens_blockedqueens281449837667,2,0.971919,0.139,0.0,0.95551,0.845,1.0,0.0,0.0,15537.0,0.0,0.0,0.001069
quasiGroup4Idempotent_quasiGroupX_15,2,3589.93,16.517,0.0,3587.14,21.789,1.0,0.0,0.0,2919213.0,1.0,0.0,0.033797
blackhole_PN-50,2,27.6547,0.236,0.0,20.3909,5.45,1.0,1.0,0.0,258707.0,0.0,1.0,0.008918
solitaireBattleship_solitaire_battleship_meuffels_hertog2easy,2,0.040639,0.0,0.0,0.03901,5.213,0.0,1.0,0.0,1.0,0.0,1.0,8.8e-05
opd_medium_10_100_30,2,3591.21,0.891,0.0,3591.14,4.038,1.0,1.0,0.0,348232192.0,1.0,12.0,0.00574
nlinkedopt_opt14,2,0.211837,0.391,0.0,0.082221,0.828,1.0,1.0,0.0,4538.0,0.0,12.0,0.008298
ramsey1_03-09-01-SAT,baseline,0.040313,,0.0,0.03983,0.163,,1.0,0.0,1.0,0.0,1.0,6.6e-05
pegSolitaireAction_pegSolitaire35,2,0.004904,0.001,0.0,0.000215,5.281,,0.0,0.0,0.0,0.0,0.0,0.000347
Bombastic_Bombastic4,2,0.100914,0.196,0.0,0.038012,1.63,1.0,1.0,0.0,8.0,0.0,1.0,0.006682
blockedqueens-strong_blockedqueens501642418648,baseline,1189.01,,0.0,1188.95,1.41,,1.0,0.0,8422772.0,0.0,1.0,0.001892
blockedqueens-strong_blockedqueens281449849121,baseline,0.858674,,0.0,0.83815,0.898,,0.0,0.0,12638.0,0.0,0.0,0.001693
blockedqueens-strong_blockedqueens501642402587,2,518.044,0.021,0.0,517.975,1.479,0.0,0.0,0.0,3965909.0,0.0,0.0,0.003752
carSequencing_19,baseline,3590.53,,0.0,3590.44,2.399,,0.0,0.0,178334002.0,1.0,0.0,0.004873
blackhole_BMS-177,baseline,107.226,,0.0,106.602,4.439,,1.0,0.0,8200978.0,0.0,1.0,0.006928
pegSolitaireTable_pegSolitaire8,2,0.18761,0.058,0.0,0.055964,2.196,0.0,1.0,0.0,77.0,0.0,1.0,0.016778
blockedqueens-strong_blockedqueens561860436781,2,1367.35,0.005,0.0,1367.25,2.046,0.0,0.0,0.0,8179442.0,0.0,0.0,0.003393
sokoban_New80,baseline,0.0707,,0.0,0.067847,1.321,,1.0,0.0,28.0,0.0,1.0,0.0
blockedqueens_blockedqueens501642453995,2,2459.75,0.23,0.0,2459.69,1.47,1.0,1.0,0.0,18499349.0,0.0,1.0,0.00294
sokoban_New98,baseline,0.037501,,0.0,0.036867,0.401,,1.0,0.0,328.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens501642447595,2,142.289,0.029,0.0,142.211,1.403,0.0,1.0,0.0,942564.0,0.0,1.0,0.002992
blockedqueens-strong_blockedqueens481721285722,2,489.704,0.013,0.0,489.638,1.328,0.0,1.0,0.0,3827767.0,0.0,1.0,0.000565
blockedqueens_blockedqueens281449788237,2,3.17562,0.134,0.0,3.16099,0.797,1.0,0.0,0.0,58294.0,0.0,0.0,2.4e-05
blockedqueens-strong_blockedqueens501642414057,baseline,1899.73,,0.0,1899.66,1.454,,1.0,0.0,12659997.0,0.0,1.0,0.002064
blockedqueens_blockedqueens281449803572,2,0.061605,0.163,0.0,0.037413,0.988,1.0,0.0,0.0,544.0,0.0,0.0,0.000657
blockedqueens_blockedqueens281449800373,2,1.17515,0.146,0.0,1.15851,0.836,1.0,0.0,0.0,18725.0,0.0,0.0,0.001079
sportsScheduling_12-10-3,2,3590.8,0.209,0.0,3590.73,1.263,1.0,0.0,0.0,25801840.0,1.0,0.0,0.001336
blockedqueens_blockedqueens501642416461,2,3022.69,0.243,0.0,3022.64,1.364,1.0,1.0,0.0,20869731.0,0.0,1.0,0.003925
blackhole_PN-25,baseline,6.86598,,0.0,6.45508,3.277,,0.0,0.0,140689.0,0.0,0.0,0.009006
blockedqueens_blockedqueens481721284823,baseline,3590.99,,0.0,3590.95,1.171,,0.0,0.0,35700079.0,1.0,0.0,0.001093
ramsey2_04-04-03-SAT,baseline,0.034099,,0.0,0.034101,0.321,,1.0,0.0,1.0,0.0,1.0,0.0
knights_25a,baseline,3590.77,,0.0,3577.11,51.064,,0.0,0.0,54632151.0,1.0,0.0,0.015303
pegSolitaireTable_pegSolitaire4_8,2,107.801,0.054,0.0,107.683,2.177,0.0,1.0,0.0,513853.0,0.0,1.0,0.014448
blockedqueens_blockedqueens281449839243,baseline,0.738348,,0.0,0.726288,0.859,,1.0,0.0,13690.0,0.0,1.0,0.000424
magicSequence_magicSequence410,2,0.178194,1.671,0.0,0.042634,952.926,1.0,1.0,0.0,1.0,0.0,1.0,0.008017
sokoban_New87,baseline,0.035611,,0.0,0.034136,0.742,,1.0,0.0,10.0,0.0,1.0,0.000396
quasiGroup7_quasiGroupX_17,baseline,3592.13,,0.0,3591.98,2.615,,0.0,0.0,37211273.0,1.0,0.0,0.003575
blockedqueens-strong_blockedqueens501642401471,2,1450.2,0.011,0.0,1450.13,1.417,0.0,0.0,0.0,9008194.0,0.0,0.0,0.00299
sonet_sonet2,baseline,3591.17,,0.0,3591.17,0.492,,1.0,0.0,1311156349.0,1.0,2.0,0.000188
sokoban_New28,baseline,0.072534,,0.0,0.07084,2.144,,1.0,0.0,194.0,0.0,1.0,5.3e-05
quasiGroup4Idempotent_quasiGroupX_12,2,1361.04,6.548,0.0,1360.52,9.239,1.0,1.0,0.0,3837457.0,0.0,1.0,0.0106
opd_puget12,baseline,3591.03,,0.0,3591.01,3.001,,1.0,0.0,1116206507.0,1.0,12.0,0.003594
killer_16-sol58,2,0.211567,3.197,0.0,0.03912,4.816,1.0,1.0,0.0,2.0,0.0,1.0,0.016429
golfers1_ord11-7-6-3,baseline,29.0006,,0.0,28.9332,7.999,,1.0,0.0,544253.0,0.0,1.0,0.015597
sokoban_New53,baseline,0.040938,,0.0,0.040502,0.566,,1.0,0.0,757.0,0.0,1.0,0.0
graphColouring_queen7_7,baseline,0.038269,,0.0,0.009042,0.759,,1.0,0.0,164.0,0.0,4.0,0.000277
carSequencing_74,2,3588.23,4.315,0.0,3587.96,6.687,1.0,0.0,0.0,81586021.0,1.0,0.0,0.011557
blackhole_PN-54,baseline,3590.9,,0.0,3590.47,4.783,,0.0,0.0,236110833.0,1.0,0.0,0.009036
JPEncoding_data400,2,3590.86,1.178,0.0,3589.56,12.165,1.0,1.0,0.0,28763614.0,1.0,218.0,0.049698
blockedqueens-strong_blockedqueens281449801274,2,0.946714,0.007,0.0,0.924959,0.841,0.0,1.0,0.0,12816.0,0.0,1.0,0.00159
futoshiki_futoshiki31,2,0.0,0.0,0.0,0.0,0.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blockedqueens-strong_blockedqueens481721310593,2,2549.55,0.022,0.0,2549.48,1.28,0.0,1.0,0.0,19524134.0,0.0,1.0,0.003479
molnars_molnars-4-5,baseline,3590.25,,0.0,3590.24,1.353,,0.0,0.0,86719753.0,1.0,0.0,0.005117
sudoku_sudoku12,2,0.035762,0.001,0.0,0.035093,0.465,0.0,1.0,0.0,1.0,0.0,1.0,6.6e-05
quasiGroup3NonIdempotent_quasiGroupX_10,2,3590.31,1.923,0.0,3590.13,3.993,1.0,0.0,0.0,14683341.0,1.0,0.0,0.007539
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens215,baseline,28.1784,,0.0,28.1755,2.194,,1.0,0.0,7294048.0,0.0,15.0,0.0
ramsey1_03-05-02-SAT,baseline,0.040124,,0.0,0.039526,0.248,,1.0,0.0,2.0,0.0,1.0,8e-05
nlinkedopt_opt18,2,1.99286,0.631,0.0,1.63756,1.219,1.0,1.0,0.0,70060.0,0.0,16.0,0.023499
stilllife_mdsl_14,baseline,3590.97,,0.0,3590.96,1.616,,1.0,0.0,431033209.0,1.0,36.0,0.001496
carSequencing_78,2,3590.86,5.178,0.0,3590.6,7.83,1.0,0.0,0.0,223454288.0,1.0,0.0,0.008873
blockedqueens_blockedqueens281449790708,baseline,0.647836,,0.0,0.637498,0.754,,0.0,0.0,11205.0,0.0,0.0,0.000596
pegSolitaireState_pegSolitaire49,baseline,0.005916,,0.0,0.000199,1.75,,0.0,0.0,0.0,0.0,0.0,0.000429
pegSolitaireState_pegSolitaire13,2,92.5621,0.815,0.0,92.4266,5.896,1.0,1.0,0.0,475224.0,0.0,1.0,0.01375
blackhole_PN-56,baseline,3591.15,,0.0,3590.47,4.618,,0.0,0.0,240662176.0,1.0,0.0,0.006862
blockedqueens_blockedqueens281449802306,2,0.914074,0.143,0.0,0.897591,0.999,1.0,1.0,0.0,13670.0,0.0,1.0,0.001188
Bombastic_Bombastic30,2,0.037313,0.0,0.0,0.037336,1.412,0.0,1.0,0.0,1.0,0.0,1.0,0.0
knapsack_items-76,2,237.857,0.007,0.0,237.855,0.408,0.0,1.0,0.0,40274380.0,0.0,110.0,0.00046
