Problem,Policy,SolverTotalTime,TabulationTime,SavileRowClauseOut,SolverSolveTime,SavileRowTotalTime,TabulationActivated,SolverSatisfiable,SavileRowTimeOut,SolverNodes,SolverTimeOut,SolverSolutionsFound,SolverSetupTime
blackhole_PN-100,2,3591.14,0.235,0.0,3586.04,4.581,1.0,0.0,0.0,74710619.0,1.0,0.0,0.010837
golfers2_ord04-9-5-2,2,0.047596,0.061,0.0,0.037738,2.551,0.0,1.0,0.0,53.0,0.0,1.0,0.003586
pegSolitaireAction_pegSolitaire3_3,2,62.8213,10.252,0.0,61.8596,28.5,1.0,1.0,0.0,133564.0,0.0,1.0,0.072575
quasiGroup6_quasiGroupX_21,baseline,3590.37,,0.0,3589.82,5.427,,0.0,0.0,10713481.0,1.0,0.0,0.003197
killer_16-sol61,2,57.6045,3.266,0.0,57.2844,4.536,1.0,1.0,0.0,400641.0,0.0,1.0,0.019595
pegSolitaireTable_pegSolitaire2_27,2,6.31108,0.057,0.0,6.17929,2.149,0.0,1.0,0.0,25161.0,0.0,1.0,0.014549
sudoku_sudoku45,2,0.040816,0.001,0.0,0.040818,0.51,0.0,1.0,0.0,2.0,0.0,1.0,0.0
opd_flener_et_al_tab7_8_35_10,2,117.872,0.235,0.0,117.86,1.773,1.0,1.0,0.0,18541891.0,0.0,9.0,0.001775
blockedqueens_blockedqueens281449788307,2,0.104804,0.14,0.0,0.08704,0.876,1.0,1.0,0.0,707.0,0.0,1.0,0.001062
graphColouring_miles250,2,0.016791,0.024,0.0,0.003675,0.841,0.0,1.0,0.0,234.0,0.0,2.0,0.000816
sudoku_sudoku5,2,0.039146,0.002,0.0,0.039148,0.487,0.0,1.0,0.0,1.0,0.0,1.0,0.0
quasiGroup4NonIdempotent_quasiGroupX_19,2,,,0.0,,1200.002,1.0,,1.0,,,,
quasiGroup4Idempotent_quasiGroupX_24,2,,,0.0,,1200.002,1.0,,1.0,,,,
blackhole_PN-30,2,5.07402,0.225,0.0,0.551818,5.882,1.0,1.0,0.0,7969.0,0.0,1.0,0.0145
blockedqueens_blockedqueens281449850700,2,0.086966,0.129,0.0,0.074068,0.877,1.0,0.0,0.0,1012.0,0.0,0.0,4.9e-05
blockedqueens_blockedqueens501642456636,2,2585.69,0.214,0.0,2585.6,1.281,1.0,1.0,0.0,17541253.0,0.0,1.0,0.002899
bpmp_412,2,141.806,1.795,0.0,141.768,3.153,1.0,1.0,0.0,655905.0,0.0,1.0,0.003423
opd_flener_et_al_tab7_6_35_10,baseline,0.012931,,0.0,0.012138,0.864,,1.0,0.0,11054.0,0.0,9.0,0.0
sonet_sonet4-4,2,3590.85,0.027,0.0,3590.85,0.706,0.0,1.0,0.0,812610487.0,1.0,1.0,0.000192
blockedqueens-strong_blockedqueens481721248405,baseline,1401.37,,0.0,1401.31,1.226,,1.0,0.0,11439435.0,0.0,1.0,0.00134
blackhole_PN-75,baseline,3590.78,,0.0,3590.37,4.956,,0.0,0.0,234748538.0,1.0,0.0,0.007643
blockedqueens_blockedqueens481721329185,baseline,826.404,,0.0,826.37,0.969,,0.0,0.0,9244733.0,0.0,0.0,0.0
opd_flener_et_al_tab5_16_08_03,2,0.026509,0.205,0.0,0.010379,1.61,1.0,1.0,0.0,450.0,0.0,2.0,0.003254
opd_small_bibd_13_26_06,baseline,0.210015,,0.0,0.199493,1.837,,1.0,0.0,58480.0,0.0,6.0,0.002107
blockedqueens-strong_blockedqueens561860521176,baseline,1807.35,,0.0,1807.27,1.421,,1.0,0.0,11224470.0,0.0,1.0,0.002391
futoshiki_futoshiki17,baseline,0.000813,,0.0,2.6e-05,0.213,,0.0,0.0,0.0,0.0,0.0,9.4e-05
blockedqueens-strong_blockedqueens281449838235,2,0.128986,0.022,0.0,0.108791,1.053,0.0,0.0,0.0,1417.0,0.0,0.0,0.000803
pegSolitaireState_pegSolitaire24,2,667.125,1.276,0.0,666.952,6.949,1.0,1.0,0.0,2661643.0,0.0,1.0,0.018661
pegSolitaireTable_pegSolitaire3_26,2,522.193,0.038,0.0,522.065,2.14,0.0,1.0,0.0,2814756.0,0.0,1.0,0.017417
blockedqueens-strong_blockedqueens561860642875,2,259.87,0.019,0.0,259.77,1.603,0.0,1.0,0.0,1620148.0,0.0,1.0,0.004818
handball7_02,2,3584.83,0.996,0.0,3582.72,10.484,1.0,1.0,0.0,110597752.0,1.0,23.0,0.011554
carSequencing_23,baseline,3591.35,,0.0,3591.24,2.421,,0.0,0.0,149604491.0,1.0,0.0,0.004475
quasiGroup3Idempotent_quasiGroupX_10,baseline,3590.61,,0.0,3590.58,1.417,,0.0,0.0,51650830.0,1.0,0.0,0.001146
pegSolitaireState_pegSolitaire4,baseline,3591.4,,0.0,3591.2,7.405,,0.0,0.0,6188525.0,1.0,0.0,0.025286
blockedqueens_blockedqueens281449797819,baseline,1.61024,,0.0,1.5998,0.734,,0.0,0.0,26585.0,0.0,0.0,0.000625
golfers2_ord05-11-6-2,2,0.054403,0.131,0.0,0.0369,3.578,0.0,1.0,0.0,122.0,0.0,1.0,0.005154
sokoban_New56,baseline,0.065611,,0.0,0.064759,0.709,,1.0,0.0,6.0,0.0,1.0,0.00018
PlottingModelB_5_5_3_seed15_7_7,baseline,2685.11,,0.0,2685.05,6.167,,1.0,0.0,97336040.0,0.0,1.0,0.009447
handball7_12,baseline,3590.81,,0.0,3590.24,8.43,,1.0,0.0,52315700.0,1.0,8.0,0.017121
bpmp_1266,baseline,218.069,,0.0,218.049,1.697,,1.0,0.0,23112083.0,0.0,1.0,0.003887
knights_25b,2,3590.44,20.174,0.0,3546.84,71.756,,0.0,0.0,20030518.0,1.0,0.0,0.200578
bibd-implied_puget8,2,3.70819,1.021,0.0,3.64344,4.911,1.0,1.0,0.0,365127.0,0.0,1.0,0.007494
knapsack_items-70,2,3594.36,0.002,0.0,3594.36,0.432,0.0,1.0,0.0,854683913.0,1.0,112.0,0.0
opd_bibdline3,2,3591.24,1.789,0.0,3591.11,6.094,1.0,1.0,0.0,172005398.0,1.0,25.0,0.011703
opd_puget11,baseline,0.019345,,0.0,0.004453,2.245,,1.0,0.0,1308.0,0.0,5.0,0.003219
blockedqueens-strong_blockedqueens501642402587,baseline,518.713,,0.0,518.641,1.449,,0.0,0.0,3965909.0,0.0,0.0,0.002736
sudoku_sudoku28,2,0.038354,0.002,0.0,0.038357,0.554,0.0,1.0,0.0,5.0,0.0,1.0,0.0
quasiGroup6_quasiGroupX_10,2,16.4765,0.33,0.0,16.3689,1.866,1.0,0.0,0.0,66213.0,0.0,0.0,0.009267
coprime_11,baseline,8.24224,,0.0,1.71419,42.193,,1.0,0.0,1346.0,0.0,1.0,0.013403
sedfnofix_25_1_C25_7_2_1,2,1.01628,7.681,0.0,0.502143,14.979,1.0,0.0,0.0,458.0,0.0,0.0,0.01913
coprime_8,2,0.090304,1.374,0.0,0.0,6.807,1.0,1.0,0.0,8.0,0.0,1.0,0.003218
quasiGroup3NonIdempotent_quasiGroupX_10,baseline,3590.77,,0.0,3590.71,2.095,,0.0,0.0,34665486.0,1.0,0.0,0.003901
blackhole_PN-51,baseline,12.9955,,0.0,12.3401,5.385,,1.0,0.0,694942.0,0.0,1.0,0.010115
killer_16-sol89,baseline,0.042857,,0.0,0.040256,1.109,,1.0,0.0,4.0,0.0,1.0,0.000522
knights2_11a,baseline,0.585597,,0.0,0.083961,5.115,,1.0,0.0,234.0,0.0,1.0,0.017751
golfers1_ord03-7-4-2,2,0.052798,0.325,0.0,0.041138,2.341,1.0,1.0,0.0,12.0,0.0,1.0,0.001967
futoshiki_futoshiki21,baseline,0.000488,,0.0,1.4e-05,0.189,,0.0,0.0,0.0,0.0,0.0,4.8e-05
quasiGroup3NonIdempotent_quasiGroupX_20,2,3590.4,53.151,0.0,3588.97,66.292,,0.0,0.0,12454211.0,1.0,0.0,0.050523
pegSolitaireState_pegSolitaire44,baseline,0.007153,,0.0,0.000226,1.78,,0.0,0.0,0.0,0.0,0.0,0.000522
opd_puget15,baseline,3590.87,,0.0,3590.83,4.269,,1.0,0.0,883164578.0,1.0,13.0,0.008497
blockedqueens_blockedqueens481721298636,baseline,1358.34,,0.0,1358.3,1.083,,1.0,0.0,13161508.0,0.0,1.0,0.000452
blackhole_PN-11,baseline,3590.87,,0.0,3590.32,4.321,,0.0,0.0,297586360.0,1.0,0.0,0.007554
blackhole_PN-31,2,16.0555,0.249,0.0,8.28523,4.676,1.0,1.0,0.0,201158.0,0.0,1.0,0.012135
PlottingModelA_5_5_3_seed15_10_5,2,46.8917,24.978,0.0,26.2869,42.548,1.0,1.0,0.0,6397.0,0.0,1.0,2.05651
quasiGroup4NonIdempotent_quasiGroupX_19,baseline,3590.93,,0.0,3589.86,10.083,,0.0,0.0,9107072.0,1.0,0.0,0.027519
sportsScheduling_12-10-1,2,7.6882,0.211,0.0,7.62589,1.175,1.0,1.0,0.0,64586.0,0.0,1.0,0.005784
blockedqueens-strong_blockedqueens501642462836,2,3440.05,0.005,0.0,3439.98,1.526,0.0,1.0,0.0,25095107.0,0.0,1.0,0.003056
sokoban_New24,2,0.831054,0.752,0.0,0.036584,1.616,1.0,1.0,0.0,5.0,0.0,1.0,0.065928
pegSolitaireState_pegSolitaire36,baseline,0.006553,,0.0,0.000291,1.811,,0.0,0.0,0.0,0.0,0.0,0.000434
opd_flener_et_al_tab1_10_37_14,2,3.36821,0.385,0.0,3.34317,2.38,1.0,1.0,0.0,376716.0,0.0,10.0,0.005164
blockedqueens_blockedqueens481721347806,2,2918.95,0.193,0.0,2918.91,1.207,1.0,1.0,0.0,24297143.0,0.0,1.0,0.002182
blockedqueens_blockedqueens281449842745,2,0.003169,0.0,0.0,4.4e-05,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.000125
blockedqueens-strong_blockedqueens501642413461,2,588.885,0.022,0.0,588.807,1.557,0.0,0.0,0.0,4685088.0,0.0,0.0,0.003433
golfers3_ord16-5-4-4,baseline,0.067564,,0.0,0.03906,3.464,,1.0,0.0,25.0,0.0,1.0,0.009292
blockedqueens-strong_blockedqueens281449790413,2,2.07238,0.021,0.0,2.05302,0.856,0.0,0.0,0.0,31157.0,0.0,0.0,0.001515
bpmp_7661,baseline,64.8743,,0.0,64.856,1.464,,1.0,0.0,7676081.0,0.0,1.0,0.003257
sokoban_New50,baseline,0.068651,,0.0,0.065966,1.465,,1.0,0.0,7.0,0.0,1.0,0.000997
nurse_nurse_7,2,0.129249,0.624,0.0,0.038669,1.61,1.0,1.0,0.0,46.0,0.0,1.0,0.010526
bibd_puget15,baseline,2458.98,,0.0,2458.94,4.303,,1.0,0.0,779925145.0,0.0,1.0,0.005788
sudoku_sudoku14,baseline,0.04091,,0.0,0.040913,0.589,,1.0,0.0,4.0,0.0,1.0,0.0
sudoku_sudoku27,baseline,0.038556,,0.0,0.03856,0.507,,1.0,0.0,4.0,0.0,1.0,0.0
opd_flener_et_al_tab6_10_31_22,baseline,430.703,,0.0,430.694,1.615,,1.0,0.0,176195180.0,0.0,8.0,0.001864
futoshiki_futoshiki36,baseline,0.0,,0.0,0.0,0.26,,0.0,0.0,0.0,0.0,0.0,0.0
blockedqueens-strong_blockedqueens281449849062,baseline,6.57902,,0.0,6.55848,0.843,,0.0,0.0,100954.0,0.0,0.0,0.001573
ramsey1_02-10-01-SAT,2,0.041939,0.0,0.0,0.041943,0.173,0.0,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens_blockedqueens281449838446,baseline,1.16027,,0.0,1.15058,0.71,,0.0,0.0,25053.0,0.0,0.0,0.0
killer_16-sol17,2,0.039629,0.0,0.0,0.037357,1.204,0.0,1.0,0.0,1.0,0.0,1.0,4.4e-05
stilllife_mdsl_10,baseline,3591.45,,0.0,3591.44,1.461,,1.0,0.0,425138991.0,1.0,40.0,0.001203
blockedqueens-strong_blockedqueens481721324881,baseline,161.783,,0.0,161.722,1.266,,1.0,0.0,1231332.0,0.0,1.0,0.002491
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens272,2,33.6597,0.114,0.0,33.6537,2.418,1.0,1.0,0.0,3057419.0,0.0,14.0,0.001473
nlinkedseq_nlinkedseq-60-45,baseline,3591.49,,0.0,3591.49,0.407,,0.0,0.0,287487461.0,1.0,0.0,0.0
magicSequence_magicSequence350,2,0.153737,1.291,0.0,0.038101,441.245,1.0,1.0,0.0,1.0,0.0,1.0,0.007564
knapsack_items-68,baseline,21.8095,,0.0,21.809,0.31,,1.0,0.0,4121072.0,0.0,68.0,0.000174
blackhole_PN-92,2,19.5864,0.221,0.0,7.23584,5.073,1.0,1.0,0.0,93581.0,0.0,1.0,0.012035
bibd_puget10,baseline,0.055085,,0.0,0.040439,2.762,,1.0,0.0,593.0,0.0,1.0,0.002101
semigroup_semigroup22,baseline,3.21795,,0.0,0.773689,33.94,,1.0,0.0,485.0,0.0,1.0,0.131803
blockedqueens-strong_blockedqueens281449836605,2,1.87561,0.003,0.0,1.85691,0.813,0.0,0.0,0.0,26874.0,0.0,0.0,0.00161
pegSolitaireState_pegSolitaire3_1,baseline,1.82766,,0.0,1.63876,7.092,,1.0,0.0,3909.0,0.0,1.0,0.026679
RamseyNumbers_02-04-01-SAT,baseline,0.039215,,0.0,0.039309,0.244,,1.0,0.0,1.0,0.0,1.0,0.0
opd_puget22,baseline,3592.26,,0.0,3592.19,4.889,,1.0,0.0,416927801.0,1.0,5.0,0.00722
carSequencing_8,2,3590.8,1.722,0.0,3590.7,3.349,1.0,0.0,0.0,81875301.0,1.0,0.0,0.007323
blockedqueens-strong_blockedqueens481721271217,2,358.52,0.022,0.0,358.454,1.268,0.0,0.0,0.0,2620488.0,0.0,0.0,0.002615
blockedqueens-strong_blockedqueens481721248405,2,1535.82,0.048,0.0,1535.75,1.357,0.0,1.0,0.0,11439435.0,0.0,1.0,0.002589
futoshiki_futoshiki39,2,1.3e-05,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bombastic_Bombastic35,2,0.036845,0.0,0.0,0.036849,1.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0
sokoban_New50,2,0.516635,0.562,0.0,0.035993,1.268,1.0,1.0,0.0,6.0,0.0,1.0,0.036025
discreteTomography_7,2,12.2711,0.122,0.0,12.2255,2.957,0.0,0.0,0.0,96878.0,0.0,0.0,0.00578
pegSolitaireAction_pegSolitaire10,baseline,461.091,,0.0,460.589,17.572,,1.0,0.0,1486641.0,0.0,1.0,0.077386
sedfnofix_25_1_C25_7_2_1,baseline,7.12006,,0.0,3.59589,11.892,,0.0,0.0,3318.0,0.0,0.0,0.014013
carSequencing_5,2,3590.4,2.858,0.0,3590.28,4.387,1.0,0.0,0.0,90799634.0,1.0,0.0,0.00585
AccordionTable_cards_13_05,2,1303.14,0.201,0.0,1303.11,1.427,1.0,0.0,0.0,11231036.0,0.0,0.0,0.001848
waterBucket_waterBucket2,2,0.229335,3.374,0.0,0.038033,4.128,1.0,1.0,0.0,1.0,0.0,1.0,0.013278
blockedqueens_blockedqueens481721350851,2,569.57,0.212,0.0,569.524,1.178,1.0,1.0,0.0,4651523.0,0.0,1.0,0.002394
sokoban_New59,2,0.038754,0.0,0.0,0.038495,0.437,0.0,1.0,0.0,1.0,0.0,1.0,3.5e-05
blackhole_PN-56,2,171.345,0.258,0.0,161.425,4.462,1.0,1.0,0.0,3150262.0,0.0,1.0,0.009629
nurse_nurse_1,2,0.00025,0.0,0.0,1.1e-05,0.64,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-05
AccordionTable_cards_12_02,2,20.4791,0.222,0.0,20.4492,1.334,1.0,0.0,0.0,274500.0,0.0,0.0,0.001686
stilllife_mdsl_15,baseline,,,0.0,,1.875,,,0.0,,1.0,,
blockedqueens-strong_blockedqueens481721306426,2,92.621,0.004,0.0,92.5594,1.317,0.0,1.0,0.0,649809.0,0.0,1.0,0.000582
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens220,2,49.8514,0.161,0.0,49.8455,2.465,1.0,1.0,0.0,4016488.0,0.0,12.0,0.001018
AccordionTable_cards_13_01,2,708.502,0.274,0.0,708.458,1.611,1.0,0.0,0.0,7167297.0,0.0,0.0,0.003063
coprime_18,baseline,,,0.0,,1200.002,,,1.0,,,,
blockedqueens-strong_blockedqueens281449795751,2,1.94442,0.003,0.0,1.92173,0.803,0.0,0.0,0.0,29535.0,0.0,0.0,0.001454
carSequencing_50,2,3591.22,5.154,0.0,3590.98,7.499,1.0,0.0,0.0,120795363.0,1.0,0.0,0.009327
ramsey2_02-07-01-SAT,baseline,0.037459,,0.0,0.036989,0.149,,1.0,0.0,1.0,0.0,1.0,6.3e-05
pegSolitaireTable_pegSolitaire25,baseline,205.362,,0.0,205.239,2.001,,1.0,0.0,1047585.0,0.0,1.0,0.016615
RamseyNumbers_03-08-01-SAT,baseline,0.041271,,0.0,0.040811,0.142,,1.0,0.0,1.0,0.0,1.0,6.9e-05
Bombastic_Bombastic56,baseline,0.035052,,0.0,0.032936,1.139,,1.0,0.0,68.0,0.0,1.0,0.000991
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens236,2,2485.98,0.132,0.0,2485.97,2.57,1.0,1.0,0.0,208926857.0,0.0,15.0,0.00035
magicSequence_magicSequence50,baseline,0.040104,,0.0,0.039482,0.331,,1.0,0.0,1.0,0.0,1.0,0.0
stilllife_mdsl_6,2,0.346746,0.113,0.0,0.337001,0.988,1.0,1.0,0.0,7851.0,0.0,14.0,0.000482
blackhole_PN-39,baseline,0.684262,,0.0,0.02614,6.56,,0.0,0.0,322.0,0.0,0.0,0.006516
blockedqueens_blockedqueens481721318124,2,174.301,0.208,0.0,174.238,1.357,1.0,1.0,0.0,1081233.0,0.0,1.0,0.003994
blockedqueens_blockedqueens281449837667,baseline,2.23792,,0.0,2.22635,0.725,,0.0,0.0,46797.0,0.0,0.0,0.000594
blockedqueens-strong_blockedqueens481721351180,2,1633.82,0.014,0.0,1633.76,1.308,0.0,1.0,0.0,10413734.0,0.0,1.0,0.002595
peaceableArmyOfQueens_paq8,baseline,3590.34,,0.0,3590.32,3.045,,1.0,0.0,219310341.0,1.0,7.0,0.00274
semigroup_semigroup19,2,1.78897,4.261,0.0,0.43002,27.286,1.0,1.0,0.0,362.0,0.0,1.0,0.081068
blockedqueens-strong_blockedqueens561860563511,2,711.499,0.029,0.0,711.404,1.613,0.0,1.0,0.0,3994859.0,0.0,1.0,0.003708
sokoban_New84,2,0.121798,0.228,0.0,0.035293,0.843,1.0,1.0,0.0,5.0,0.0,1.0,0.007655
sudoku_sudoku33,2,0.039421,0.002,0.0,0.038378,0.507,0.0,1.0,0.0,2.0,0.0,1.0,0.000213
quasiGroup7_quasiGroupX_15,2,3591.72,0.323,0.0,3591.53,2.756,1.0,0.0,0.0,13375948.0,1.0,0.0,0.008697
blockedqueens-strong_blockedqueens481721325133,2,14.9232,0.023,0.0,14.8576,1.662,0.0,0.0,0.0,115332.0,0.0,0.0,0.002864
killer_16-sol97,baseline,3590.85,,0.0,3590.79,1.324,,0.0,0.0,48912678.0,1.0,0.0,0.001932
pegSolitaireTable_pegSolitaire4,baseline,3591.21,,0.0,3591.1,1.758,,0.0,0.0,18870027.0,1.0,0.0,0.010743
killer_16-sol96,2,3590.44,3.094,0.0,3590.09,4.345,1.0,0.0,0.0,27221153.0,1.0,0.0,0.017163
golfers1_ord08-17-9-2,2,2.34971,14.622,0.0,0.068056,36.188,1.0,1.0,0.0,244.0,0.0,1.0,0.180939
pegSolitaireState_pegSolitaire23,2,8.40722,1.03,0.0,8.2487,7.411,1.0,1.0,0.0,23674.0,0.0,1.0,0.018715
blackhole_PN-91,baseline,3590.87,,0.0,3590.35,4.151,,0.0,0.0,291388170.0,1.0,0.0,0.007299
sokoban_New81,baseline,0.075339,,0.0,0.072583,1.043,,1.0,0.0,17.0,0.0,1.0,0.000971
blockedqueens_blockedqueens501642414751,baseline,3591.13,,0.0,3591.09,0.9,,0.0,0.0,37416522.0,1.0,0.0,0.001003
blockedqueens-strong_blockedqueens281449791430,2,0.116663,0.017,0.0,0.089227,0.9,0.0,0.0,0.0,1295.0,0.0,0.0,0.001665
knapsack_items-95,baseline,247.115,,0.0,247.113,0.528,,1.0,0.0,35600926.0,0.0,103.0,0.000411
blackhole_PN-45,baseline,3590.29,,0.0,3587.23,6.432,,0.0,0.0,208420701.0,1.0,0.0,0.008027
pegSolitaireTable_pegSolitaire3_23,baseline,18.9092,,0.0,18.7942,1.87,,1.0,0.0,80041.0,0.0,1.0,0.014124
sokoban_New13,2,0.546493,0.61,0.0,0.038375,1.495,1.0,1.0,0.0,1.0,0.0,1.0,0.039362
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens250,2,1598.37,0.176,0.0,1598.36,2.598,1.0,1.0,0.0,114686562.0,0.0,14.0,0.002326
molnars_molnars-2-7,2,0.061859,0.462,0.0,2.3e-05,0.805,1.0,0.0,0.0,0.0,0.0,0.0,0.000128
graphColouring_ash331GPIA,2,200.885,0.069,0.0,200.519,3.741,0.0,1.0,0.0,10913536.0,0.0,7.0,0.0143
sportsScheduling_12-10-2,2,198.848,0.158,0.0,198.787,1.227,1.0,1.0,0.0,1600680.0,0.0,1.0,0.001753
blackhole_PN-65,baseline,0.554542,,0.0,0.000611,5.681,,0.0,0.0,0.0,0.0,0.0,0.011789
killer_16-sol33,2,3488.09,4.425,0.0,3487.78,5.92,1.0,1.0,0.0,25883271.0,0.0,1.0,0.020797
sokoban_New99,baseline,0.074859,,0.0,0.071943,1.485,,1.0,0.0,15.0,0.0,1.0,0.001097
blockedqueens-strong_blockedqueens481721243397,baseline,0.016928,,0.0,0.0,1.054,,0.0,0.0,0.0,0.0,0.0,0.0
graphColouring_1-FullIns_4,baseline,0.458316,,0.0,0.4307,0.972,,1.0,0.0,32947.0,0.0,7.0,0.000688
JPEncoding_data800,baseline,3590.7,,0.0,3588.67,15.35,,1.0,0.0,7993247.0,1.0,111.0,0.026994
sokoban_New65,baseline,0.069313,,0.0,0.067355,1.425,,1.0,0.0,3.0,0.0,1.0,0.000782
carSequencing_6,2,3590.56,1.852,0.0,3590.44,3.486,1.0,0.0,0.0,53908991.0,1.0,0.0,0.00649
blockedqueens_blockedqueens281449841799,baseline,0.732541,,0.0,0.722215,0.651,,1.0,0.0,16301.0,0.0,1.0,0.000551
blockedqueens_blockedqueens561860478851,baseline,0.00789,,0.0,0.000115,0.746,,0.0,0.0,0.0,0.0,0.0,0.00015
blockedqueens-strong_blockedqueens481721326070,2,93.7106,0.021,0.0,93.6432,1.32,0.0,1.0,0.0,619359.0,0.0,1.0,0.002669
blockedqueens-strong_blockedqueens501642418198,baseline,259.05,,0.0,258.97,1.256,,0.0,0.0,1869922.0,0.0,0.0,0.003679
carSequencing_53,2,3594.36,5.719,0.0,3594.1,8.003,1.0,0.0,0.0,114754990.0,1.0,0.0,0.006022
blockedqueens_blockedqueens281449788307,baseline,0.236729,,0.0,0.226065,0.844,,1.0,0.0,3412.0,0.0,1.0,0.000261
killer_16-sol25,2,0.633636,3.565,0.0,0.048313,4.97,1.0,1.0,0.0,57.0,0.0,1.0,0.031641
pegSolitaireTable_pegSolitaire44,baseline,0.032508,,0.0,0.000199,1.339,,0.0,0.0,0.0,0.0,0.0,0.000636
sudoku_sudoku20,2,0.039967,0.008,0.0,0.039167,0.562,0.0,1.0,0.0,1.0,0.0,1.0,8.5e-05
knapsack_knapsack_6,2,3.33945,0.004,0.0,3.33843,0.394,0.0,1.0,0.0,563793.0,0.0,78.0,0.0
killer_16-sol82,2,0.341,3.525,0.0,0.035131,5.095,1.0,1.0,0.0,6.0,0.0,1.0,0.018739
golfers1_ord04-9-5-2,2,1.14503,3.544,0.0,0.040824,7.295,1.0,1.0,0.0,24.0,0.0,1.0,0.085039
knights2_10b,2,0.524553,0.655,0.0,0.218643,3.789,1.0,1.0,0.0,254.0,0.0,1.0,0.014797
ramsey1_02-03-01-SAT,baseline,0.038718,,0.0,0.038628,0.203,,1.0,0.0,1.0,0.0,1.0,7.5e-05
blockedqueens-strong_blockedqueens481721291338,2,98.6517,0.022,0.0,98.5847,1.267,0.0,1.0,0.0,718322.0,0.0,1.0,0.003509
handball7_03,baseline,704.356,,0.0,703.778,8.534,,1.0,0.0,11702444.0,0.0,22.0,0.014973
ramsey1_03-06-01-SAT,2,0.03997,0.0,0.0,0.039978,0.215,0.0,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens_blockedqueens481721281928,2,3590.88,0.229,0.0,3590.83,1.352,1.0,0.0,0.0,27767224.0,1.0,0.0,0.003719
killer_16-sol49,2,1.22523,3.271,0.0,0.628337,4.865,1.0,1.0,0.0,3907.0,0.0,1.0,0.022401
Bombastic_Bombastic76,2,0.040032,0.0,0.0,0.039305,1.021,0.0,1.0,0.0,1.0,0.0,1.0,8.2e-05
blockedqueens-strong_blockedqueens281449796859,2,0.68979,0.011,0.0,0.669119,0.918,0.0,1.0,0.0,8732.0,0.0,1.0,0.000624
blockedqueens-strong_blockedqueens481721297189,baseline,1378.82,,0.0,1378.76,1.221,,1.0,0.0,11391569.0,0.0,1.0,0.003319
pegSolitaireTable_pegSolitaire15,2,4.8305,0.045,0.0,4.70478,2.32,0.0,1.0,0.0,18160.0,0.0,1.0,0.014849
handball7_18,2,3590.66,0.807,0.0,3588.86,9.243,1.0,1.0,0.0,131751201.0,1.0,15.0,0.012794
pegSolitaireAction_pegSolitaire3,baseline,788.711,,0.0,788.16,18.725,,1.0,0.0,1423600.0,0.0,1.0,0.076955
carSequencing_1,baseline,0.068286,,0.0,0.041364,1.564,,1.0,0.0,81.0,0.0,1.0,3.6e-05
blackhole_PN-94,2,8.67955,0.218,0.0,0.153666,4.966,1.0,1.0,0.0,722.0,0.0,1.0,0.014878
killer_16-sol36,2,0.340825,4.002,0.0,0.044198,5.375,1.0,1.0,0.0,2.0,0.0,1.0,0.029273
Bombastic_Bombastic54,baseline,0.040725,,0.0,0.040727,1.213,,1.0,0.0,1.0,0.0,1.0,0.0
sedfnofix_21_2_C21_6_2_1,baseline,1.55357,,0.0,0.474872,4.359,,0.0,0.0,1057.0,0.0,0.0,0.007804
blackhole_PN-96,baseline,889.46,,0.0,888.84,4.162,,1.0,0.0,55521053.0,0.0,1.0,0.010009
Bombastic_Bombastic77,baseline,0.04223,,0.0,0.041479,1.11,,1.0,0.0,1.0,0.0,1.0,8.4e-05
sokoban_sokobanMedium1,baseline,0.049287,,0.0,0.046794,0.563,,1.0,0.0,2483.0,0.0,1.0,0.000253
blockedqueens-strong_blockedqueens281449790187,baseline,1.27367,,0.0,1.25505,0.802,,0.0,0.0,19917.0,0.0,0.0,0.00049
killer_16-sol13,baseline,3591.42,,0.0,3591.37,1.179,,0.0,0.0,69894224.0,1.0,0.0,0.000823
sokoban_Medium3,baseline,0.470564,,0.0,0.458577,1.016,,1.0,0.0,49442.0,0.0,1.0,0.000815
blockedqueens_blockedqueens481721243397,baseline,0.0074,,0.0,3.9e-05,1.008,,0.0,0.0,0.0,0.0,0.0,0.000113
RamseyNumbers_04-05-03-SAT,baseline,0.04177,,0.0,0.04177,0.185,,1.0,0.0,1.0,0.0,1.0,0.0
sudoku_sudoku44,baseline,0.031102,,0.0,0.031104,0.364,,1.0,0.0,1.0,0.0,1.0,0.0
blackhole_PN-5,baseline,0.00059,,0.0,1.9e-05,1.649,,0.0,0.0,0.0,0.0,0.0,6.1e-05
knapsack_items-62,baseline,3256.16,,0.0,3256.16,0.31,,1.0,0.0,648633631.0,0.0,111.0,0.000383
nlinkedopt_opt28,baseline,3590.1,,0.0,3590.1,0.351,,1.0,0.0,673885972.0,1.0,23.0,0.0
AccordionTable_cards_16_01,2,3594.12,0.265,0.0,3594.02,1.878,1.0,0.0,0.0,23131664.0,1.0,0.0,0.004791
