Problem,Policy,SolverMemOut,SolverTotalTime,SATClauses,TabulationTime,SavileRowClauseOut,SavileRowTotalTime,TabulationActivated,SolverSatisfiable,SavileRowTimeOut,SolverTimeOut,SolverNodes,SATVars
blackhole_PN-5,2,0.0,0.0,103.0,0.0,0.0,1.891,0.0,0.0,0.0,0.0,0.0,0.0
bibd_puget14,2,0.0,0.41,197554.0,1.376,0.0,9.36,1.0,1.0,0.0,0.0,11190.0,35006.0
blockedqueens_blockedqueens501642439163,baseline,0.0,2.88,26442.0,,0.0,1.427,,0.0,0.0,0.0,141531.0,7414.0
opd_flener_et_al_tab5_11_11_05,2,0.0,0.16,28823.0,0.252,0.0,2.222,1.0,1.0,0.0,0.0,5171.0,5534.0
blockedqueens_blockedqueens481721332568,baseline,0.0,3.09,23397.0,,0.0,1.56,,0.0,0.0,0.0,137923.0,6503.0
AccordionTable_cards_12_01,2,0.0,0.56,40328.0,0.288,0.0,1.809,1.0,0.0,0.0,0.0,45473.0,5325.0
carSequencing_28,baseline,0.0,0.17,249805.0,,0.0,8.316,,1.0,0.0,0.0,4358.0,26220.0
futoshiki_futoshiki44,baseline,0.0,0.0,491.0,,0.0,0.486,,1.0,0.0,0.0,8.0,90.0
sokoban_New81,baseline,0.0,0.0,1355.0,,0.0,0.504,,1.0,0.0,0.0,26.0,242.0
opd_flener_et_al_tab7_9_35_10,2,0.0,0.16,62460.0,0.264,0.0,3.042,1.0,1.0,0.0,0.0,2564.0,11938.0
blockedqueens-strong_blockedqueens281449795297,2,0.0,0.02,2961.0,0.023,0.0,1.067,0.0,0.0,0.0,0.0,1060.0,856.0
blockedqueens_blockedqueens501642414751,baseline,0.0,5.91,26207.0,,0.0,1.604,,0.0,0.0,0.0,241901.0,7426.0
blockedqueens-strong_blockedqueens501642453995,2,0.0,6.81,6736.0,0.024,0.0,1.707,0.0,1.0,0.0,0.0,343307.0,1976.0
pegSolitaireState_pegSolitaire16,2,0.0,69.27,1136961.0,1.139,0.0,10.023,1.0,1.0,0.0,0.0,5215987.0,13876.0
blockedqueens-strong_blockedqueens561860478851,baseline,0.0,0.0,169.0,,0.0,0.982,,0.0,0.0,0.0,0.0,0.0
blackhole_PN-37,baseline,0.0,12.62,293924.0,,0.0,5.308,,1.0,0.0,0.0,449319.0,22599.0
AccordionTable_cards_15_02,baseline,0.0,1.78,73524.0,,0.0,1.795,,1.0,0.0,0.0,88598.0,9168.0
blockedqueens-strong_blockedqueens281449795040,2,0.0,0.06,3515.0,0.031,0.0,1.203,0.0,0.0,0.0,0.0,2969.0,1073.0
sportsScheduling_12-10-3,2,0.0,21.84,268029.0,0.238,0.0,3.904,1.0,1.0,0.0,0.0,2721424.0,16290.0
sonet2_sonet5-5,baseline,0.0,0.54,8072.0,,0.0,1.201,,1.0,0.0,0.0,35840.0,1309.0
killer_16-sol4,2,0.0,0.37,418325.0,3.718,0.0,7.747,1.0,1.0,0.0,0.0,13500.0,9975.0
sokoban_New65,baseline,0.0,0.0,411.0,,0.0,0.441,,1.0,0.0,0.0,10.0,95.0
blockedqueens-strong_blockedqueens481721279991,baseline,0.0,0.42,6478.0,,0.0,1.496,,1.0,0.0,0.0,21668.0,1993.0
graphColouring_2-Insertions_3,baseline,0.0,0.02,4050.0,,0.0,0.447,,1.0,0.0,0.0,6165.0,833.0
sokoban_New53,baseline,0.0,0.0,3234.0,,0.0,0.651,,1.0,0.0,0.0,48.0,535.0
blackhole_PN-84,baseline,0.0,23.57,288609.0,,0.0,7.774,,1.0,0.0,0.0,687858.0,22225.0
stilllife_mdsl_8,baseline,0.0,14.63,9876.0,,0.0,1.42,,1.0,0.0,0.0,716300.0,2012.0
blockedqueens-strong_blockedqueens281449842097,baseline,0.0,0.01,2997.0,,0.0,0.841,,0.0,0.0,0.0,1270.0,837.0
pegSolitaireTable_pegSolitaire3_26,baseline,0.0,30.78,431070.0,,0.0,3.46,,1.0,0.0,0.0,3782511.0,12762.0
sokoban_New84,baseline,0.0,0.0,1653.0,,0.0,0.551,,1.0,0.0,0.0,20.0,300.0
blockedqueens_blockedqueens281449787894,2,0.0,0.01,9431.0,0.141,0.0,1.086,1.0,1.0,0.0,0.0,450.0,2719.0
blockedqueens_blockedqueens481721243516,baseline,0.0,1.79,26441.0,,0.0,1.521,,1.0,0.0,0.0,80097.0,7479.0
coprime_14,baseline,0.0,2.4000000000000004,1185615.0,,0.0,15.75,,1.0,0.0,0.0,1084.0,355145.0
blockedqueens-strong_blockedqueens281449788117,2,0.0,0.05,3478.0,0.003,0.0,1.216,0.0,0.0,0.0,0.0,2780.0,982.0
blockedqueens-strong_blockedqueens501642418924,baseline,0.0,0.76,6796.0,,0.0,1.607,,1.0,0.0,0.0,44350.0,2004.0
quasiGroup5Idempotent_quasiGroupX_10,baseline,0.0,0.57,27521.0,,0.0,1.512,,1.0,0.0,0.0,47948.0,4357.0
carSequencing_14,2,0.0,2.39,1806554.0,3.854,0.0,12.623,1.0,1.0,0.0,0.0,57639.0,25084.0
blockedqueens_blockedqueens481721324881,baseline,0.0,0.98,24737.0,,0.0,1.494,,1.0,0.0,0.0,59392.0,6894.0
coprime_12,2,0.0,0.48000000000000004,16829.0,9.629,0.0,81.288,1.0,1.0,0.0,0.0,1490.0,1711.0
golfers1_ord02-5-3-2,2,0.0,0.01,27671.0,0.24,0.0,1.524,1.0,1.0,0.0,0.0,5.0,130.0
blockedqueens-strong_blockedqueens501642418924,2,0.0,0.37,6796.0,0.028,0.0,1.749,0.0,1.0,0.0,0.0,21585.0,2004.0
knapsack_items-85,baseline,0.0,1105.36,2180386.0,,0.0,5.231,,1.0,0.0,0.0,2512678.0,9886.0
knapsack_knapsack,2,0.0,0.0,1615.0,0.006,0.0,0.349,0.0,1.0,0.0,0.0,95.0,502.0
pegSolitaireAction_pegSolitaire10,baseline,0.0,57.11,118534.0,,0.0,19.069,,1.0,0.0,0.0,4916193.0,10344.0
futoshiki_futoshiki31,baseline,0.0,0.0,26.0,,0.0,0.197,,0.0,0.0,0.0,0.0,0.0
blackhole_PN-60,2,0.0,0.02,40099.0,0.282,0.0,6.383,1.0,0.0,0.0,0.0,32.0,10678.0
ramsey1_04-04-02-SAT,2,0.0,0.0,1.0,0.0,0.0,0.267,0.0,1.0,0.0,0.0,0.0,1.0
quasiGroup5Idempotent_quasiGroupX_21,baseline,0.0,847.16,559426.0,,0.0,7.416,,0.0,0.0,0.0,29648452.0,39093.0
blackhole_PN-45,baseline,0.0,55.49,291518.0,,0.0,6.817,,1.0,0.0,0.0,1495755.0,22444.0
blockedqueens-strong_blockedqueens481721259656,2,0.0,3.91,6385.0,0.004,0.0,1.616,0.0,1.0,0.0,0.0,179701.0,1827.0
nlinkedopt_opt30,baseline,0.0,52.09,62529.0,,0.0,1.096,,1.0,0.0,0.0,3645100.0,4025.0
carSequencing_51,baseline,0.0,1.18,277804.0,,0.0,9.73,,1.0,0.0,0.0,107045.0,29895.0
ramsey2_04-04-02-SAT,2,0.0,0.0,0.0,0.0,0.0,0.286,0.0,1.0,0.0,0.0,0.0,0.0
blockedqueens-strong_blockedqueens281449838718,baseline,0.0,0.01,3518.0,,0.0,1.005,,1.0,0.0,0.0,635.0,1019.0
PlottingModelA_5_5_3_seed15_14_5,2,0.0,13.18,19013402.0,24.366,0.0,49.37,1.0,1.0,0.0,0.0,104726.0,1818914.0
knapsack_items-97,2,0.0,1656.71,5296577.0,0.016,0.0,10.387,0.0,1.0,0.0,0.0,1705271.0,15411.0
ramsey2_03-06-01-SAT,baseline,0.0,0.0,0.0,,0.0,0.18,,1.0,0.0,0.0,0.0,0.0
sonet_sonet7-5,2,0.0,11.68,9931.0,0.044,0.0,1.168,0.0,0.0,0.0,0.0,713740.0,1332.0
sokoban_New27,baseline,0.0,0.01,6091.0,,0.0,0.62,,1.0,0.0,0.0,187.0,910.0
JPEncoding_data1400,baseline,,,,,0.0,1200.002,,,1.0,,,
quasiGroup4Idempotent_quasiGroupX_18,2,,,,,0.0,1200.001,1.0,,1.0,,,
futoshiki_futoshiki34,2,0.0,0.0,24.0,0.0,0.0,0.239,0.0,0.0,0.0,0.0,0.0,0.0
sokoban_New23,baseline,0.0,0.0,1446.0,,0.0,0.5,,1.0,0.0,0.0,42.0,280.0
blockedqueens-strong_blockedqueens481721262093,2,0.0,4.32,5953.0,0.005,0.0,1.699,0.0,0.0,0.0,0.0,199347.0,1716.0
blockedqueens-strong_blockedqueens481721247363,baseline,0.0,0.59,6444.0,,0.0,1.646,,0.0,0.0,0.0,33314.0,1925.0
blockedqueens_blockedqueens481721283013,2,0.0,2.26,26034.0,0.225,0.0,1.969,1.0,1.0,0.0,0.0,94083.0,7420.0
Bombastic_Bombastic9,baseline,0.0,0.0,0.0,,0.0,1.674,,1.0,0.0,0.0,0.0,0.0
RamseyNumbers_04-05-01-SAT,2,0.0,0.0,0.0,0.0,0.0,0.206,0.0,1.0,0.0,0.0,0.0,0.0
opd_small_bibd_06_50_25,2,0.0,49.33,50899.0,0.257,0.0,2.736,1.0,1.0,0.0,0.0,2256473.0,8796.0
blackhole_BMS-100,2,0.0,0.59,39751.0,0.228,0.0,5.38,1.0,1.0,0.0,0.0,30234.0,10585.0
carSequencing_32,2,0.0,4.58,3863549.0,4.711,0.0,17.086,1.0,1.0,0.0,0.0,82035.0,29395.0
bpmp_7326,2,0.0,13.83,366233.0,1.841,0.0,4.522,1.0,1.0,0.0,0.0,536046.0,55978.0
magicSequence_magicSequence100,2,0.0,0.01,26948.0,0.49,0.0,3.083,1.0,1.0,0.0,0.0,2.0,1810.0
PlottingModelA_7_7_5_seed15_44_4,2,,,,,0.0,1200.003,1.0,,1.0,,,
sokoban_New94,baseline,0.0,0.0,105.0,,0.0,0.403,,1.0,0.0,0.0,4.0,40.0
blockedqueens_blockedqueens501642406388,2,0.0,2.52,28571.0,0.221,0.0,1.931,1.0,1.0,0.0,0.0,101834.0,8158.0
golfers3_ord28-3-6-6,baseline,0.0,0.08,61124.0,,0.0,11.732,,1.0,0.0,0.0,4018.0,15001.0
JPEncoding_data100,2,,,,0.482,0.0,1200.003,1.0,,1.0,,,
efpa_7,2,0.0,0.07,7271.0,0.817,0.0,2.027,1.0,1.0,0.0,0.0,5777.0,1354.0
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens212,baseline,0.0,0.24,3472.0,,0.0,1.908,,1.0,0.0,0.0,21954.0,364.0
ramsey1_02-09-01-SAT,2,0.0,0.0,0.0,0.0,0.0,0.211,0.0,1.0,0.0,0.0,0.0,0.0
killer_16-sol12,baseline,0.0,1.24,64250.0,,0.0,2.826,,1.0,0.0,0.0,65402.0,11144.0
killer_16-sol71,baseline,0.0,0.29,58015.0,,0.0,2.844,,1.0,0.0,0.0,17818.0,9708.0
coprime_14,2,0.0,1.29,31696.0,22.571,0.0,278.705,1.0,1.0,0.0,0.0,2628.0,2689.0
ramsey2_03-04-02-SAT,2,0.0,0.0,0.0,0.0,0.0,0.221,0.0,1.0,0.0,0.0,0.0,0.0
graphColouring_myciel4,2,0.0,0.02,2849.0,0.023,0.0,0.475,0.0,1.0,0.0,0.0,3455.0,525.0
blockedqueens_blockedqueens281449798387,baseline,0.0,0.01,9068.0,,0.0,1.113,,1.0,0.0,0.0,237.0,2636.0
PlottingModelB_5_5_3_seed15_10_5,2,,,,,0.0,1200.003,1.0,,1.0,,,
AccordionTable_cards_15_04,baseline,0.0,5.76,73112.0,,0.0,1.888,,0.0,0.0,0.0,192521.0,9318.0
golfers2_ord09-19-10-2,2,0.0,0.48,118883.0,0.562,0.0,17.781,0.0,1.0,0.0,0.0,65980.0,32091.0
JPEncoding_data800,baseline,,,,,0.0,1200.001,,,1.0,,,
Bombastic_Bombastic33,2,0.0,0.0,0.0,0.0,0.0,1.735,0.0,1.0,0.0,0.0,0.0,0.0
blockedqueens-strong_blockedqueens501642425680,2,0.0,0.74,6753.0,0.041,0.0,2.144,0.0,0.0,0.0,0.0,33945.0,2068.0
futoshiki_futoshiki8,2,0.0,0.0,26.0,0.0,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0
blackhole_PN-51,2,0.0,0.69,39217.0,0.223,0.0,5.483,1.0,1.0,0.0,0.0,31378.0,10450.0
bibd_puget17,baseline,0.0,0.1,22838.0,,0.0,2.991,,1.0,0.0,0.0,8326.0,4998.0
nlinkedopt_opt40,baseline,0.0,699.5000000000001,143371.0,,0.0,1.263,,1.0,0.0,0.0,28294530.0,7839.0
blockedqueens-strong_blockedqueens481721258111,2,0.0,2.1,6489.0,0.006,0.0,1.683,0.0,1.0,0.0,0.0,108247.0,1958.0
pegSolitaireTable_pegSolitaire3_41,baseline,0.0,26.47,426316.0,,0.0,3.681,,1.0,0.0,0.0,2939248.0,12621.0
blackhole_PN-38,baseline,0.0,13.12,295163.0,,0.0,5.792,,1.0,0.0,0.0,386698.0,22636.0
futoshiki_futoshiki27,2,0.0,0.0,26.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0
blockedqueens_blockedqueens501642409413,2,0.0,0.45,26502.0,0.21,0.0,1.909,1.0,1.0,0.0,0.0,16604.0,7535.0
knapsack_items-54,2,0.0,151.59,349974.0,0.002,0.0,2.268,0.0,1.0,0.0,0.0,1304311.0,4230.0
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens245,2,0.0,11.649999999999999,12050.0,0.118,0.0,2.966,1.0,1.0,0.0,0.0,586833.0,755.0
pegSolitaireTable_pegSolitaire24,baseline,0.0,8.97,459477.0,,0.0,3.607,,1.0,0.0,0.0,1673648.0,13594.0
opd_small_bibd_09_36_12,baseline,0.0,23.49,40534.0,,0.0,2.861,,1.0,0.0,0.0,1466444.0,7641.0
peaceableArmyOfQueens_paq5,2,0.0,0.04,2566.0,0.085,0.0,1.199,1.0,1.0,0.0,0.0,3881.0,264.0
blockedqueens-strong_blockedqueens481721303981,baseline,0.0,1.84,6452.0,,0.0,1.544,,0.0,0.0,0.0,90071.0,1975.0
JPEncoding_data1000,baseline,,,,,0.0,1200.001,,,1.0,,,
sokoban_New9,baseline,0.0,0.01,6153.0,,0.0,0.68,,1.0,0.0,0.0,137.0,891.0
peaceableArmyOfQueens_paq7,2,0.0,4.15,8214.0,0.143,0.0,2.225,1.0,1.0,0.0,0.0,284879.0,614.0
bpmp_1266,baseline,0.0,16.57,56466.0,,0.0,2.342,,1.0,0.0,0.0,428403.0,5868.0
sokoban_New32,2,0.0,0.06,150244.0,0.49,0.0,1.58,1.0,1.0,0.0,0.0,96.0,792.0
bibd-implied_puget23,baseline,0.0,0.09,36814.0,,0.0,4.884,,1.0,0.0,0.0,12169.0,7624.0
opd_flener_et_al_tab4_08_14_07,2,0.0,0.24000000000000002,61945.0,0.419,0.0,2.173,1.0,1.0,0.0,0.0,8395.0,3786.0
carSequencing_48,baseline,0.0,0.6,271185.0,,0.0,8.919,,1.0,0.0,0.0,40606.0,28160.0
blockedqueens_blockedqueens281449788117,baseline,0.0,0.07,9030.0,,0.0,1.046,,0.0,0.0,0.0,3070.0,2589.0
sokoban_New36,baseline,0.0,0.0,642.0,,0.0,0.502,,1.0,0.0,0.0,12.0,125.0
blockedqueens_blockedqueens281449836605,baseline,0.0,0.14,9906.0,,0.0,1.131,,0.0,0.0,0.0,5956.0,2797.0
carSequencing_53,baseline,0.0,0.2,280247.0,,0.0,7.656,,1.0,0.0,0.0,25424.0,30487.0
blockedqueens-strong_blockedqueens281449801635,2,0.0,0.08,3490.0,0.004,0.0,1.097,0.0,1.0,0.0,0.0,4534.0,975.0
blockedqueens_blockedqueens501642426388,baseline,0.0,4.79,28042.0,,0.0,1.654,,0.0,0.0,0.0,189348.0,8019.0
sudoku_sudoku23,2,0.0,0.0,12.0,0.002,0.0,0.498,0.0,1.0,0.0,0.0,1.0,4.0
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens217,2,0.0,4.68,9816.0,0.115,0.0,2.772,1.0,1.0,0.0,0.0,279264.0,645.0
futoshiki_futoshiki40,baseline,0.0,0.0,35.0,,0.0,0.257,,0.0,0.0,0.0,0.0,38.0
pegSolitaireTable_pegSolitaire8,baseline,0.0,3.39,450270.0,,0.0,3.835,,1.0,0.0,0.0,746820.0,13353.0
pegSolitaireAction_pegSolitaire23,2,0.0,0.43,128289.0,8.623,0.0,28.367,1.0,1.0,0.0,0.0,68112.0,10677.0
Bombastic_Bombastic78,2,0.0,0.0,0.0,0.0,0.0,1.829,0.0,1.0,0.0,0.0,0.0,0.0
blockedqueens_blockedqueens281449797819,2,0.0,0.02,9234.0,0.175,0.0,1.37,1.0,0.0,0.0,0.0,507.0,2682.0
graphColouring_myciel3,2,0.0,0.0,543.0,0.002,0.0,0.319,0.0,1.0,0.0,0.0,168.0,117.0
blockedqueens_blockedqueens481721286010,2,0.0,3.27,25874.0,0.212,0.0,1.881,1.0,0.0,0.0,0.0,137808.0,7277.0
carSequencing_32,baseline,0.0,3.08,260741.0,,0.0,8.293,,1.0,0.0,0.0,123352.0,27415.0
carSequencing_77,2,0.0,220.98,5510122.0,4.831,0.0,20.9,1.0,1.0,0.0,0.0,8281444.0,34094.0
graphColouring_zeroin,2,0.0,0.0,208.0,0.0,0.0,1.475,0.0,0.0,0.0,0.0,0.0,0.0
sokoban_New89,baseline,0.0,0.01,5521.0,,0.0,0.612,,1.0,0.0,0.0,166.0,808.0
graphColouring_1-FullIns_4,2,0.0,0.19,48875.0,0.038,0.0,2.574,0.0,1.0,0.0,0.0,11594.0,6199.0
stilllife_mdsl_7,2,0.0,2.72,74365.0,0.113,0.0,1.509,1.0,1.0,0.0,0.0,92791.0,1633.0
blockedqueens-strong_blockedqueens281449801776,baseline,0.0,0.11,3494.0,,0.0,1.042,,1.0,0.0,0.0,6807.0,970.0
blockedqueens_blockedqueens281449801541,baseline,0.0,0.05,8736.0,,0.0,1.014,,0.0,0.0,0.0,2215.0,2525.0
opd_flener_et_al_tab5_10_15_06,baseline,0.0,0.18,13203.0,,0.0,1.809,,1.0,0.0,0.0,14462.0,3171.0
ramsey2_03-07-01-SAT,2,0.0,0.0,0.0,0.0,0.0,0.192,0.0,1.0,0.0,0.0,0.0,0.0
blackhole_PN-42,baseline,0.0,14.23,291649.0,,0.0,5.414,,1.0,0.0,0.0,469165.0,22470.0
sokoban_New19,2,0.0,0.03,72611.0,0.307,0.0,1.134,1.0,1.0,0.0,0.0,1068.0,655.0
RamseyNumbers_03-04-01-SAT,2,0.0,0.0,0.0,0.0,0.0,0.161,0.0,1.0,0.0,0.0,0.0,0.0
coprime_8,baseline,0.0,0.11,63090.0,,0.0,4.954,,1.0,0.0,0.0,52.0,21039.0
pegSolitaireTable_pegSolitaire4_48,baseline,0.0,5.79,434455.0,,0.0,2.907,,1.0,0.0,0.0,1228145.0,12765.0
carSequencing_58,2,0.0,4.05,3850512.0,5.133,0.0,19.909,1.0,1.0,0.0,0.0,52720.0,31140.0
blockedqueens_blockedqueens501642425680,2,0.0,1.01,27741.0,0.216,0.0,2.034,1.0,0.0,0.0,0.0,30805.0,7891.0
bibd_puget16,baseline,0.0,1.18,163142.0,,0.0,9.255,,1.0,0.0,0.0,51825.0,27283.0
killer_16-sol96,baseline,0.0,0.38,58783.0,,0.0,2.011,,1.0,0.0,0.0,25714.0,9792.0
blockedqueens_blockedqueens501642413461,baseline,0.0,0.32,26553.0,,0.0,1.601,,0.0,0.0,0.0,8814.0,7526.0
n-queens2_n_queens_24,baseline,0.0,0.01,6496.0,,0.0,1.059,,1.0,0.0,0.0,2042.0,1624.0
blockedqueens-strong_blockedqueens281449838621,baseline,0.0,0.01,3445.0,,0.0,1.082,,0.0,0.0,0.0,652.0,981.0
molnars_molnars-3-10,2,,,,0.162,0.0,1200.005,1.0,,1.0,,,
sonet2_sonet7,baseline,0.0,6.85,10947.0,,0.0,1.206,,1.0,0.0,0.0,444546.0,1616.0
blockedqueens-strong_blockedqueens561860549734,baseline,0.0,3.45,6678.0,,0.0,1.874,,0.0,0.0,0.0,148917.0,2010.0
peaceableArmyOfQueens_paq4,2,0.0,0.0,1230.0,0.078,0.0,0.877,1.0,1.0,0.0,0.0,375.0,151.0
magicSequence_magicSequence100,baseline,0.0,0.01,26948.0,,0.0,3.023,,1.0,0.0,0.0,2.0,1810.0
sudoku_sudoku8,baseline,0.0,0.0,14.0,,0.0,0.51,,1.0,0.0,0.0,1.0,4.0
blockedqueens_blockedqueens501642426388,2,0.0,4.16,28042.0,0.236,0.0,2.087,1.0,0.0,0.0,0.0,155914.0,8019.0
sudoku_sudoku13,2,0.0,0.0,8.0,0.019,0.0,0.569,0.0,1.0,0.0,0.0,1.0,4.0
coprime_16,baseline,0.0,18.96,2089158.0,,0.0,686.384,,1.0,0.0,0.0,10169.0,641717.0
blockedqueens_blockedqueens501642405538,baseline,0.0,0.26,24267.0,,0.0,1.765,,0.0,0.0,0.0,7500.0,6743.0
opd_small_bibd_11_22_10,baseline,0.0,13.89,29949.0,,0.0,2.318,,1.0,0.0,0.0,1174859.0,6592.0
blockedqueens-strong_blockedqueens481721298636,baseline,0.0,1.07,6096.0,,0.0,1.47,,1.0,0.0,0.0,63217.0,1765.0
n-queens_n_queens_24,2,0.0,0.02,11878.0,0.257,0.0,1.073,1.0,1.0,0.0,0.0,1114.0,3188.0
opd_flener_et_al_tab7_7_35_10,2,0.0,0.12,34068.0,0.186,0.0,2.371,1.0,1.0,0.0,0.0,2926.0,6590.0
blockedqueens_blockedqueens481721303889,2,0.0,0.18,24853.0,0.221,0.0,1.968,1.0,0.0,0.0,0.0,6817.0,7074.0
nurse_nurse_6,baseline,0.0,0.0,50.0,,0.0,0.63,,0.0,0.0,0.0,0.0,0.0
sedfnofix_28_4_C14xC2_4_3_1,baseline,0.0,594.58,412143.0,,0.0,16.267,,0.0,0.0,0.0,1354181.0,118768.0
ramsey2_04-05-03-SAT,2,0.0,0.0,0.0,0.0,0.0,0.482,0.0,1.0,0.0,0.0,0.0,0.0
blackhole_PN-22,2,0.0,0.03,40286.0,0.215,0.0,4.244,1.0,1.0,0.0,0.0,401.0,10708.0
ramsey1_03-05-02-SAT,2,0.0,0.0,1.0,0.0,0.0,0.302,0.0,1.0,0.0,0.0,0.0,1.0
killer_16-sol67,baseline,0.0,0.0,70.0,,0.0,0.971,,1.0,0.0,0.0,4.0,16.0
blackhole_PN-53,2,0.0,0.06,36983.0,0.237,0.0,5.327,1.0,1.0,0.0,0.0,3894.0,9895.0
bpmp_3237,baseline,0.0,21.29,57608.0,,0.0,2.181,,1.0,0.0,0.0,438771.0,6227.0
JPEncoding_data200,2,,,,0.991,0.0,1200.004,1.0,,1.0,,,
efpa_14,baseline,0.0,339.87,49376.0,,0.0,2.761,,0.0,0.0,0.0,9278484.0,7904.0
blackhole_PN-48,baseline,0.0,0.13,275366.0,,0.0,7.182,,0.0,0.0,0.0,256.0,21704.0
nlinkedopt_opt14,baseline,0.0,0.21000000000000002,7393.0,,0.0,0.528,,1.0,0.0,0.0,25395.0,1031.0
ramsey1_03-08-01-SAT,baseline,0.0,0.0,0.0,,0.0,0.185,,1.0,0.0,0.0,0.0,0.0
pegSolitaireTable_pegSolitaire3_24,2,0.0,6.16,436490.0,0.03,0.0,3.125,0.0,1.0,0.0,0.0,1417860.0,12896.0
quasiGroup4Idempotent_quasiGroupX_13,baseline,0.0,1079.55,129054.0,,0.0,5.566,,1.0,0.0,0.0,8428899.0,36081.0
opd_flener_et_al_tab7_11_35_10,2,0.0,0.33,99498.0,0.63,0.0,4.997,1.0,1.0,0.0,0.0,8271.0,18851.0
killer_16-sol59,2,0.0,0.0,91.0,0.049,0.0,1.198,1.0,1.0,0.0,0.0,2.0,22.0
carSequencing_16,baseline,0.0,1.2,242398.0,,0.0,7.73,,1.0,0.0,0.0,51130.0,25068.0
blockedqueens-strong_blockedqueens501642451919,2,0.0,1.21,5805.0,0.027,0.0,1.657,0.0,1.0,0.0,0.0,70490.0,1635.0
blockedqueens-strong_blockedqueens281449790708,baseline,0.0,0.01,2977.0,,0.0,1.047,,0.0,0.0,0.0,440.0,821.0
bpmp_3345,baseline,0.0,4.95,56304.0,,0.0,2.278,,1.0,0.0,0.0,260390.0,5805.0
carSequencing_16,2,0.0,4.33,4065184.0,5.224,0.0,18.676,1.0,1.0,0.0,0.0,86971.0,27048.0
carSequencing_26,2,0.0,3.79,4077963.0,4.992,0.0,16.241,1.0,1.0,0.0,0.0,70000.0,28912.0
blackhole_PN-82,baseline,0.0,0.0,103.0,,0.0,1.742,,0.0,0.0,0.0,0.0,0.0
blockedqueens-strong_blockedqueens481721248954,2,0.0,2.39,6500.0,0.039,0.0,1.965,0.0,0.0,0.0,0.0,112188.0,1925.0
magicSquare_magicSquare6,baseline,0.0,0.76,239668.0,,0.0,1.961,,1.0,0.0,0.0,20162.0,5826.0
blockedqueens_blockedqueens501642451447,2,0.0,1.35,27684.0,0.184,0.0,1.839,1.0,0.0,0.0,0.0,54013.0,7989.0
pegSolitaireState_pegSolitaire30,baseline,0.0,2.97,54187.0,,0.0,8.352,,1.0,0.0,0.0,178035.0,9886.0
blackhole_PN-47,baseline,0.0,9.53,292481.0,,0.0,5.296,,1.0,0.0,0.0,353916.0,22617.0
opd_small_bibd_13_26_06,2,0.0,1.8,103208.0,0.586,0.0,4.176,1.0,1.0,0.0,0.0,110220.0,18227.0
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens228,baseline,0.0,0.53,5382.0,,0.0,2.567,,1.0,0.0,0.0,41906.0,507.0
blockedqueens-strong_blockedqueens281449838896,baseline,0.0,0.02,3025.0,,0.0,1.072,,1.0,0.0,0.0,1386.0,868.0
futoshiki_futoshiki2,2,0.0,0.0,0.0,0.0,0.0,0.291,0.0,1.0,0.0,0.0,0.0,0.0
opd_flener_et_al_tab7_29_35_10,baseline,0.0,1023.0999999999999,411801.0,,0.0,14.311,,1.0,0.0,0.0,74673041.0,75278.0
blackhole_PN-16,baseline,0.0,11.13,293154.0,,0.0,6.118,,1.0,0.0,0.0,349717.0,22555.0
knights2_15a,2,0.0,7.58,12041459.0,2.745,0.0,29.973,1.0,1.0,0.0,0.0,200735.0,122391.0
golfers3_ord15-8-10-3,baseline,0.0,0.57,164522.0,,0.0,29.325,,1.0,0.0,0.0,51733.0,40846.0
killer_16-sol24,baseline,0.0,3.42,61870.0,,0.0,2.966,,1.0,0.0,0.0,173991.0,10237.0
handball7_04,2,0.0,5.68,357637.0,0.952,0.0,12.236,1.0,1.0,0.0,0.0,191108.0,26421.0
pegSolitaireTable_pegSolitaire21,baseline,0.0,36.36,446912.0,,0.0,4.08,,1.0,0.0,0.0,3782990.0,13256.0
bpmp_7059,baseline,0.0,18.98,56235.0,,0.0,2.147,,1.0,0.0,0.0,474500.0,5770.0
blockedqueens-strong_blockedqueens501642426889,2,0.0,0.13,4611.0,0.023,0.0,1.874,0.0,0.0,0.0,0.0,6864.0,1286.0
blackhole_PN-41,2,0.0,0.03,39689.0,0.207,0.0,4.767,1.0,1.0,0.0,0.0,876.0,10559.0
blockedqueens-strong_blockedqueens481721306426,baseline,0.0,0.94,61410.0,,0.0,2.704,,1.0,0.0,0.0,23676.0,18001.0
golomb_golomb11,2,0.0,875.77,563114.0,0.506,0.0,5.785,1.0,1.0,0.0,0.0,7660238.0,12869.0
blockedqueens_blockedqueens561860538387,baseline,0.0,15.92,33657.0,,0.0,1.869,,1.0,0.0,0.0,728089.0,9683.0
Bombastic_Bombastic76,baseline,0.0,0.0,0.0,,0.0,0.998,,1.0,0.0,0.0,0.0,0.0
blockedqueens_blockedqueens481721241353,baseline,0.0,0.0,143.0,,0.0,0.983,,0.0,0.0,0.0,0.0,0.0
blockedqueens-strong_blockedqueens561860463594,2,0.0,0.0,169.0,0.0,0.0,1.207,0.0,0.0,0.0,0.0,0.0,0.0
