Problem,Policy,SolverTotalTime,TabulationTime,SavileRowClauseOut,SavileRowTotalTime,TabulationActivated,SolverSatisfiable,SavileRowTimeOut,SolverTimeOut,SolverNodes
blockedqueens-strong_blockedqueens501642456472,baseline,116.747,,0.0,1.382,,0.0,0.0,0.0,216810.0
quasiGroup6_quasiGroupX_14,baseline,3600.027,,0.0,2.253,,0.0,0.0,1.0,5097566.0
sokoban_New11,baseline,0.001,,0.0,0.352,,1.0,0.0,0.0,3.0
futoshiki_futoshiki25,baseline,0.001,,0.0,0.261,,1.0,0.0,0.0,7.0
blockedqueens_blockedqueens481721284823,baseline,530.108,,0.0,1.108,,1.0,0.0,0.0,518483.0
blockedqueens_blockedqueens501642407126,baseline,47.257,,0.0,1.192,,0.0,0.0,0.0,87569.0
blackhole_PN-7,baseline,94.511,,0.0,4.366,,1.0,0.0,0.0,532666.0
blockedqueens_blockedqueens481721345695,baseline,9.571,,0.0,1.178,,1.0,0.0,0.0,35876.0
sudoku_sudoku39,2,0.001,0.003,0.0,0.581,0.0,1.0,0.0,0.0,1.0
sonet_sonet5,baseline,0.027,,0.0,0.822,,0.0,0.0,0.0,0.0
bpmp_7661,baseline,120.867,,0.0,2.135,,1.0,0.0,0.0,356344.0
semigroup_semigroup18,baseline,0.506,,0.0,21.65,,1.0,0.0,0.0,325.0
graphColouring_queen5_5,2,0.005,0.005,0.0,0.569,0.0,1.0,0.0,0.0,64.0
efpa_18,2,82.8,2.664,0.0,3.755,1.0,0.0,0.0,0.0,303321.0
Bombastic_Bombastic35,baseline,0.006,,0.0,1.452,,1.0,0.0,0.0,1.0
blockedqueens-strong_blockedqueens481721303889,2,9.72,0.004,0.0,1.264,0.0,0.0,0.0,0.0,34998.0
pegSolitaireTable_pegSolitaire2_14,2,1.358,0.031,0.0,2.311,0.0,1.0,0.0,0.0,2364.0
killer_16-sol1,2,0.564,2.76,0.0,4.111,1.0,1.0,0.0,0.0,1697.0
Bombastic_Bombastic29,2,0.025,0.12,0.0,1.784,1.0,1.0,0.0,0.0,12.0
stilllife_mdsl_10,2,3600.108,0.162,0.0,1.742,1.0,1.0,0.0,1.0,5736421.0
killer_16-sol34,baseline,0.382,,0.0,1.47,,1.0,0.0,0.0,1618.0
opd_flener_et_al_10_325_100,baseline,3600.193,,0.0,7.639,,1.0,0.0,1.0,37133308.0
blockedqueens-strong_blockedqueens481721326807,baseline,9.206,,0.0,1.306,,1.0,0.0,0.0,54225.0
pegSolitaireAction_pegSolitaire8,baseline,0.294,,0.0,20.505,,1.0,0.0,0.0,2125.0
sokoban_New91,2,0.001,0.047,0.0,0.51,1.0,1.0,0.0,0.0,7.0
pegSolitaireTable_pegSolitaire15,baseline,7.137,,0.0,1.995,,1.0,0.0,0.0,12663.0
blockedqueens_blockedqueens561860441454,2,1520.939,0.22,0.0,1.625,1.0,1.0,0.0,0.0,1857106.0
sokoban_New33,baseline,1.038,,0.0,0.494,,0.0,0.0,0.0,0.0
killer_16-sol32,2,0.68,4.261,0.0,5.753,1.0,1.0,0.0,0.0,2369.0
sonet_sonet5,2,6.42,0.03,0.0,0.74,0.0,0.0,0.0,0.0,69477.0
handball7_02,2,22.99,0.87,0.0,8.974,1.0,1.0,0.0,0.0,85568.0
blockedqueens-strong_blockedqueens281449793798,2,0.201,0.039,0.0,0.799,0.0,1.0,0.0,0.0,3358.0
PlottingModelA_5_5_3_seed15_13_6,2,,13.919,0.0,1200.003,1.0,,1.0,,
handball7_11,baseline,29.226,,0.0,11.641,,1.0,0.0,0.0,80157.0
futoshiki_futoshiki37,2,0.013,0.0,0.0,0.208,0.0,0.0,0.0,0.0,0.0
killer_16-sol16,baseline,1.96,,0.0,1.291,,1.0,0.0,0.0,17860.0
blockedqueens-strong_blockedqueens501642447595,baseline,85.272,,0.0,1.415,,1.0,0.0,0.0,306495.0
pegSolitaireTable_pegSolitaire2_22,2,9.677,0.06,0.0,2.282,0.0,1.0,0.0,0.0,14487.0
quasiGroup5Idempotent_quasiGroupX_21,2,31.466,87.481,0.0,93.022,1.0,0.0,0.0,0.0,143040.0
efpa_1,baseline,0.2,,0.0,1.842,,1.0,0.0,0.0,1703.0
nlinkedseq_nlinkedseq-80-60,baseline,3600.597,,0.0,25.333,,0.0,0.0,1.0,1266061.0
golomb_golomb12,2,3600.025,0.669,0.0,2.371,1.0,1.0,0.0,1.0,11974822.0
pegSolitaireTable_pegSolitaire15,2,10.381,0.032,0.0,2.612,0.0,1.0,0.0,0.0,12663.0
pegSolitaireTable_pegSolitaire13,baseline,0.272,,0.0,1.752,,1.0,0.0,0.0,68.0
sokoban_New38,baseline,0.001,,0.0,0.43,,1.0,0.0,0.0,7.0
blockedqueens-strong_blockedqueens481721301641,2,35.894,0.023,0.0,1.298,0.0,1.0,0.0,0.0,114970.0
blockedqueens-strong_blockedqueens501642453995,2,291.17,0.023,0.0,1.447,0.0,1.0,0.0,0.0,678367.0
sokoban_New65,2,0.002,0.062,0.0,0.488,1.0,1.0,0.0,0.0,3.0
magicSequence_magicSequence250,baseline,0.04,,0.0,82.152,,1.0,0.0,0.0,206.0
blockedqueens_blockedqueens501642441982,baseline,0.032,,0.0,1.159,,0.0,0.0,0.0,0.0
sonet_sonet1-4,2,0.346,0.014,0.0,0.635,0.0,1.0,0.0,0.0,14520.0
pegSolitaireTable_pegSolitaire2_22,baseline,0.121,,0.0,2.305,,0.0,0.0,0.0,0.0
blockedqueens-strong_blockedqueens281449790708,2,0.078,0.003,0.0,0.842,0.0,0.0,0.0,0.0,516.0
killer_16-sol4,2,0.331,3.929,0.0,5.524,1.0,1.0,0.0,0.0,732.0
bpmp_3237,baseline,35.761,,0.0,1.684,,1.0,0.0,0.0,253222.0
blockedqueens-strong_blockedqueens481721241353,baseline,0.04,,0.0,1.31,,0.0,0.0,0.0,0.0
blockedqueens-strong_blockedqueens481721284823,2,76.991,0.023,0.0,1.379,0.0,1.0,0.0,0.0,116952.0
ramsey1_03-04-01-SAT,baseline,0.027,,0.0,0.181,,0.0,0.0,0.0,0.0
AccordionTable_cards_15_05,baseline,10.676,,0.0,1.544,,1.0,0.0,0.0,115584.0
molnars_molnars-3-3,2,0.258,0.224,0.0,0.715,1.0,0.0,0.0,0.0,5650.0
killer_16-sol19,2,0.001,0.053,0.0,1.269,1.0,1.0,0.0,0.0,5.0
knights2_10b,2,80.231,0.814,0.0,4.793,1.0,1.0,0.0,0.0,125269.0
pegSolitaireTable_pegSolitaire2_14,baseline,1.417,,0.0,1.873,,1.0,0.0,0.0,2350.0
knapsack_items-84,2,3600.002,0.003,0.0,0.425,0.0,1.0,0.0,1.0,56932720.0
quasiGroup7_quasiGroupX_20,2,3600.161,0.523,0.0,5.907,1.0,0.0,0.0,1.0,5099145.0
blockedqueens_blockedqueens481721271217,baseline,48.938,,0.0,1.07,,0.0,0.0,0.0,110867.0
graphColouring_fpsol2,baseline,0.033,,0.0,3.099,,0.0,0.0,0.0,0.0
futoshiki_futoshiki31,baseline,0.008,,0.0,0.17,,0.0,0.0,0.0,0.0
semigroup_semigroup14,2,0.19,2.222,0.0,11.84,1.0,1.0,0.0,0.0,197.0
AccordionTable_cards_16_05,2,16.703,0.238,0.0,1.863,1.0,1.0,0.0,0.0,156708.0
blockedqueens-strong_blockedqueens501642414479,baseline,266.677,,0.0,1.325,,0.0,0.0,0.0,444848.0
blockedqueens_blockedqueens281449789491,2,0.187,0.146,0.0,0.851,1.0,0.0,0.0,0.0,1481.0
knapsack_items-69,baseline,9.346,,0.0,0.24,,1.0,0.0,0.0,243432.0
RamseyNumbers_03-04-02-SAT,baseline,0.001,,0.0,0.195,,1.0,0.0,0.0,1.0
futoshiki_futoshiki33,baseline,0.008,,0.0,0.208,,0.0,0.0,0.0,0.0
sedfnofix_28_2_C28_4_3_1,2,370.399,12.644,0.0,22.954,1.0,0.0,0.0,0.0,119793.0
blockedqueens-strong_blockedqueens281449790708,baseline,0.059,,0.0,0.914,,0.0,0.0,0.0,516.0
JPEncoding_data100,2,1.415,0.462,0.0,3.515,1.0,1.0,0.0,0.0,7175.0
knapsack_knapsack_4,2,0.147,0.014,0.0,0.347,0.0,1.0,0.0,0.0,11753.0
killer_16-sol92,2,0.006,0.053,0.0,1.113,1.0,1.0,0.0,0.0,6.0
blockedqueens-strong_blockedqueens481721328985,baseline,4.754,,0.0,0.971,,1.0,0.0,0.0,39744.0
blockedqueens_blockedqueens281449796013,2,0.091,0.154,0.0,0.923,1.0,0.0,0.0,0.0,1114.0
sudoku_sudoku,baseline,0.008,,0.0,0.456,,1.0,0.0,0.0,1.0
blockedqueens-strong_blockedqueens481721282821,2,2.036,0.023,0.0,1.43,0.0,1.0,0.0,0.0,17852.0
efpa_23,2,3600.092,1.151,0.0,3.269,1.0,0.0,0.0,1.0,78525580.0
blockedqueens_blockedqueens481721273029,2,1423.197,0.17,0.0,1.254,1.0,0.0,0.0,0.0,1621786.0
quasiGroup3Idempotent_quasiGroupX_11,2,3600.098,5.231,0.0,7.155,1.0,0.0,0.0,1.0,1669735.0
RamseyNumbers_02-09-01-SAT,2,0.0,0.0,0.0,0.172,0.0,1.0,0.0,0.0,1.0
knights_07b,2,0.016,0.25,0.0,1.239,1.0,0.0,0.0,0.0,1.0
ramsey1_03-05-02-SAT,baseline,0.001,,0.0,0.305,,1.0,0.0,0.0,2.0
blackhole_PN-83,baseline,14.961,,0.0,6.046,,1.0,0.0,0.0,174581.0
graphColouring_mug88_25,baseline,0.011,,0.0,0.698,,1.0,0.0,0.0,468.0
blockedqueens_blockedqueens481721286010,baseline,82.638,,0.0,1.099,,0.0,0.0,0.0,152332.0
ramsey2_03-04-02-SAT,baseline,0.001,,0.0,0.243,,1.0,0.0,0.0,1.0
blockedqueens_blockedqueens561860458614,baseline,375.506,,0.0,1.489,,1.0,0.0,0.0,512319.0
blackhole_PN-100,2,1.083,0.283,0.0,4.541,1.0,1.0,0.0,0.0,7991.0
blockedqueens-strong_blockedqueens481721345695,baseline,2.415,,0.0,1.309,,1.0,0.0,0.0,12416.0
knights2_11a,2,8.062,1.429,0.0,5.822,1.0,1.0,0.0,0.0,18808.0
ramsey1_02-04-01-SAT,baseline,0.001,,0.0,0.178,,1.0,0.0,0.0,1.0
blockedqueens-strong_blockedqueens501642402587,2,55.929,0.027,0.0,1.552,0.0,0.0,0.0,0.0,125899.0
blockedqueens-strong_blockedqueens561860535892,baseline,0.034,,0.0,1.671,,0.0,0.0,0.0,0.0
sportsScheduling_12-10-2,baseline,6.29,,0.0,1.667,,1.0,0.0,0.0,37057.0
pegSolitaireTable_pegSolitaire21,2,2.294,0.062,0.0,2.346,0.0,1.0,0.0,0.0,2955.0
killer_16-sol22,baseline,51.206,,0.0,1.373,,1.0,0.0,0.0,178813.0
opd_flener_et_al_tab7_29_35_10,baseline,3600.343,,0.0,6.779,,1.0,0.0,1.0,34378722.0
blackhole_PN-42,2,0.321,0.246,0.0,4.688,1.0,1.0,0.0,0.0,2368.0
golfers3_ord02-5-3-2,baseline,0.006,,0.0,0.765,,1.0,0.0,0.0,3.0
ramsey1_02-09-01-SAT,baseline,0.0,,0.0,0.153,,1.0,0.0,0.0,1.0
golfers2_ord08-17-9-2,2,0.45,0.452,0.0,14.086,0.0,1.0,0.0,0.0,551.0
blockedqueens-strong_blockedqueens501642405538,2,7.963,0.004,0.0,1.41,0.0,0.0,0.0,0.0,29504.0
pegSolitaireState_pegSolitaire13,baseline,12.168,,0.0,10.001,,1.0,0.0,0.0,69873.0
blockedqueens-strong_blockedqueens481721283013,2,83.121,0.031,0.0,1.364,0.0,1.0,0.0,0.0,241006.0
golomb_golomb5,2,0.009,0.246,0.0,0.582,1.0,1.0,0.0,0.0,12.0
nurse_nurse_4,2,0.043,0.0,0.0,0.641,0.0,0.0,0.0,0.0,0.0
knights_30b,2,0.672,17.578,0.0,205.956,,0.0,0.0,0.0,0.0
golfers1_ord10-4-3-3,baseline,0.016,,0.0,1.761,,1.0,0.0,0.0,10.0
quasiGroup3NonIdempotent_quasiGroupX_15,baseline,3600.312,,0.0,7.844,,0.0,0.0,1.0,936073.0
blockedqueens_blockedqueens281449844405,2,0.113,0.136,0.0,2.171,1.0,0.0,0.0,0.0,1117.0
blockedqueens_blockedqueens501642399343,2,817.932,0.202,0.0,1.416,1.0,0.0,0.0,0.0,1257263.0
carSequencing_75,2,3601.365,4.984,0.0,8.81,1.0,0.0,0.0,1.0,2064993.0
carSequencing_48,baseline,155.193,,0.0,3.475,,1.0,0.0,0.0,2739922.0
bibd-implied_puget7,baseline,0.162,,0.0,3.356,,1.0,0.0,0.0,2317.0
bpmp_2254,baseline,128.283,,0.0,2.477,,1.0,0.0,0.0,325173.0
killer_16-sol13,2,0.668,3.478,0.0,5.141,1.0,1.0,0.0,0.0,1509.0
blockedqueens-strong_blockedqueens481721301773,2,9.76,0.014,0.0,1.399,0.0,1.0,0.0,0.0,50295.0
AccordionTable_cards_14_01,baseline,0.07,,0.0,1.476,,0.0,0.0,0.0,0.0
blockedqueens_blockedqueens481721272189,baseline,110.536,,0.0,0.975,,1.0,0.0,0.0,232529.0
opd_puget3,2,8.103,0.218,0.0,1.657,1.0,1.0,0.0,0.0,122740.0
sokoban_New88,baseline,0.002,,0.0,0.453,,1.0,0.0,0.0,29.0
AccordionTable_cards_14_03,2,1.746,0.21,0.0,1.823,1.0,0.0,0.0,0.0,20469.0
magicSequence_magicSequence430,baseline,0.132,,0.0,981.579,,1.0,0.0,0.0,206.0
blackhole_PN-14,2,0.918,0.218,0.0,4.576,1.0,1.0,0.0,0.0,5908.0
blockedqueens-strong_blockedqueens281449794260,baseline,0.143,,0.0,0.914,,1.0,0.0,0.0,1142.0
blockedqueens-strong_blockedqueens501642412768,2,54.727,0.015,0.0,1.539,0.0,1.0,0.0,0.0,143297.0
opd_puget21,baseline,3600.126,,0.0,4.701,,1.0,0.0,1.0,43953220.0
magicSequence_magicSequence250,2,0.063,1.011,0.0,107.361,1.0,1.0,0.0,0.0,206.0
coprime_16,2,1.903,53.348,0.0,284.644,1.0,1.0,0.0,0.0,4234.0
Bombastic_Bombastic14,2,0.01,0.0,0.0,1.024,0.0,1.0,0.0,0.0,1.0
sportsScheduling_12-10-9,2,26.294,0.181,0.0,1.771,1.0,1.0,0.0,0.0,93582.0
killer_16-sol24,2,40.0,4.589,0.0,6.105,1.0,1.0,0.0,0.0,67737.0
nlinkedopt_opt30,2,35.121,2.839,0.0,3.814,1.0,1.0,0.0,0.0,7983.0
pegSolitaireTable_pegSolitaire28,2,0.689,0.04,0.0,1.871,0.0,1.0,0.0,0.0,718.0
blockedqueens_blockedqueens281449802710,baseline,0.141,,0.0,0.666,,0.0,0.0,0.0,1298.0
killer_16-sol43,2,0.001,0.064,0.0,1.257,1.0,1.0,0.0,0.0,2.0
blockedqueens_blockedqueens501642414751,2,891.784,0.202,0.0,1.278,1.0,0.0,0.0,0.0,1608107.0
blockedqueens-strong_blockedqueens281449801776,baseline,0.353,,0.0,0.694,,1.0,0.0,0.0,5850.0
blockedqueens_blockedqueens281449849431,2,0.237,0.146,0.0,1.206,1.0,1.0,0.0,0.0,2022.0
pegSolitaireState_pegSolitaire24,baseline,734.694,,0.0,6.919,,1.0,0.0,0.0,3378232.0
blockedqueens-strong_blockedqueens281449800707,2,0.337,0.022,0.0,0.82,0.0,0.0,0.0,0.0,4794.0
molnars_molnars-2-2,baseline,0.006,,0.0,0.24,,0.0,0.0,0.0,0.0
RamseyNumbers_02-05-01-SAT,baseline,0.0,,0.0,0.213,,1.0,0.0,0.0,1.0
graphColouring_mulsol_i_1,baseline,0.12,,0.0,3.024,,1.0,0.0,0.0,198.0
Bombastic_Bombastic56,baseline,0.013,,0.0,1.422,,1.0,0.0,0.0,44.0
blockedqueens-strong_blockedqueens481721286010,baseline,85.939,,0.0,1.356,,0.0,0.0,0.0,163882.0
blockedqueens-strong_blockedqueens281449793685,baseline,0.15,,0.0,0.879,,0.0,0.0,0.0,1504.0
sonet_sonet1-5,baseline,0.027,,0.0,0.535,,0.0,0.0,0.0,0.0
bpmp_7059,2,54.207,0.939,0.0,5.047,1.0,1.0,0.0,0.0,17847.0
n-queens2_n_queens_24,baseline,0.032,,0.0,0.688,,1.0,0.0,0.0,437.0
blackhole_PN-49,baseline,7.958,,0.0,5.437,,1.0,0.0,0.0,97928.0
pegSolitaireAction_pegSolitaire30,baseline,4.556,,0.0,19.613,,1.0,0.0,0.0,238592.0
RamseyNumbers_02-06-01-SAT,2,0.0,0.0,0.0,0.164,0.0,1.0,0.0,0.0,1.0
blockedqueens_blockedqueens281449797615,2,0.265,0.161,0.0,0.897,1.0,1.0,0.0,0.0,3382.0
opd_flener_et_al_tab7_11_35_10,baseline,0.058,,0.0,1.631,,1.0,0.0,0.0,2633.0
carSequencing_8,2,3600.623,1.604,0.0,4.148,1.0,0.0,0.0,1.0,4854474.0
magicSequence_magicSequence425,2,0.157,1.686,0.0,1110.401,1.0,1.0,0.0,0.0,206.0
AccordionTable_cards_15_01,2,22.284,0.204,0.0,1.669,1.0,0.0,0.0,0.0,151501.0
knapsack_items-76,2,67.841,0.009,0.0,0.416,0.0,1.0,0.0,0.0,1262559.0
opd_flener_et_al_tab7_17_35_10,2,2.25,1.24,0.0,4.717,1.0,1.0,0.0,0.0,42830.0
killer_16-sol6,baseline,0.678,,0.0,1.269,,1.0,0.0,0.0,5260.0
carSequencing_65,baseline,2708.967,,0.0,3.825,,1.0,0.0,0.0,28050190.0
quasiGroup3Idempotent_quasiGroupX_14,2,3600.281,13.105,0.0,16.751,1.0,0.0,0.0,1.0,1144507.0
magicSquare_magicSquare6,baseline,0.053,,0.0,0.405,,1.0,0.0,0.0,1404.0
golfers2_ord03-7-4-2,2,0.019,0.041,0.0,1.583,0.0,1.0,0.0,0.0,23.0
blockedqueens-strong_blockedqueens561860463259,baseline,1068.259,,0.0,1.477,,1.0,0.0,0.0,1694046.0
knights_07b,baseline,3600.022,,0.0,1.188,,0.0,0.0,1.0,13627127.0
knights_06b,baseline,118.745,,0.0,1.2,,1.0,0.0,0.0,487574.0
semigroup_semigroup21,2,0.996,5.914,0.0,38.165,1.0,1.0,0.0,0.0,442.0
molnars_molnars-2-3,baseline,0.007,,0.0,0.256,,0.0,0.0,0.0,0.0
blackhole_PN-3,baseline,4.693,,0.0,5.3,,1.0,0.0,0.0,66714.0
blackhole_PN-41,2,0.561,0.223,0.0,4.984,1.0,1.0,0.0,0.0,3388.0
coprime_18,2,3.993,117.543,0.0,647.422,1.0,1.0,0.0,0.0,4141.0
pegSolitaireState_pegSolitaire3,baseline,33.303,,0.0,10.501,,1.0,0.0,0.0,150237.0
golfers1_ord28-3-6-6,2,3.796,16.179,0.0,58.765,1.0,1.0,0.0,0.0,79.0
futoshiki_futoshiki7,baseline,0.005,,0.0,0.27,,0.0,0.0,0.0,0.0
blockedqueens_blockedqueens281449803342,2,0.055,0.145,0.0,0.841,1.0,1.0,0.0,0.0,443.0
sokoban_New95,2,0.001,0.0,0.0,0.434,0.0,1.0,0.0,0.0,2.0
sportsScheduling_12-10-10,2,4.67,0.232,0.0,1.779,1.0,1.0,0.0,0.0,24164.0
blockedqueens-strong_blockedqueens281449800948,baseline,0.106,,0.0,0.743,,1.0,0.0,0.0,1727.0
blockedqueens-strong_blockedqueens281449802710,2,0.071,0.003,0.0,1.294,0.0,0.0,0.0,0.0,839.0
opd_flener_et_al_10_325_100,2,3600.44,4.938,0.0,13.583,1.0,1.0,0.0,1.0,23525391.0
bpmp_7661,2,87.106,0.94,0.0,5.212,1.0,1.0,0.0,0.0,25751.0
ramsey1_03-05-02-SAT,2,0.0,0.0,0.0,0.234,0.0,1.0,0.0,0.0,2.0
blockedqueens-strong_blockedqueens481721243039,baseline,1.255,,0.0,1.396,,0.0,0.0,0.0,5528.0
killer_16-sol13,baseline,0.824,,0.0,1.366,,1.0,0.0,0.0,4457.0
AccordionTable_cards_13_03,2,0.279,0.207,0.0,1.478,1.0,0.0,0.0,0.0,3491.0
efpa_2,baseline,24.821,,0.0,2.422,,0.0,0.0,0.0,180977.0
quasiGroup3Idempotent_quasiGroupX_16,baseline,3600.212,,0.0,4.72,,0.0,0.0,1.0,1301245.0
sudoku_sudoku14,2,0.001,0.003,0.0,0.579,0.0,1.0,0.0,0.0,4.0
PlottingModelA_5_5_3_seed15_20_3,2,,10.784,0.0,1200.005,1.0,,1.0,,
graphColouring_games120,baseline,0.03,,0.0,0.976,,1.0,0.0,0.0,121.0
carSequencing_65,2,3601.683,4.151,0.0,8.419,1.0,0.0,0.0,1.0,3781129.0
graphColouring_mug100_1,baseline,0.023,,0.0,0.852,,1.0,0.0,0.0,663.0
graphColouring_1-FullIns_4,baseline,0.177,,0.0,1.044,,1.0,0.0,0.0,4339.0
knights_09b,baseline,3600.064,,0.0,2.405,,0.0,0.0,1.0,11964126.0
blockedqueens-strong_blockedqueens481721291338,baseline,28.562,,0.0,1.418,,1.0,0.0,0.0,85223.0
carSequencing_4,baseline,3600.124,,0.0,2.346,,0.0,0.0,1.0,108137331.0
quasiGroup6_quasiGroupX_19,baseline,3600.11,,0.0,4.747,,0.0,0.0,1.0,4646725.0
futoshiki_futoshiki4,baseline,0.008,,0.0,0.187,,0.0,0.0,0.0,0.0
bpmp_8848,2,161.297,0.898,0.0,4.923,1.0,1.0,0.0,0.0,44112.0
blockedqueens-strong_blockedqueens501642421871,2,10.436,0.023,0.0,1.408,0.0,1.0,0.0,0.0,50364.0
bibd_puget18,baseline,0.182,,0.0,3.195,,1.0,0.0,0.0,979.0
quasiGroup3Idempotent_quasiGroupX_19,2,,,0.0,1200.001,1.0,,1.0,,
ramsey2_03-03-01-SAT,baseline,0.0,,0.0,0.177,,1.0,0.0,0.0,1.0
blockedqueens-strong_blockedqueens281449800566,2,0.109,0.012,0.0,0.842,0.0,1.0,0.0,0.0,935.0
futoshiki_futoshiki42,baseline,0.001,,0.0,0.259,,1.0,0.0,0.0,5.0
blockedqueens-strong_blockedqueens501642426889,baseline,4.17,,0.0,1.37,,0.0,0.0,0.0,17686.0
stilllife_mdsl_13,baseline,3600.011,,0.0,1.609,,1.0,0.0,1.0,51557020.0
opd_puget2,baseline,6.946,,0.0,2.046,,1.0,0.0,0.0,157387.0
handball7_10,2,22.316,0.804,0.0,8.228,1.0,1.0,0.0,0.0,85725.0
blockedqueens-strong_blockedqueens481721258111,baseline,0.187,,0.0,1.085,,0.0,0.0,0.0,0.0
PlottingModelB_5_5_3_seed15_7_7,baseline,3.425,,0.0,7.417,,1.0,0.0,0.0,51108.0
blockedqueens-strong_blockedqueens501642413357,2,129.654,0.023,0.0,1.561,0.0,1.0,0.0,0.0,259721.0
killer_16-sol41,baseline,0.13,,0.0,1.129,,1.0,0.0,0.0,668.0
sonet_sonet6-5,2,3600.013,0.029,0.0,0.778,0.0,1.0,0.0,1.0,61101198.0
pegSolitaireAction_pegSolitaire3_3,2,4.909,8.931,0.0,27.567,1.0,1.0,0.0,0.0,252757.0
blockedqueens_blockedqueens501642408305,2,152.677,0.243,0.0,1.401,1.0,0.0,0.0,0.0,245200.0
blockedqueens_blockedqueens481721303889,2,12.98,0.195,0.0,1.275,1.0,0.0,0.0,0.0,36226.0
killer_16-sol98,baseline,244.248,,0.0,1.28,,1.0,0.0,0.0,694585.0
knights2_07b,2,0.041,0.373,0.0,2.06,1.0,0.0,0.0,0.0,1.0
blockedqueens_blockedqueens561860478851,baseline,0.025,,0.0,0.895,,0.0,0.0,0.0,0.0
blockedqueens-strong_blockedqueens481721286911,baseline,56.629,,0.0,1.362,,0.0,0.0,0.0,123021.0
opd_small_bibd_08_28_14,2,24.239,0.28,0.0,1.829,1.0,1.0,0.0,0.0,419791.0
sportsScheduling_12-10-7,baseline,51.617,,0.0,1.56,,1.0,0.0,0.0,230105.0
killer_16-sol97,2,0.278,2.854,0.0,4.269,1.0,1.0,0.0,0.0,428.0
pegSolitaireState_pegSolitaire24,2,99.555,1.216,0.0,9.091,1.0,1.0,0.0,0.0,91914.0
Bombastic_Bombastic66,2,0.009,0.0,0.0,1.27,0.0,1.0,0.0,0.0,1.0
blockedqueens_blockedqueens481721243211,2,19.418,0.197,0.0,1.337,1.0,0.0,0.0,0.0,76846.0
bpmp_7059,baseline,164.635,,0.0,1.459,,1.0,0.0,0.0,559243.0
futoshiki_futoshiki11,baseline,0.007,,0.0,0.164,,0.0,0.0,0.0,0.0
sudoku_sudoku28,2,0.001,0.01,0.0,0.558,0.0,1.0,0.0,0.0,5.0
opd_flener_et_al_tab5_10_15_06,2,0.113,0.273,0.0,1.449,1.0,1.0,0.0,0.0,2079.0
blockedqueens_blockedqueens281449791733,2,0.193,0.141,0.0,0.843,1.0,1.0,0.0,0.0,1489.0
blockedqueens_blockedqueens561860458238,2,156.351,0.18,0.0,1.343,1.0,1.0,0.0,0.0,248915.0
opd_flener_et_al_tab3_10_33_15,baseline,3600.032,,0.0,2.041,,1.0,0.0,1.0,81891685.0
blackhole_PN-1,2,0.635,0.241,0.0,7.067,1.0,1.0,0.0,0.0,5000.0
blockedqueens-strong_blockedqueens561860463259,2,1748.169,0.024,0.0,1.769,0.0,1.0,0.0,0.0,1694046.0
opd_puget24,2,3600.22,1.969,0.0,6.089,1.0,1.0,0.0,1.0,8331808.0
blockedqueens-strong_blockedqueens481721284464,2,118.945,0.005,0.0,1.377,0.0,1.0,0.0,0.0,251872.0
blackhole_PN-52,2,0.863,0.261,0.0,5.317,1.0,1.0,0.0,0.0,6687.0
blockedqueens_blockedqueens281449803749,2,0.229,0.116,0.0,0.805,1.0,1.0,0.0,0.0,2034.0
blockedqueens-strong_blockedqueens481721237798,2,10.646,0.017,0.0,1.454,0.0,0.0,0.0,0.0,51265.0
blockedqueens-strong_blockedqueens281449843413,baseline,0.175,,0.0,0.821,,0.0,0.0,0.0,986.0
carSequencing_14,baseline,3600.211,,0.0,3.696,,0.0,0.0,1.0,41617734.0
PlottingModelB_5_5_3_seed15_16_9,baseline,0.084,,0.0,9.544,,1.0,0.0,0.0,169.0
PlottingModelB_5_5_3_seed15_9_9,2,,,0.0,1200.002,1.0,,1.0,,
blockedqueens_blockedqueens281449802306,baseline,0.572,,0.0,0.672,,1.0,0.0,0.0,6487.0
golfers3_ord10-4-3-3,2,0.264,0.457,0.0,2.106,1.0,1.0,0.0,0.0,10.0
knapsack_items-88,2,0.755,0.004,0.0,0.432,0.0,1.0,0.0,0.0,25396.0
coprime_22,baseline,,,0.0,1200.001,,,1.0,,
sudoku_sudoku22,2,0.006,0.001,0.0,0.523,0.0,1.0,0.0,0.0,2.0
nlinkedopt_opt18,baseline,24.774,,0.0,0.966,,1.0,0.0,0.0,46732.0
carSequencing_18,baseline,10.419,,0.0,4.136,,1.0,0.0,0.0,181798.0
sudoku_sudoku9,2,0.001,0.002,0.0,0.47,0.0,1.0,0.0,0.0,3.0
opd_toy_bibd_10_37_14,baseline,0.079,,0.0,1.385,,1.0,0.0,0.0,3458.0
PlottingModelA_5_5_3_seed15_15_7,baseline,0.091,,0.0,22.304,,1.0,0.0,0.0,20.0
carSequencing_77,baseline,3600.256,,0.0,3.503,,0.0,0.0,1.0,34697538.0
bpmp_1176,2,266.886,1.185,0.0,5.843,1.0,1.0,0.0,0.0,73742.0
RamseyNumbers_03-08-01-SAT,baseline,0.0,,0.0,0.143,,1.0,0.0,0.0,1.0
pegSolitaireTable_pegSolitaire24,baseline,68.312,,0.0,2.257,,1.0,0.0,0.0,66056.0
blockedqueens_blockedqueens481721277165,baseline,97.063,,0.0,1.035,,1.0,0.0,0.0,290490.0
molnars_molnars-2-10,2,0.03,1.137,0.0,1.474,1.0,0.0,0.0,0.0,0.0
