Problem,Policy,Num_cons,thresh_overlap,SolverTotalTime,TabulationTime,SavileRowClauseOut,SolverSolveTime,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverNodes,SolverTimeOut,SolverSolutionsFound,SolverSetupTime
carSequencing_58,Sets,1,0.0,,,0.0,,1200.001,,1.0,,,,
blockedqueens-strong_blockedqueens481721286837,Sets,1,0.75,0.022505,0.009,0.0,0.0,1.112,0.0,0.0,0.0,0.0,0.0,0.0
carSequencing_8,Sets,3,0.5,,,0.0,,1200.002,,1.0,,,,
sokoban_New55,Sets,1,0.5,0.105642,0.238,0.0,0.035918,0.865,1.0,0.0,2.0,0.0,1.0,0.005561
carSequencing_55,Sets,2,0.75,3590.74,320.321,0.0,3590.5,322.387,0.0,0.0,42395190.0,1.0,0.0,0.009878
futoshiki_futoshiki35,Sets,2,0.5,0.000868,0.01,0.0,1.5e-05,0.236,0.0,0.0,0.0,0.0,0.0,4.8e-05
pegSolitaireTable_pegSolitaire3_43,baseline,-1,-1.0,23.9536,,0.0,23.8544,1.579,1.0,0.0,155794.0,0.0,1.0,0.012847
blockedqueens_blockedqueens501642406727,baseline,-1,-1.0,3591.05,,0.0,3591.01,1.027,0.0,0.0,31872505.0,1.0,0.0,9.3e-05
pegSolitaireTable_pegSolitaire4_44,Sets,2,0.5,0.737671,0.047,0.0,0.623947,2.11,1.0,0.0,3429.0,0.0,1.0,0.015184
sudoku_sudoku48,Sets,1,1.0,0.035383,0.035,0.0,0.034621,0.457,1.0,0.0,2.0,0.0,1.0,0.000145
quasiGroup3NonIdempotent_quasiGroupX_21,Sets,3,0.5,,,0.0,,1200.002,,1.0,,,,
golomb_golomb9,Sets,2,1.0,0.289915,0.899,0.0,0.283512,1.637,1.0,0.0,7288.0,0.0,10.0,0.000523
pegSolitaireTable_pegSolitaire3_35,Sets,1,1.0,0.411119,1.836,0.0,0.309012,3.405,1.0,0.0,1846.0,0.0,1.0,0.01265
ramsey2_03-08-02-SAT,Sets,3,0.75,0.039299,0.001,0.0,0.0393,0.511,1.0,0.0,1.0,0.0,1.0,0.0
killer_16-sol40,Sets,2,0.0,,326.847,0.0,,382.488,,0.0,,1.0,,
pegSolitaireTable_pegSolitaire3_28,Sets,2,0.0,0.118017,5.703,0.0,0.037092,7.198,1.0,0.0,79.0,0.0,1.0,0.007546
bpmp_7326,Sets,2,0.0,24.2556,27.575,0.0,24.0954,28.963,1.0,0.0,621023.0,0.0,1.0,0.015059
blockedqueens-strong_blockedqueens281449801635,2,-1,-1.0,0.436645,0.003,0.0,0.416076,0.804,1.0,0.0,6119.0,0.0,1.0,0.000504
peaceableArmyOfQueens2_peaceableArmyQueens5,Sets,1,1.0,0.048279,3.284,0.0,0.044547,4.258,1.0,0.0,1870.0,0.0,4.0,0.000678
killer_16-sol14,Sets,3,0.75,3591.3,11.265,0.0,3591.24,12.464,0.0,0.0,58427298.0,1.0,0.0,0.000921
blockedqueens_blockedqueens501642437221,baseline,-1,-1.0,3590.76,,0.0,3590.72,1.086,0.0,0.0,36194391.0,1.0,0.0,0.0
pegSolitaireTable_pegSolitaire24,Sets,3,0.25,69.7633,0.03,0.0,69.6513,1.911,1.0,0.0,434039.0,0.0,1.0,0.01403
sokoban_New18,Sets,1,0.75,0.035952,0.038,0.0,0.034945,0.813,1.0,0.0,2.0,0.0,1.0,0.000204
magicSequence_magicSequence50,Sets,1,0.0,0.036746,0.267,0.0,0.034341,0.581,1.0,0.0,1.0,0.0,1.0,0.000768
golomb_golomb5,Sets,1,0.75,0.013488,0.265,0.0,0.000586,0.578,1.0,0.0,7.0,0.0,2.0,0.001391
sportsScheduling_12-10-5,Sets,3,1.0,2108.97,4.002,0.0,2108.93,5.097,1.0,0.0,41037857.0,0.0,1.0,0.0
sonet2_sonet7,Sets,3,0.75,3591.09,11.055,0.0,3591.09,11.821,0.0,0.0,275506827.0,1.0,0.0,0.000642
blockedqueens-strong_blockedqueens281449801274,Sets,1,0.0,0.769534,0.117,0.0,0.753305,0.776,1.0,0.0,12816.0,0.0,1.0,0.001255
golfers3_ord20-6-9-4,Sets,1,0.25,,,0.0,,1200.002,,1.0,,,,
quasiGroup7_quasiGroupX_20,Sets,2,0.25,3590.83,35.321,0.0,3590.49,39.449,0.0,0.0,28723785.0,1.0,0.0,0.005011
blockedqueens_blockedqueens281449800373,Sets,1,0.0,1.0983,0.346,0.0,1.08299,1.002,0.0,0.0,18725.0,0.0,0.0,0.000973
opd_flener_et_al_tab1_10_15_06,Sets,1,0.75,0.339989,5.86,0.0,0.033421,7.103,1.0,0.0,1420.0,0.0,5.0,0.035941
opd_puget20,Sets,2,0.5,3590.24,42.426,0.0,3588.2,45.009,1.0,0.0,150096789.0,1.0,5.0,0.28351
blockedqueens-strong_blockedqueens501642436525,Sets,2,0.0,783.259,1.079,0.0,783.192,2.311,1.0,0.0,6109031.0,0.0,1.0,0.002615
pegSolitaireAction_pegSolitaire3_3,baseline,-1,-1.0,37.774,,0.0,37.3924,13.507,1.0,0.0,133564.0,0.0,1.0,0.059264
knapsack_items-78,Sets,2,0.75,1478.74,0.083,0.0,1478.74,0.391,1.0,0.0,266913629.0,0.0,102.0,0.0
opd_flener_et_al_tab6_10_31_22,Sets,3,0.75,1528.05,18.263,0.0,1528.02,19.977,1.0,0.0,176195180.0,0.0,8.0,0.003678
sonet_sonet2-5,Sets,1,0.75,3590.83,0.374,0.0,3590.83,0.925,1.0,0.0,840557344.0,1.0,1.0,3.7e-05
graphColouring_le450_25a,Sets,1,1.0,2.84309,4.606,0.0,0.309097,9.362,1.0,0.0,876.0,0.0,4.0,0.018734
sonet2_sonet2-4,Sets,1,0.75,22.9827,0.755,0.0,22.6004,1.733,1.0,0.0,832813.0,0.0,2.0,0.048253
pegSolitaireTable_pegSolitaire35,Sets,2,0.75,0.029843,0.002,0.0,0.000189,1.125,0.0,0.0,0.0,0.0,0.0,0.000653
blockedqueens_blockedqueens281449849062,Sets,3,0.0,,,0.0,,1200.003,,1.0,,,,
sokoban_New73,Sets,1,0.75,1.68929,1.757,0.0,0.050107,3.114,1.0,0.0,985.0,0.0,1.0,0.140636
blackhole_PN-35,Sets,1,1.0,192.824,51.486,0.0,143.868,60.539,1.0,0.0,67190.0,0.0,1.0,1.09854
coprime_8,Sets,2,0.5,,,0.0,,1200.003,,1.0,,,,
sonet2_sonet2,Sets,1,0.25,26.6131,0.856,0.0,26.1531,1.823,1.0,0.0,961167.0,0.0,1.0,0.064944
blockedqueens_blockedqueens281449791905,Sets,1,0.5,0.093182,0.278,0.0,0.080524,0.914,1.0,0.0,909.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens281449838446,Sets,2,0.5,0.520505,0.029,0.0,0.500008,0.834,0.0,0.0,7829.0,0.0,0.0,0.001407
bibd-implied_puget6,Sets,2,1.0,0.668817,27.304,0.0,0.044916,29.621,1.0,0.0,276.0,0.0,1.0,0.076337
waterBucket_waterBucket3,Sets,2,1.0,0.546275,3.408,0.0,0.52016,3.887,1.0,0.0,61061.0,0.0,1.0,0.000648
sokoban_New47,Sets,3,0.25,0.040936,0.004,0.0,0.040239,0.348,1.0,0.0,2.0,0.0,1.0,0.000185
blockedqueens_blockedqueens481721328100,Sets,2,0.25,665.343,6.469,0.0,665.294,7.583,1.0,0.0,4292498.0,0.0,1.0,0.001049
sokoban_New12,Sets,3,0.25,1.10546,4.211,0.0,0.029951,5.179,1.0,0.0,32.0,0.0,1.0,0.106485
carSequencing_6,Sets,2,0.75,3590.73,21.447,0.0,3590.62,22.956,0.0,0.0,54118653.0,1.0,0.0,0.00451
blockedqueens_blockedqueens501642413461,Sets,1,0.0,569.489,0.938,0.0,569.433,2.015,0.0,0.0,4685088.0,0.0,0.0,0.002173
bpmp_3237,2,-1,-1.0,136.811,1.791,0.0,136.773,3.276,1.0,0.0,602902.0,0.0,1.0,0.003445
blockedqueens-strong_blockedqueens481721256459,Sets,3,0.0,1659.98,0.477,0.0,1659.93,1.469,0.0,0.0,15887338.0,0.0,0.0,0.001874
graphColouring_myciel4,Sets,2,1.0,0.009584,0.421,0.0,0.009247,0.724,1.0,0.0,5917.0,0.0,1.0,0.000217
quasiGroup5NonIdempotent_quasiGroupX_22,Sets,2,1.0,3590.96,78.533,0.0,3589.52,84.629,0.0,0.0,25642016.0,1.0,0.0,0.028449
carSequencing_1,Sets,1,0.5,0.234908,12.878,0.0,0.049676,14.463,1.0,0.0,81.0,0.0,1.0,0.006002
golomb_golomb7,2,-1,-1.0,0.091748,1.13,0.0,0.014803,1.819,1.0,0.0,201.0,0.0,4.0,0.007824
killer_16-sol29,Sets,1,0.25,1238.57,5.801,0.0,1235.88,7.913,1.0,0.0,9068833.0,0.0,1.0,0.229607
killer_16-sol46,Sets,2,0.0,,,0.0,,1200.003,,1.0,,,,
blockedqueens-strong_blockedqueens281449837905,Sets,3,0.5,0.432069,0.02,0.0,0.412749,0.827,1.0,0.0,8353.0,0.0,1.0,0.001374
blockedqueens_blockedqueens281449787988,Sets,3,0.5,0.05759,16.064,0.0,0.044477,16.743,0.0,0.0,874.0,0.0,0.0,0.0
futoshiki_futoshiki42,Sets,2,0.25,0.078629,0.415,0.0,0.031099,0.698,1.0,0.0,5.0,0.0,1.0,0.006654
blockedqueens_blockedqueens501642451447,Sets,3,0.5,3591.02,122.55,0.0,3590.97,123.589,0.0,0.0,32297756.0,1.0,0.0,0.001112
graphColouring_mulsol_i_2,Sets,2,0.25,0.996709,54.173,0.0,0.02671,57.226,1.0,0.0,189.0,0.0,1.0,0.004565
nlinkedseq_nlinkedseq-70-60,Sets,1,0.25,3590.8,0.432,0.0,3590.79,0.838,0.0,0.0,30968496.0,1.0,0.0,2.2e-05
bibd-implied_puget4,Sets,3,0.0,,,0.0,,1200.002,,1.0,,,,
quasiGroup4NonIdempotent_quasiGroupX_25,Sets,2,0.25,,,0.0,,1200.001,,1.0,,,,
ramsey2_02-05-01-SAT,Sets,3,0.0,0.045412,0.009,0.0,0.04509,0.276,1.0,0.0,1.0,0.0,1.0,4.8e-05
golfers3_ord05-11-6-2,Sets,1,0.5,3.72264,15.906,0.0,0.038655,21.625,1.0,0.0,101.0,0.0,1.0,0.113635
magicSequence_magicSequence350,Sets,2,0.0,0.146488,1.216,0.0,0.038786,464.825,1.0,0.0,1.0,0.0,1.0,0.008304
pegSolitaireState_pegSolitaire2_14,Sets,1,1.0,651.007,122.836,0.0,650.168,128.927,1.0,0.0,741179.0,0.0,1.0,0.095965
quasiGroup3NonIdempotent_quasiGroupX_21,Sets,1,0.75,3590.27,218.354,0.0,3586.15,234.701,0.0,0.0,9125433.0,1.0,0.0,0.180102
sokoban_New68,Sets,2,0.0,3.76507,4.157,0.0,0.035499,5.655,1.0,0.0,5.0,0.0,1.0,0.337501
knapsack_items-56,Sets,3,0.75,1155.73,0.013,0.0,1155.73,0.307,1.0,0.0,281229746.0,0.0,99.0,0.0
blockedqueens_blockedqueens501642448840,Sets,2,0.0,3588.86,63.732,0.0,3584.76,65.919,0.0,0.0,236874.0,1.0,0.0,0.19852
blockedqueens_blockedqueens481721327521,Sets,1,0.5,71.8211,0.62,0.0,71.7743,1.701,1.0,0.0,633563.0,0.0,1.0,0.002102
carSequencing_78,Sets,1,0.0,,,0.0,,1200.001,,1.0,,,,
pegSolitaireState_pegSolitaire40,Sets,2,1.0,0.0055,0.019,0.0,0.000202,1.94,0.0,0.0,0.0,0.0,0.0,0.000453
handball7_10,Sets,1,0.0,,,0.0,,1200.002,,1.0,,,,
bpmp_3237,Sets,1,0.5,75.1324,3.09,0.0,75.0924,4.417,1.0,0.0,2954902.0,0.0,1.0,0.00436
sonet_sonet3-4,Sets,1,0.5,3591.47,1.339,0.0,3591.46,2.785,1.0,0.0,335601202.0,1.0,2.0,0.000881
nlinkedopt_opt28,Sets,3,0.25,3591.09,5.539,0.0,3591.09,5.842,1.0,0.0,669920143.0,1.0,23.0,0.000376
futoshiki_futoshiki36,Sets,1,0.5,0.0,0.003,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
coprime_16,baseline,-1,-1.0,764.855,,0.0,647.706,495.917,1.0,0.0,173896.0,0.0,1.0,0.049615
PlottingModelA_5_5_3_seed15_16_9,Sets,2,1.0,,,0.0,,1200.002,,1.0,,,,
pegSolitaireTable_pegSolitaire18,Sets,1,0.0,3.61735,2.848,0.0,3.43643,4.654,1.0,0.0,18161.0,0.0,1.0,0.028557
futoshiki_futoshiki14,Sets,2,0.75,0.000793,0.007,0.0,2.6e-05,0.177,0.0,0.0,0.0,0.0,0.0,9.1e-05
ramsey1_02-03-01-SAT,Sets,1,0.75,0.042,0.002,0.0,0.041502,0.173,1.0,0.0,1.0,0.0,1.0,7.1e-05
blockedqueens_blockedqueens501642459271,Sets,2,0.5,2551.11,6.149,0.0,2551.06,7.231,0.0,0.0,20728667.0,0.0,0.0,0.001022
blockedqueens_blockedqueens561860555812,Sets,3,1.0,3590.84,0.026,0.0,3590.78,1.314,0.0,0.0,26576797.0,1.0,0.0,0.000167
blockedqueens_blockedqueens561860549212,baseline,-1,-1.0,3590.83,,0.0,3590.77,1.262,0.0,0.0,25290205.0,1.0,0.0,0.000309
blackhole_PN-48,Sets,3,0.5,,,0.0,,1200.002,,1.0,,,,
opd_flener_et_al_tab7_9_35_10,Sets,1,0.5,2.59804,18.094,0.0,0.650632,20.701,1.0,0.0,38989.0,0.0,8.0,0.24903
sonet_sonet2,Sets,2,0.25,3590.91,1.81,0.0,3590.91,2.432,1.0,0.0,412658641.0,1.0,2.0,0.000783
JPEncoding_data900,Sets,2,1.0,3590.4,311.227,0.0,3587.46,330.928,1.0,0.0,4235270.0,1.0,255.0,0.043813
sokoban_New99,2,-1,-1.0,1.56776,1.239,0.0,0.030958,2.419,1.0,0.0,7.0,0.0,1.0,0.125432
bibd_bibd-miguel-hard,Sets,2,0.25,25.4543,31.821,0.0,23.6346,34.172,1.0,0.0,111549.0,0.0,1.0,0.218218
blockedqueens-strong_blockedqueens481721328100,Sets,2,0.75,631.358,0.013,0.0,631.294,1.311,1.0,0.0,4292498.0,0.0,1.0,0.001643
golfers2_ord09-19-10-2,Sets,2,0.25,1.25067,559.843,0.0,0.06459,575.262,1.0,0.0,777.0,0.0,1.0,0.201762
pegSolitaireState_pegSolitaire46,Sets,1,0.75,0.006912,0.009,0.0,0.000183,1.879,0.0,0.0,0.0,0.0,0.0,0.000691
blockedqueens_blockedqueens561860549212,Sets,2,0.5,2506.84,5.732,0.0,2506.79,6.63,1.0,0.0,13442487.0,0.0,1.0,9.7e-05
ramsey1_03-04-01-SAT,Sets,3,1.0,0.040743,0.006,0.0,0.040746,0.155,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens281449801274,Sets,3,0.25,0.811922,0.037,0.0,0.791739,0.734,1.0,0.0,12816.0,0.0,1.0,0.000627
blockedqueens-strong_blockedqueens481721259269,Sets,3,0.0,505.367,0.578,0.0,505.3,2.137,0.0,0.0,3816833.0,0.0,0.0,0.002939
quasiGroup3Idempotent_quasiGroupX_13,Sets,3,1.0,,,0.0,,1200.002,,1.0,,,,
sokoban_New77,baseline,-1,-1.0,0.040912,,0.0,0.040868,0.501,1.0,0.0,1.0,0.0,1.0,2.7e-05
knapsack_items-52,Sets,3,0.25,2580.86,0.008,0.0,2580.86,0.251,1.0,0.0,742331786.0,0.0,198.0,0.000255
blockedqueens-strong_blockedqueens281449795040,Sets,2,1.0,0.625353,0.021,0.0,0.604745,0.827,0.0,0.0,8783.0,0.0,0.0,0.001623
JPEncoding_data900,Sets,3,0.25,,,0.0,,1200.001,,1.0,,,,
blockedqueens_blockedqueens501642408305,Sets,1,1.0,3119.98,0.918,0.0,3119.93,1.921,0.0,0.0,25940942.0,0.0,0.0,0.002084
graphColouring_inithx_i_2,Sets,2,0.5,,,0.0,,1200.001,,1.0,,,,
blockedqueens_blockedqueens281449788117,Sets,2,0.5,0.199623,5.026,0.0,0.186707,5.733,0.0,0.0,3045.0,0.0,0.0,0.0
blackhole_PN-15,Sets,3,0.25,,,0.0,,1200.002,,1.0,,,,
handball7_04,Sets,2,0.25,,,0.0,,1200.001,,1.0,,,,
bibd_puget6,Sets,2,0.25,5.60265,24.758,0.0,0.068429,27.015,1.0,0.0,525.0,0.0,1.0,0.80712
golfers2_ord01-3-2-2,Sets,1,1.0,0.036394,0.017,0.0,0.035919,0.391,1.0,0.0,1.0,0.0,1.0,7e-05
killer_16-sol8,baseline,-1,-1.0,2.31865,,0.0,2.20907,1.357,1.0,0.0,25407.0,0.0,1.0,0.000521
golfers1_ord13-5-8-3,Sets,2,0.5,,,0.0,,1200.002,,1.0,,,,
quasiGroup6_quasiGroupX_21,Sets,1,0.75,3590.44,3.982,0.0,3589.95,9.075,0.0,0.0,12996484.0,1.0,0.0,0.008039
PlottingModelA_5_5_3_seed15_20_3,Sets,3,0.25,,,0.0,,1200.002,,1.0,,,,
quasiGroup4NonIdempotent_quasiGroupX_16,Sets,2,0.75,,,0.0,,1200.144,,1.0,,,,
blockedqueens-strong_blockedqueens561860549734,Sets,2,1.0,310.929,0.032,0.0,310.836,1.757,0.0,0.0,1723546.0,0.0,0.0,0.002669
carSequencing_34,Sets,2,1.0,30.7453,308.037,0.0,30.5409,310.26,1.0,0.0,1208390.0,0.0,1.0,0.007125
PlottingModelB_5_5_3_seed15_15_7,Sets,3,0.25,,,0.0,,1200.002,,1.0,,,,
blockedqueens_blockedqueens281449800045,Sets,1,0.75,0.059686,0.488,0.0,0.04352,1.236,1.0,0.0,52.0,0.0,1.0,0.0
killer_16-sol80,Sets,3,0.25,11.4972,161.775,0.0,11.4298,163.118,1.0,0.0,113347.0,0.0,1.0,0.001018
blockedqueens_blockedqueens481721262093,Sets,3,0.75,3591.05,0.025,0.0,3591.02,1.13,0.0,0.0,35730858.0,1.0,0.0,5.3e-05
AccordionTable_cards_11_04,Sets,1,1.0,128.745,7.647,0.0,116.947,10.681,0.0,0.0,292136.0,0.0,0.0,0.940409
pegSolitaireTable_pegSolitaire2_29,Sets,3,0.0,0.158792,89.793,0.0,0.063209,91.642,1.0,0.0,212.0,0.0,1.0,0.010155
pegSolitaireTable_pegSolitaire3_43,Sets,1,0.5,21.6715,1.965,0.0,21.5164,3.453,1.0,0.0,155794.0,0.0,1.0,0.020576
blackhole_PN-56,Sets,3,1.0,225.178,33.417,0.0,217.87,37.875,1.0,0.0,3150262.0,0.0,1.0,0.009255
blackhole_PN-94,Sets,3,0.75,5.71351,31.902,0.0,0.131149,35.281,1.0,0.0,722.0,0.0,1.0,0.009132
knights2_07b,Sets,2,0.75,3590.63,10.286,0.0,3590.54,11.922,0.0,0.0,14321399.0,1.0,0.0,0.003251
graphColouring_1-FullIns_4,Sets,2,0.5,67.3974,23.095,0.0,65.5619,24.439,1.0,0.0,32947.0,0.0,7.0,0.074817
opd_puget23,Sets,2,0.75,0.195749,136.546,0.0,0.038557,139.845,1.0,0.0,1776.0,0.0,5.0,0.011693
handball7_07,Sets,1,0.75,3593.62,64.474,0.0,3592.29,73.746,1.0,0.0,19829985.0,1.0,9.0,0.02262
pegSolitaireState_pegSolitaire44,Sets,2,0.5,0.006722,0.012,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0
handball7_09,Sets,3,1.0,3589.57,28.273,0.0,3587.62,37.388,1.0,0.0,48692869.0,1.0,11.0,0.017807
pegSolitaireTable_pegSolitaire4_44,Sets,2,0.25,0.745095,0.04,0.0,0.632431,1.991,1.0,0.0,3429.0,0.0,1.0,0.014064
futoshiki_futoshiki43,Sets,2,0.25,0.124945,0.716,0.0,0.034332,1.064,1.0,0.0,8.0,0.0,1.0,0.00784
quasiGroup4Idempotent_quasiGroupX_19,Sets,2,1.0,,,0.0,,1200.002,,1.0,,,,
knights_25a,Sets,2,0.5,,,0.0,,1200.002,,1.0,,,,
sudoku_sudoku35,Sets,2,0.5,0.039711,0.051,0.0,0.038809,0.569,1.0,0.0,2.0,0.0,1.0,0.000197
bibd-implied_puget22,Sets,2,0.25,,,0.0,,1202.204,,1.0,,,,
knapsack_items-64,Sets,1,0.5,3585.27,0.08,0.0,3585.27,0.348,1.0,0.0,860399491.0,1.0,77.0,0.000176
Bombastic_Bombastic12,Sets,2,0.0,0.037765,0.023,0.0,0.037766,1.31,1.0,0.0,1.0,0.0,1.0,0.0
graphColouring_mulsol_i_5,Sets,3,0.0,,,0.0,,1200.002,,1.0,,,,
killer_16-sol54,2,-1,-1.0,3590.37,4.099,0.0,3589.93,5.516,0.0,0.0,26779496.0,1.0,0.0,0.022472
peaceableArmyOfQueens2_peaceableArmyQueens8,baseline,-1,-1.0,2992.26,,0.0,2992.25,2.522,1.0,0.0,569085021.0,0.0,9.0,0.003833
blockedqueens-strong_blockedqueens481721302103,baseline,-1,-1.0,910.12,,0.0,910.054,1.447,0.0,0.0,6448072.0,0.0,0.0,0.00193
blockedqueens_blockedqueens501642462206,Sets,3,0.0,,,0.0,,1200.003,,1.0,,,,
efpa_23,Sets,3,1.0,3590.98,11.626,0.0,3590.95,13.369,0.0,0.0,219666372.0,1.0,0.0,0.008078
futoshiki_futoshiki21,Sets,3,0.5,0.000729,0.008,0.0,2.5e-05,0.157,0.0,0.0,0.0,0.0,0.0,8.3e-05
quasiGroup3NonIdempotent_quasiGroupX_12,baseline,-1,-1.0,3590.97,,0.0,3590.82,3.102,0.0,0.0,31565674.0,1.0,0.0,0.007161
sokoban_New11,Sets,1,0.0,0.039807,0.037,0.0,0.03903,0.434,1.0,0.0,3.0,0.0,1.0,0.000175
pegSolitaireTable_pegSolitaire4,Sets,1,1.0,3590.62,3.18,0.0,3590.49,4.95,0.0,0.0,19535350.0,1.0,0.0,0.020254
killer_16-sol61,Sets,3,0.0,,,0.0,,1200.001,,1.0,,,,
sudoku_sudoku28,Sets,1,0.25,0.046833,0.095,0.0,0.044385,0.715,1.0,0.0,5.0,0.0,1.0,0.000616
PlottingModelA_7_7_6_seed15_37_6,Sets,1,0.75,,,0.0,,1200.001,,1.0,,,,
pegSolitaireState_pegSolitaire2_15,Sets,2,1.0,2752.48,109.619,0.0,2752.23,115.903,1.0,0.0,6160545.0,0.0,1.0,0.025537
blackhole_PN-50,Sets,3,0.5,,,0.0,,1200.002,,1.0,,,,
quasiGroup4Idempotent_quasiGroupX_13,Sets,2,0.25,3590.57,293.268,0.0,3589.55,297.028,0.0,0.0,9375741.0,1.0,0.0,0.020038
blockedqueens_blockedqueens281449799895,2,-1,-1.0,0.257728,0.113,0.0,0.231129,0.757,0.0,0.0,4088.0,0.0,0.0,0.00123
blockedqueens-strong_blockedqueens501642447595,Sets,2,1.0,103.879,0.012,0.0,103.82,1.037,1.0,0.0,942564.0,0.0,1.0,0.00301
blockedqueens_blockedqueens481721256440,Sets,2,0.0,3588.59,61.657,0.0,3584.4,63.924,0.0,0.0,257132.0,1.0,0.0,0.192332
golfers2_ord09-19-10-2,Sets,1,0.25,0.429405,348.035,0.0,0.066724,363.334,1.0,0.0,777.0,0.0,1.0,0.06351
pegSolitaireTable_pegSolitaire3_5,2,-1,-1.0,26.4369,0.043,0.0,26.312,2.038,1.0,0.0,100333.0,0.0,1.0,0.017303
RamseyNumbers_02-08-01-SAT,Sets,2,0.75,0.038216,0.001,0.0,0.038218,0.13,1.0,0.0,1.0,0.0,1.0,0.0
sonet2_sonet6-5,Sets,2,0.0,,169.84,0.0,,170.596,,0.0,,1.0,,
pegSolitaireState_pegSolitaire40,Sets,2,0.0,0.005816,0.01,0.0,0.000145,1.829,0.0,0.0,0.0,0.0,0.0,8.4e-05
Bombastic_Bombastic64,baseline,-1,-1.0,0.05575,,0.0,0.055753,1.316,1.0,0.0,1.0,0.0,1.0,0.0
blackhole_PN-67,Sets,2,0.5,,,0.0,,1200.003,,1.0,,,,
coprime_15,Sets,3,0.25,,,0.0,,1580.361,,1.0,,,,
blockedqueens_blockedqueens481721324881,Sets,1,0.5,150.248,0.994,0.0,150.201,2.082,1.0,0.0,1231332.0,0.0,1.0,0.001961
AccordionTable_cards_15_04,Sets,1,0.75,3587.53,9.747,0.0,3573.81,13.775,0.0,0.0,7824145.0,1.0,0.0,0.954486
golfers3_ord20-6-9-4,Sets,3,0.75,,,0.0,,1200.005,,1.0,,,,
graphColouring_2-Insertions_3,Sets,2,0.5,3.54068,0.998,0.0,3.505,1.382,1.0,0.0,89232.0,0.0,1.0,0.00163
blackhole_PN-11,Sets,3,0.5,,,0.0,,1200.006,,1.0,,,,
efpa_2,Sets,3,0.0,,,0.0,,1200.001,,1.0,,,,
blockedqueens-strong_blockedqueens501642420886,Sets,2,0.0,752.629,1.708,0.0,752.547,3.317,0.0,0.0,4680495.0,0.0,0.0,0.004347
blockedqueens_blockedqueens481721326070,Sets,3,0.0,,,0.0,,1200.003,,1.0,,,,
RamseyNumbers_04-05-02-SAT,baseline,-1,-1.0,0.037552,,0.0,0.037554,0.137,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens_blockedqueens481721324483,Sets,3,0.75,2076.48,0.025,0.0,2076.45,1.054,1.0,0.0,25179322.0,0.0,1.0,0.000997
knapsack_items-51,Sets,1,0.75,124.436,0.069,0.0,124.435,0.276,1.0,0.0,36651467.0,0.0,71.0,0.000132
futoshiki_futoshiki31,Sets,1,0.25,0.0,0.003,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0
graphColouring_ash331GPIA,Sets,1,0.0,1105.19,42.728,0.0,1104.13,45.638,1.0,0.0,10913536.0,0.0,7.0,0.055771
Bombastic_Bombastic13,Sets,3,0.5,0.039514,0.002,0.0,0.039516,1.217,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens481721302528,Sets,1,0.25,133.037,0.402,0.0,132.981,1.537,0.0,0.0,1001930.0,0.0,0.0,0.001964
blockedqueens-strong_blockedqueens561860463594,Sets,1,0.75,0.031896,0.003,0.0,5.1e-05,1.136,0.0,0.0,0.0,0.0,0.0,0.000153
blockedqueens-strong_blockedqueens481721326807,Sets,3,0.25,161.977,0.017,0.0,161.914,1.256,1.0,0.0,1366710.0,0.0,1.0,0.002412
sokoban_New44,baseline,-1,-1.0,0.072873,,0.0,0.069725,0.814,1.0,0.0,13.0,0.0,1.0,0.000881
pegSolitaireAction_pegSolitaire43,Sets,3,0.5,0.007637,0.002,0.0,0.000215,5.811,0.0,0.0,0.0,0.0,0.0,0.000612
blockedqueens-strong_blockedqueens281449802061,baseline,-1,-1.0,0.864407,,0.0,0.844791,0.787,1.0,0.0,12355.0,0.0,1.0,0.000557
blockedqueens_blockedqueens501642437875,Sets,2,0.0,3589.06,78.291,0.0,3584.74,80.665,0.0,0.0,246721.0,1.0,0.0,0.192382
sokoban_New73,baseline,-1,-1.0,0.060969,,0.0,0.058541,0.6,1.0,0.0,7787.0,0.0,1.0,0.000555
sportsScheduling_12-10-3,Sets,1,0.75,3591.02,1.504,0.0,3590.94,2.463,0.0,0.0,26643415.0,1.0,0.0,0.004915
blockedqueens_blockedqueens481721303981,Sets,3,0.5,1366.72,113.713,0.0,1366.67,114.869,0.0,0.0,12991263.0,0.0,0.0,0.001087
killer_16-sol71,Sets,2,0.25,2.76495,23.302,0.0,2.45084,24.597,1.0,0.0,13438.0,0.0,1.0,0.015439
carSequencing_59,2,-1,-1.0,3590.58,5.83,0.0,3590.35,8.263,0.0,0.0,100637377.0,1.0,0.0,0.00726
killer_16-sol43,Sets,3,0.0,0.039397,0.082,0.0,0.036686,1.141,1.0,0.0,2.0,0.0,1.0,0.000221
blackhole_PN-23,Sets,3,0.75,185.68,34.523,0.0,181.623,40.264,1.0,0.0,2491583.0,0.0,1.0,0.013099
