Problem,Policy,Num_cons,thresh_overlap,SolverTotalTime,TabulationTime,SavileRowClauseOut,SolverSolveTime,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverNodes,SolverTimeOut,SolverSolutionsFound,SolverSetupTime
blockedqueens-strong_blockedqueens281449839243,Sets,2,0.0,0.220899,0.295,0.0,0.199407,1.004,1.0,0.0,2890.0,0.0,1.0,0.001407
opd_puget12,Sets,3,0.0,,,0.0,,1200.001,,1.0,,,,
opd_small_bibd_12_44_11,Sets,1,0.75,12.1238,49.026,0.0,10.2566,51.918,1.0,0.0,583731.0,0.0,10.0,0.250148
sudoku_sudoku26,Sets,1,0.0,0.038836,0.046,0.0,0.038838,0.507,1.0,0.0,1.0,0.0,1.0,0.0
PlottingModelB_7_7_6_seed15_39_4,Sets,3,0.0,,,0.0,,1200.001,,1.0,,,,
knapsack_items-84,Sets,1,1.0,3591.44,0.099,0.0,3591.44,0.456,1.0,0.0,663484728.0,1.0,116.0,0.000183
AccordionTable_cards_12_04,Sets,2,0.0,,71.129,0.0,,80.964,,0.0,,1.0,,
pegSolitaireTable_pegSolitaire4_10,Sets,2,0.75,0.164843,0.037,0.0,0.058255,1.99,1.0,0.0,97.0,0.0,1.0,0.009884
blockedqueens-strong_blockedqueens561860538387,Sets,2,0.0,1767.74,1.815,0.0,1767.66,3.337,1.0,0.0,9959351.0,0.0,1.0,0.004562
blockedqueens-strong_blockedqueens281449800948,Sets,2,1.0,0.11906,0.021,0.0,0.099404,0.872,1.0,0.0,812.0,0.0,1.0,0.001407
blockedqueens_blockedqueens481721302103,Sets,3,0.5,3590.42,123.545,0.0,3590.37,124.784,0.0,0.0,30109032.0,1.0,0.0,1e-06
efpa_11,Sets,2,0.25,1.66605,9.243,0.0,1.65582,10.356,1.0,0.0,146455.0,0.0,1.0,0.002593
coprime_9,Sets,2,0.25,,,0.0,,1205.096,,1.0,,,,
blockedqueens_blockedqueens281449793798,baseline,-1,-1.0,2.5442,,0.0,2.53368,0.72,1.0,0.0,52894.0,0.0,1.0,0.000326
RamseyNumbers_03-04-02-SAT,Sets,3,1.0,0.039749,0.001,0.0,0.039752,0.156,1.0,0.0,1.0,0.0,1.0,0.0
quasiGroup3NonIdempotent_quasiGroupX_15,Sets,3,0.0,,,0.0,,1200.001,,1.0,,,,
quasiGroup5NonIdempotent_quasiGroupX_24,Sets,1,0.0,,,0.0,,1200.002,,1.0,,,,
sudoku_sudoku2,baseline,-1,-1.0,0.036354,,0.0,0.0357,0.403,1.0,0.0,1.0,0.0,1.0,7.6e-05
RamseyNumbers_04-04-02-SAT,Sets,1,0.5,0.040184,0.001,0.0,0.040186,0.159,1.0,0.0,1.0,0.0,1.0,0.0
carSequencing_67,baseline,-1,-1.0,3590.14,,0.0,3590.02,2.733,0.0,0.0,135423239.0,1.0,0.0,0.006165
sedfnofix_25_1_C25_7_2_1,Sets,1,0.25,30.1033,12.757,0.0,10.0847,20.232,0.0,0.0,3318.0,0.0,0.0,0.762851
blockedqueens_blockedqueens561860446678,Sets,1,0.0,252.061,0.846,0.0,251.973,2.12,0.0,0.0,1311612.0,0.0,0.0,0.001346
blockedqueens-strong_blockedqueens501642414751,Sets,2,1.0,3582.06,0.023,0.0,3581.99,1.22,0.0,0.0,26191909.0,0.0,0.0,0.001432
pegSolitaireTable_pegSolitaire18,baseline,-1,-1.0,5.31425,,0.0,5.17299,2.241,1.0,0.0,18161.0,0.0,1.0,0.020532
knights_08a,Sets,1,1.0,2.08634,1.444,0.0,2.07337,2.513,1.0,0.0,100173.0,0.0,1.0,0.002149
nlinkedopt_opt16,Sets,3,1.0,0.923539,0.076,0.0,0.922914,0.349,1.0,0.0,63104.0,0.0,14.0,0.000355
efpa_16,Sets,2,0.25,2635.49,12.316,0.0,2635.47,13.719,0.0,0.0,207359660.0,0.0,0.0,0.004366
RamseyNumbers_02-08-01-SAT,Sets,1,0.0,0.041741,0.001,0.0,0.041744,0.144,1.0,0.0,1.0,0.0,1.0,0.0
carSequencing_52,Sets,1,0.5,3591.43,30.475,0.0,3590.92,32.982,0.0,0.0,107275662.0,1.0,0.0,0.016554
blockedqueens_blockedqueens481721284823,Sets,3,0.0,,,0.0,,1200.003,,1.0,,,,
ramsey1_02-02-01-SAT,Sets,1,0.0,0.041574,0.006,0.0,0.041102,0.15,1.0,0.0,1.0,0.0,1.0,6.8e-05
opd_flener_et_al_tab5_15_15_04,Sets,3,0.25,0.170063,78.31,0.0,0.093972,80.397,1.0,0.0,3552.0,0.0,4.0,0.007471
golfers3_ord07-15-8-2,Sets,1,1.0,1.37235,119.837,0.0,0.056381,132.51,1.0,0.0,92.0,0.0,1.0,0.127704
efpa_5,Sets,3,1.0,5.64622,24.652,0.0,5.5717,27.793,1.0,0.0,226299.0,0.0,1.0,0.019516
sokoban_New75,Sets,3,1.0,0.050757,0.213,0.0,0.040795,0.763,1.0,0.0,333.0,0.0,1.0,0.001293
blockedqueens_blockedqueens281449791733,Sets,3,1.0,1.10566,0.025,0.0,1.09649,0.704,1.0,0.0,23695.0,0.0,1.0,0.0
carSequencing_19,Sets,2,1.0,3589.93,285.518,0.0,3589.74,287.821,0.0,0.0,99157758.0,1.0,0.0,0.009102
blackhole_PN-46,Sets,1,1.0,3587.72,53.701,0.0,3534.67,60.288,0.0,0.0,1724523.0,1.0,0.0,1.19618
knights_30b,Sets,3,0.0,,,0.0,,1207.361,,1.0,,,,
discreteTomography_1,baseline,-1,-1.0,0.04164,,0.0,0.041644,0.397,1.0,0.0,1.0,0.0,1.0,0.0
killer_16-sol75,Sets,2,0.75,0.283561,7.786,0.0,0.034466,9.356,1.0,0.0,4.0,0.0,1.0,0.030995
pegSolitaireState_pegSolitaire3,Sets,2,0.25,,,0.0,,1200.002,,1.0,,,,
handball7_15,Sets,2,1.0,3590.35,29.931,0.0,3588.41,38.151,1.0,0.0,45348159.0,1.0,5.0,0.019512
graphColouring_3-Insertions_3,Sets,1,0.5,726.425,0.47,0.0,726.422,0.936,1.0,0.0,101717249.0,0.0,1.0,0.0
killer_16-sol95,Sets,1,1.0,1.22883,4.238,0.0,0.034848,6.356,1.0,0.0,2.0,0.0,1.0,0.093668
magicSequence_magicSequence430,Sets,2,0.25,0.187831,1.601,0.0,0.034249,1147.235,1.0,0.0,1.0,0.0,1.0,0.010469
sokoban_New71,Sets,1,0.25,0.046436,0.113,0.0,0.036189,0.518,1.0,0.0,4.0,0.0,1.0,0.001162
blockedqueens_blockedqueens281449798451,Sets,2,0.0,25.3911,14.124,0.0,24.3408,15.261,1.0,0.0,4805.0,0.0,1.0,0.061198
magicSequence_magicSequence350,Sets,1,0.25,0.144365,1.111,0.0,0.039501,459.327,1.0,0.0,1.0,0.0,1.0,0.007037
peaceableArmyOfQueens_paq4,Sets,1,1.0,0.00156,0.365,0.0,0.001562,1.046,1.0,0.0,179.0,0.0,2.0,0.0
futoshiki_futoshiki36,Sets,3,0.5,0.0,0.003,0.0,0.0,0.196,0.0,0.0,0.0,0.0,0.0,0.0
knights2_15a,Sets,1,1.0,4.02201,151.589,0.0,2.56909,163.216,1.0,0.0,5779.0,0.0,1.0,0.048383
sonet2_sonet5,Sets,2,0.0,,251.244,0.0,,252.079,,0.0,,1.0,,
knights2_08b,Sets,2,0.75,3590.72,11.7,0.0,3590.55,13.585,0.0,0.0,10117763.0,1.0,0.0,0.004036
AccordionTable_cards_12_01,Sets,2,0.25,939.341,16.66,0.0,915.825,20.355,0.0,0.0,1391798.0,0.0,0.0,1.71795
blockedqueens_blockedqueens281449794094,Sets,2,0.75,1.70407,0.025,0.0,1.69421,0.704,0.0,0.0,40205.0,0.0,0.0,0.000432
blockedqueens_blockedqueens281449849062,Sets,1,0.25,6.02287,0.295,0.0,6.00842,0.944,0.0,0.0,100954.0,0.0,0.0,0.000975
blockedqueens_blockedqueens281449791337,Sets,2,0.75,1.49531,0.013,0.0,1.48519,0.704,1.0,0.0,32700.0,0.0,1.0,0.0
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens223,Sets,3,0.0,,,0.0,,1200.002,,1.0,,,,
ramsey2_04-04-01-SAT,Sets,1,0.25,0.073269,0.007,0.0,0.072612,0.272,1.0,0.0,1.0,0.0,1.0,4.9e-05
coprime_24,Sets,2,0.0,,,0.0,,1200.001,,1.0,,,,
sokoban_New86,Sets,3,1.0,0.068165,0.175,0.0,0.055645,2.174,1.0,0.0,15.0,0.0,1.0,0.001483
pegSolitaireAction_pegSolitaire4_4,baseline,-1,-1.0,735.838,,0.0,735.261,17.618,1.0,0.0,1403847.0,0.0,1.0,0.076452
carSequencing_9,baseline,-1,-1.0,3590.79,,0.0,3590.76,1.489,0.0,0.0,123554591.0,1.0,0.0,0.00283
blockedqueens_blockedqueens561860517914,Sets,1,0.75,1338.61,0.927,0.0,1338.54,2.025,0.0,0.0,8948660.0,0.0,0.0,0.00028
quasiGroup4NonIdempotent_quasiGroupX_14,Sets,2,0.5,,,0.0,,1267.993,,1.0,,,,
AccordionTable_cards_15_05,Sets,2,0.25,3586.22,38.957,0.0,3527.12,47.288,0.0,0.0,23687935.0,1.0,0.0,4.80189
AccordionTable_cards_13_05,Sets,2,0.75,3590.53,3.28,0.0,3588.06,5.132,0.0,0.0,60893733.0,1.0,0.0,0.178359
blockedqueens_blockedqueens481721237798,Sets,2,0.25,603.939,6.474,0.0,603.897,7.471,0.0,0.0,5288018.0,0.0,0.0,0.000807
carSequencing_2,Sets,3,0.5,,,0.0,,1200.002,,1.0,,,,
knights_15b,Sets,1,1.0,0.040322,93.558,0.0,4.1e-05,97.776,0.0,0.0,0.0,0.0,0.0,0.020033
bibd-implied_puget13,Sets,1,1.0,1.26079,63.208,0.0,0.056121,66.316,1.0,0.0,290.0,0.0,1.0,0.146496
sokoban_New33,Sets,3,0.25,1.06633,2.343,0.0,0.029144,3.449,1.0,0.0,2.0,0.0,1.0,0.08768
sonet2_sonet7,Sets,2,1.0,3590.63,2.385,0.0,3590.63,3.275,0.0,0.0,255040107.0,1.0,0.0,0.001174
golfers3_ord11-7-6-3,Sets,3,0.0,,,0.0,,1204.949,,1.0,,,,
molnars_molnars-2-5,Sets,2,0.5,0.000737,0.27,0.0,1e-05,0.546,0.0,0.0,0.0,0.0,0.0,5.5e-05
blockedqueens_blockedqueens481721306426,Sets,1,0.5,83.7286,0.634,0.0,83.6817,1.599,1.0,0.0,649809.0,0.0,1.0,0.001914
golfers1_ord05-11-6-2,Sets,2,1.0,5.01744,42.115,0.0,0.073648,49.25,1.0,0.0,100.0,0.0,1.0,0.326107
blockedqueens_blockedqueens281449789491,Sets,1,0.5,0.321957,0.509,0.0,0.305082,1.281,0.0,0.0,4429.0,0.0,0.0,0.001125
blockedqueens-strong_blockedqueens281449791905,Sets,1,1.0,0.115194,0.128,0.0,0.096407,0.949,1.0,0.0,909.0,0.0,1.0,0.000825
ramsey2_02-08-01-SAT,Sets,1,1.0,0.042598,0.007,0.0,0.042643,0.225,1.0,0.0,1.0,0.0,1.0,0.0
sokoban_New23,Sets,1,1.0,0.049219,0.128,0.0,0.03717,0.569,1.0,0.0,3.0,0.0,1.0,0.001534
blockedqueens_blockedqueens481721321219,2,-1,-1.0,114.347,0.21,0.0,114.294,1.26,1.0,0.0,799308.0,0.0,1.0,0.00283
futoshiki_futoshiki8,2,-1,-1.0,1e-06,0.0,0.0,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.0
AccordionTable_cards_14_05,Sets,3,1.0,40.5471,6.428,0.0,40.4755,7.806,1.0,0.0,1218499.0,0.0,1.0,0.006522
graphColouring_mug88_1,2,-1,-1.0,7.19755,0.005,0.0,7.19647,0.503,1.0,0.0,2713059.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens481721308471,Sets,3,0.75,1758.37,0.005,0.0,1758.3,1.4,0.0,0.0,12357516.0,0.0,0.0,0.00404
coprime_15,Sets,3,0.25,,,0.0,,1821.57,,1.0,,,,
Bombastic_Bombastic30,Sets,1,0.75,0.031534,0.013,0.0,0.031538,1.145,1.0,0.0,1.0,0.0,1.0,0.0
Bombastic_Bombastic34,Sets,3,0.25,0.034678,0.001,0.0,0.03416,1.45,1.0,0.0,1.0,0.0,1.0,6e-05
sokoban_New24,Sets,3,0.0,1.28464,8.909,0.0,0.031808,9.857,1.0,0.0,3.0,0.0,1.0,0.129766
AccordionTable_cards_11_05,Sets,1,1.0,57.4527,7.554,0.0,47.0874,10.572,0.0,0.0,119267.0,0.0,0.0,0.835292
graphColouring_queen5_5,Sets,3,0.5,0.008477,2.601,0.0,0.001009,3.124,1.0,0.0,34.0,0.0,4.0,0.000638
blockedqueens-strong_blockedqueens481721282821,2,-1,-1.0,1581.66,0.005,0.0,1581.59,1.563,1.0,0.0,11711208.0,0.0,1.0,0.000955
pegSolitaireTable_pegSolitaire3_49,Sets,2,0.0,0.180004,7.21,0.0,0.076426,9.095,1.0,0.0,207.0,0.0,1.0,0.010942
blockedqueens-strong_blockedqueens481721256459,Sets,2,0.5,1952.13,0.021,0.0,1952.07,1.214,0.0,0.0,15887338.0,0.0,0.0,0.003318
blockedqueens-strong_blockedqueens481721291824,Sets,3,1.0,198.641,0.02,0.0,198.577,1.338,0.0,0.0,1551127.0,0.0,0.0,0.002413
sudoku_sudoku47,Sets,1,0.5,0.039829,0.048,0.0,0.039021,0.519,1.0,0.0,1.0,0.0,1.0,9.1e-05
ramsey2_03-04-02-SAT,Sets,2,0.0,0.04185,0.005,0.0,0.041326,0.202,1.0,0.0,1.0,0.0,1.0,6.8e-05
stilllife_mdsl_7,Sets,1,1.0,6.76057,0.984,0.0,6.74059,1.677,1.0,0.0,96276.0,0.0,22.0,0.00154
pegSolitaireState_pegSolitaire2_15,Sets,1,0.25,3590.43,129.37,0.0,3589.62,135.858,0.0,0.0,3196449.0,1.0,0.0,0.09955
sokoban_New51,Sets,2,1.0,0.073423,0.005,0.0,0.073426,0.93,1.0,0.0,1.0,0.0,1.0,0.0
PlottingModelB_5_5_3_seed15_11_6,Sets,3,0.0,,,0.0,,1200.001,,1.0,,,,
quasiGroup7_quasiGroupX_18,baseline,-1,-1.0,3591.05,,0.0,3590.82,3.103,0.0,0.0,38387593.0,1.0,0.0,0.006881
carSequencing_69,baseline,-1,-1.0,3591.04,,0.0,3590.96,1.758,0.0,0.0,258031052.0,1.0,0.0,0.004048
PlottingModelB_5_5_3_seed15_15_7,Sets,3,1.0,,,0.0,,1200.002,,1.0,,,,
opd_puget4,Sets,3,0.25,1482.78,260.203,0.0,1482.77,261.488,1.0,0.0,332325973.0,0.0,19.0,0.001118
blockedqueens_blockedqueens501642407126,Sets,3,0.0,,,0.0,,1200.003,,1.0,,,,
carSequencing_10,Sets,2,0.0,,,0.0,,1200.001,,1.0,,,,
coprime_15,Sets,3,1.0,,,0.0,,1200.002,,1.0,,,,
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens231,Sets,1,1.0,123.658,5.861,0.0,123.652,8.212,1.0,0.0,8175166.0,0.0,14.0,0.000228
opd_puget15,Sets,1,0.5,3590.86,161.514,0.0,3589.67,166.245,1.0,0.0,282873883.0,1.0,11.0,0.162847
blackhole_PN-9,Sets,1,0.5,3587.8,48.847,0.0,3536.28,58.039,0.0,0.0,1639589.0,1.0,0.0,1.18051
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens220,Sets,1,0.75,63.5612,6.837,0.0,63.541,8.64,1.0,0.0,4016488.0,0.0,12.0,0.003271
blockedqueens-strong_blockedqueens281449798087,Sets,1,0.0,0.110975,0.113,0.0,0.088286,0.859,1.0,0.0,822.0,0.0,1.0,0.001545
RamseyNumbers_03-09-01-SAT,Sets,2,0.0,0.040233,0.0,0.0,0.040234,0.144,1.0,0.0,1.0,0.0,1.0,0.0
quasiGroup7_quasiGroupX_15,Sets,1,0.25,3587.79,1.535,0.0,3587.63,3.814,0.0,0.0,17430979.0,1.0,0.0,0.008242
blockedqueens_blockedqueens481721345259,2,-1,-1.0,548.802,0.153,0.0,548.764,0.928,1.0,0.0,5148511.0,0.0,1.0,0.001762
killer_16-sol36,Sets,2,0.75,0.560172,9.16,0.0,0.033971,10.394,1.0,0.0,2.0,0.0,1.0,0.030208
blockedqueens-strong_blockedqueens481721243397,Sets,1,1.0,0.023714,0.009,0.0,4.4e-05,1.051,0.0,0.0,0.0,0.0,0.0,0.000134
knights_10b,Sets,2,0.5,3591.74,9.507,0.0,3591.62,11.542,0.0,0.0,56490588.0,1.0,0.0,0.012377
nlinkedopt_opt36,Sets,1,1.0,3589.51,4.838,0.0,3583.52,6.301,1.0,0.0,37825498.0,1.0,28.0,0.424402
sonet2_sonet4-4,Sets,1,0.5,3591.13,0.602,0.0,3591.13,1.185,1.0,0.0,421897551.0,1.0,1.0,0.000512
quasiGroup3Idempotent_quasiGroupX_11,Sets,3,0.5,,,0.0,,1200.002,,1.0,,,,
quasiGroup4Idempotent_quasiGroupX_11,Sets,1,1.0,3590.47,6.43,0.0,3589.97,8.467,0.0,0.0,9998163.0,1.0,0.0,0.01092
opd_flener_et_al_tab7_11_35_10,Sets,2,0.75,0.609597,26.132,0.0,0.569912,28.141,1.0,0.0,58122.0,0.0,8.0,0.003793
blockedqueens_blockedqueens561860463594,Sets,2,0.5,0.008323,0.003,0.0,3.6e-05,0.619,0.0,0.0,0.0,0.0,0.0,8.5e-05
sudoku_sudoku17,Sets,1,0.5,0.03584,0.032,0.0,0.035714,0.442,1.0,0.0,2.0,0.0,1.0,8.9e-05
graphColouring_1-FullIns_4,Sets,2,1.0,0.406235,5.75,0.0,0.393679,6.513,1.0,0.0,32943.0,0.0,6.0,0.0
blockedqueens-strong_blockedqueens561860535892,2,-1,-1.0,1372.44,0.023,0.0,1372.34,1.704,1.0,0.0,8229223.0,0.0,1.0,0.003678
pegSolitaireTable_pegSolitaire11,Sets,2,0.0,0.265637,15.402,0.0,0.047021,17.39,1.0,0.0,77.0,0.0,1.0,0.044543
graphColouring_mug100_25,2,-1,-1.0,300.373,0.03,0.0,300.37,0.67,1.0,0.0,99892572.0,0.0,1.0,0.000801
PlottingModelA_5_5_3_seed15_9_9,Sets,3,0.5,,,0.0,,1200.001,,1.0,,,,
blockedqueens_blockedqueens561860531142,Sets,1,0.5,0.010577,0.019,0.0,4.6e-05,0.748,0.0,0.0,0.0,0.0,0.0,0.000114
blockedqueens_blockedqueens501642425680,Sets,1,1.0,3590.52,2.008,0.0,3590.44,3.535,0.0,0.0,20127343.0,1.0,0.0,0.000962
blackhole_PN-38,Sets,1,0.75,3586.1,51.161,0.0,3531.44,59.361,0.0,0.0,3914942.0,1.0,0.0,1.16876
knapsack_items-70,Sets,1,0.75,3591.13,0.076,0.0,3591.13,0.383,1.0,0.0,886543036.0,1.0,112.0,0.0
pegSolitaireAction_pegSolitaire44,Sets,3,0.75,0.007221,0.01,0.0,9e-06,4.904,0.0,0.0,0.0,0.0,0.0,0.0
sudoku_sudoku16,Sets,3,0.25,0.035804,0.038,0.0,0.035807,0.443,1.0,0.0,1.0,0.0,1.0,0.0
molnars_molnars-3-8,Sets,3,0.25,35.7602,0.993,0.0,35.7549,1.817,1.0,0.0,1514925.0,0.0,1.0,0.00278
knapsack_items-67,Sets,3,0.25,1770.31,0.017,0.0,1770.31,0.365,1.0,0.0,337781364.0,0.0,149.0,0.0
stilllife_mdsl_14,Sets,3,0.75,3589.88,236.022,0.0,3589.17,237.836,1.0,0.0,18049724.0,1.0,29.0,0.074268
knapsack_items-62,Sets,2,1.0,3484.2,0.086,0.0,3484.2,0.382,1.0,0.0,648633631.0,0.0,111.0,0.0
pegSolitaireTable_pegSolitaire3_23,Sets,1,0.5,14.865,1.679,0.0,14.7432,3.079,1.0,0.0,80041.0,0.0,1.0,0.01869
blockedqueens-strong_blockedqueens501642407857,Sets,3,0.0,142.906,0.5,0.0,142.851,1.578,0.0,0.0,1243321.0,0.0,0.0,0.003128
blockedqueens-strong_blockedqueens481721272449,Sets,2,0.75,644.815,0.021,0.0,644.76,1.013,1.0,0.0,5584426.0,0.0,1.0,0.00312
quasiGroup4NonIdempotent_quasiGroupX_25,Sets,3,0.5,,,0.0,,1200.001,,1.0,,,,
quasiGroup5NonIdempotent_quasiGroupX_24,Sets,2,0.75,3592.09,122.988,0.0,3589.94,131.881,0.0,0.0,11523749.0,1.0,0.0,0.044038
blockedqueens-strong_blockedqueens501642409413,Sets,1,0.25,87.1076,0.887,0.0,87.0283,2.409,1.0,0.0,605850.0,0.0,1.0,0.003918
sudoku_sudoku22,Sets,3,1.0,0.032738,0.003,0.0,0.032741,0.426,1.0,0.0,2.0,0.0,1.0,0.0
quasiGroup7_quasiGroupX_20,Sets,1,0.5,3589.91,3.499,0.0,3589.41,8.222,0.0,0.0,23203588.0,1.0,0.0,0.010695
blackhole_PN-12,Sets,1,0.25,3587.9,50.236,0.0,3543.05,60.117,0.0,0.0,1502944.0,1.0,0.0,1.16252
blockedqueens-strong_blockedqueens481721281064,Sets,3,0.0,2204.1,0.862,0.0,2204.03,2.337,1.0,0.0,14909783.0,0.0,1.0,0.00282
golfers1_ord04-9-5-2,Sets,1,0.5,0.143342,5.516,0.0,0.032172,8.419,1.0,0.0,24.0,0.0,1.0,0.005053
blockedqueens_blockedqueens501642446851,Sets,2,0.5,144.68,8.278,0.0,144.57,9.538,0.0,0.0,856143.0,0.0,0.0,0.001341
knapsack_items-73,Sets,2,0.75,16.8204,0.08,0.0,16.8191,0.378,1.0,0.0,3181062.0,0.0,119.0,0.000306
blockedqueens-strong_blockedqueens561860473904,Sets,1,0.5,701.402,0.894,0.0,701.321,2.254,0.0,0.0,4405895.0,0.0,0.0,0.004007
blackhole_PN-87,Sets,2,0.75,0.000117,0.001,0.0,1.9e-05,1.88,0.0,0.0,0.0,0.0,0.0,6.7e-05
stilllife_mdsl_6,Sets,2,0.0,151.484,33.971,0.0,128.116,36.748,1.0,0.0,4224.0,0.0,14.0,2.79635
ramsey1_02-08-01-SAT,Sets,3,0.0,0.034078,0.001,0.0,0.03408,0.163,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens_blockedqueens481721243100,baseline,-1,-1.0,559.096,,0.0,559.06,1.18,0.0,0.0,5118394.0,0.0,0.0,0.0
blackhole_PN-50,Sets,1,0.25,,46.736,0.0,,53.714,,0.0,,1.0,,
ramsey1_03-08-02-SAT,Sets,3,0.25,0.064744,0.007,0.0,0.064747,0.561,1.0,0.0,2.0,0.0,1.0,0.0
quasiGroup3NonIdempotent_quasiGroupX_14,Sets,1,0.0,,,0.0,,1200.001,,1.0,,,,
quasiGroup5NonIdempotent_quasiGroupX_19,Sets,1,0.0,,,0.0,,1200.002,,1.0,,,,
sokoban_New28,Sets,2,1.0,0.124033,0.259,0.0,0.049059,0.834,1.0,0.0,30.0,0.0,1.0,0.004456
blockedqueens_blockedqueens281449794770,baseline,-1,-1.0,3.82831,,0.0,3.81697,0.699,1.0,0.0,73413.0,0.0,1.0,0.000507
blockedqueens-strong_blockedqueens481721259656,Sets,3,0.5,734.31,0.013,0.0,734.256,1.129,1.0,0.0,6738900.0,0.0,1.0,0.002277
Bombastic_Bombastic2,Sets,3,1.0,0.040377,0.002,0.0,0.039628,1.95,1.0,0.0,1.0,0.0,1.0,7e-05
sokoban_New61,baseline,-1,-1.0,0.076018,,0.0,0.070487,0.61,1.0,0.0,20.0,0.0,1.0,0.00022
quasiGroup4NonIdempotent_quasiGroupX_15,Sets,2,0.75,,,0.0,,1200.002,,1.0,,,,
nlinkedopt_opt36,Sets,3,0.5,3590.7,7.746,0.0,3590.7,8.181,1.0,0.0,108386219.0,1.0,28.0,0.000658
sudoku_sudoku14,Sets,3,0.75,0.034438,0.014,0.0,0.033816,0.43,1.0,0.0,4.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens281449842745,Sets,1,0.0,0.008276,0.009,0.0,3.9e-05,0.617,0.0,0.0,0.0,0.0,0.0,9.6e-05
handball7_17,Sets,3,0.75,3594.2,296.481,0.0,3592.54,305.197,1.0,0.0,59901752.0,1.0,20.0,0.018123
blackhole_PN-79,Sets,3,1.0,11.7972,29.29,0.0,5.39714,32.315,1.0,0.0,39798.0,0.0,1.0,0.012253
stilllife_mdsl_12,Sets,3,1.0,3589.89,240.359,0.0,3589.24,242.056,1.0,0.0,19888690.0,1.0,30.0,0.070504
JPEncoding_data1900,Sets,1,0.75,,,0.0,,1200.002,,1.0,,,,
blockedqueens_blockedqueens501642449112,Sets,3,1.0,3591.06,0.024,0.0,3591.02,1.157,0.0,0.0,31501542.0,1.0,0.0,0.001289
PlottingModelA_5_5_3_seed15_17_4,Sets,2,1.0,,,0.0,,1200.002,,1.0,,,,
semigroup_semigroup17,Sets,1,1.0,1.05052,61.036,0.0,0.24553,75.818,1.0,0.0,290.0,0.0,1.0,0.055386
knapsack_items-80,Sets,3,0.5,1159.33,0.013,0.0,1159.32,0.35,1.0,0.0,220989805.0,0.0,126.0,0.000345
sonet2_sonet6,Sets,3,0.25,3590.65,8.922,0.0,3590.65,9.65,0.0,0.0,284682513.0,1.0,0.0,0.001065
quasiGroup6_quasiGroupX_24,Sets,2,0.25,3590.3,62.982,0.0,3589.32,70.147,0.0,0.0,7099088.0,1.0,0.0,0.01265
knights_10a,Sets,3,1.0,3589.49,221.792,0.0,3589.32,223.541,0.0,0.0,106459908.0,1.0,0.0,0.002625
coprime_9,Sets,2,0.5,,,0.0,,1209.585,,1.0,,,,
pegSolitaireTable_pegSolitaire37,Sets,2,0.75,0.023901,0.019,0.0,0.000154,0.833,0.0,0.0,0.0,0.0,0.0,0.000429
quasiGroup4Idempotent_quasiGroupX_11,Sets,1,0.75,3591.05,6.902,0.0,3590.37,9.237,0.0,0.0,9835598.0,1.0,0.0,0.010415
knights2_11b,Sets,2,0.0,0.121586,330.056,0.0,9e-05,334.365,0.0,0.0,0.0,0.0,0.0,0.015566
quasiGroup4NonIdempotent_quasiGroupX_12,Sets,2,0.0,,,0.0,,1229.785,,1.0,,,,
sudoku_sudoku25,Sets,2,0.25,0.03827,0.051,0.0,0.038273,0.52,1.0,0.0,1.0,0.0,1.0,0.0
blockedqueens-strong_blockedqueens481721325133,Sets,3,0.25,15.0857,0.013,0.0,15.0235,1.291,0.0,0.0,115332.0,0.0,0.0,0.00226
sokoban_New10,Sets,3,0.75,0.035286,0.1,0.0,0.032758,1.127,1.0,0.0,37.0,0.0,1.0,0.00048
sonet_sonet6-4,Sets,1,1.0,3590.58,0.727,0.0,3590.56,1.373,0.0,0.0,167640401.0,1.0,0.0,0.003523
blackhole_PN-84,Sets,3,0.25,,,0.0,,1200.001,,1.0,,,,
sudoku_sudoku50,Sets,1,0.25,0.035945,0.027,0.0,0.035947,0.428,1.0,0.0,1.0,0.0,1.0,0.0
blackhole_PN-78,Sets,1,0.5,189.788,47.805,0.0,148.462,57.642,1.0,0.0,50525.0,0.0,1.0,1.08869
pegSolitaireAction_pegSolitaire2_46,Sets,3,0.5,,,0.0,,1200.002,,1.0,,,,
pegSolitaireTable_pegSolitaire4_42,Sets,1,0.5,0.494067,2.082,0.0,0.040675,3.829,1.0,0.0,94.0,0.0,1.0,0.07548
pegSolitaireTable_pegSolitaire33,Sets,1,0.75,205.521,2.702,0.0,205.399,4.476,1.0,0.0,1227062.0,0.0,1.0,0.017788
peaceableArmyOfQueens2-completion_peaceableArmyOfQueens230,Sets,3,0.0,,,0.0,,1200.002,,1.0,,,,
stilllife_mdsl_9,Sets,1,0.5,3591.01,2.485,0.0,3590.97,3.56,1.0,0.0,39581395.0,1.0,36.0,0.002012
PlottingModelA_5_5_3_seed15_11_6,Sets,1,0.25,,,0.0,,1211.635,,1.0,,,,
knapsack_items-81,Sets,2,0.25,131.48,0.098,0.0,131.48,0.363,1.0,0.0,23546492.0,0.0,89.0,0.000383
